# Metadata:
# Import from fhttps://opengamedata.fielddaylab.wisc.edu/data/WAVES/WAVES_20191201_to_20191231_de09c18_proc.zip
# Import from fhttps://opengamedata.fielddaylab.wisc.edu/data/WAVES/WAVES_20200101_to_20200131_de09c18_proc.zip
# *arg* filter_args = {'query_list': ['QA1_questionCorrect==QA1_questionCorrect', 'avgLevelTime <= 360'], 'one_query': False, 'fillna': 0, 'verbose': False}
# Query: Intial Shape, output_shape: (18284, 1073)
# Query: QA1_questionCorrect==QA1_questionCorrect, output_shape: (5980, 1073)
# Query: avgLevelTime <= 360, output_shape: (5880, 1073)
# Filled NaN with 0
# *arg* new_feat_args = {'verbose': False}
# *arg* lvlfeats = ['completed', 'totalLevelTime']
# *arg* lvlrange = range(0, 35)
# *arg* finalfeats = ['sum_lvl_0_to_34_completed', 'sum_lvl_0_to_34_totalLevelTime', 'sum_random_complete_count']
# Scaled with scikitlearn RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
#              with_scaling=True)
# PCA df calculated with scikitlearn PCA(copy=True, iterated_power='auto', n_components=2, random_state=None,
#     svd_solver='auto', tol=0.0, whiten=False)
# Cluster on PCA dims
# Labels calculated via clusterer: KMeans(algorithm='auto', copy_x=True, init='k-means++', max_iter=300,
#        n_clusters=2, n_init=10, n_jobs=None, precompute_distances='auto',
#        random_state=None, tol=0.0001, verbose=0)
# Labels calculated via clusterer: KMeans(algorithm='auto', copy_x=True, init='k-means++', max_iter=300,
#        n_clusters=3, n_init=10, n_jobs=None, precompute_distances='auto',
#        random_state=None, tol=0.0001, verbose=0)

sessionID,sum_lvl_0_to_34_completed,sum_lvl_0_to_34_totalLevelTime,sum_random_complete_count,label 
19110409202411000,9.0,558.0,10.0,1
19110409203083400,17.0,1616.0,8.0,0
19110409204434110,14.0,869.0,5.0,1
19110409205026780,9.0,412.0,15.0,2
19110409210075000,14.0,862.0,0.0,1
19110409211807296,16.0,1115.0,0.0,0
19110409212045440,10.0,386.0,4.0,1
19110409213825424,22.0,851.0,0.0,0
19110409223376280,16.0,645.0,0.0,1
19110409240441500,10.0,284.0,1.0,1
19110409242868296,9.0,156.0,0.0,1
19110409243850350,15.0,473.0,4.0,1
19110409245390650,9.0,198.0,7.0,1
19110409270448496,10.0,188.0,1.0,1
19110409271176864,9.0,431.0,0.0,1
19110409295179004,13.0,687.0,5.0,1
19110409325828196,9.0,618.0,0.0,1
19110409340978320,11.0,351.0,0.0,1
19110409342073304,12.0,336.0,0.0,1
19110409350376610,10.0,279.0,6.0,1
19110409374978870,10.0,404.0,4.0,1
19110409375982420,16.0,846.0,6.0,1
19110409381889624,9.0,354.0,6.0,1
19110409381937450,31.0,2507.0,1.0,0
19110409390790852,14.0,528.0,0.0,1
19110409394388890,9.0,468.0,0.0,1
19110409404499330,17.0,596.0,2.0,1
19110409420676540,10.0,276.0,3.0,1
19110409441849036,9.0,140.0,0.0,1
19110409461688936,10.0,339.0,3.0,1
19110409492505990,10.0,1374.0,0.0,0
19110409582517480,9.0,153.0,1.0,1
19110409583252856,19.0,833.0,13.0,2
19110409594976988,19.0,1231.0,0.0,0
19110409595195870,10.0,482.0,5.0,1
19110410000640504,14.0,632.0,0.0,1
19110410003976016,9.0,250.0,6.0,1
19110410005108210,9.0,446.0,0.0,1
19110410021284376,10.0,468.0,1.0,1
19110410021613056,14.0,730.0,0.0,1
19110410030774770,10.0,654.0,0.0,1
19110410030848816,10.0,555.0,2.0,1
19110410031007656,10.0,467.0,0.0,1
19110410033753340,12.0,1777.0,0.0,0
19110410040179224,9.0,338.0,5.0,1
19110410040843770,14.0,1030.0,0.0,1
19110410041469132,10.0,368.0,9.0,1
19110410061016308,10.0,364.0,0.0,1
19110410061117400,10.0,383.0,3.0,1
19110410064222320,18.0,1555.0,0.0,0
19110410065377344,11.0,354.0,0.0,1
19110410073535230,9.0,301.0,2.0,1
19110410082057776,10.0,851.0,4.0,1
19110410091036588,9.0,203.0,0.0,1
19110410115969490,12.0,200.0,0.0,1
19110410122170544,15.0,546.0,3.0,1
19110410130030676,9.0,643.0,0.0,1
19110410130105730,10.0,900.0,3.0,1
19110410141333580,9.0,1294.0,0.0,1
19110410141673812,11.0,296.0,7.0,1
19110410155292750,9.0,406.0,0.0,1
19110410173561372,10.0,339.0,0.0,1
19110410174493000,10.0,507.0,2.0,1
19110410184790308,14.0,244.0,0.0,1
19110410191884510,10.0,380.0,3.0,1
19110410200181960,10.0,191.0,8.0,1
19110410200751590,15.0,691.0,2.0,1
19110410243710270,9.0,432.0,0.0,1
19110410282267836,9.0,207.0,0.0,1
19110410351304816,11.0,290.0,10.0,1
19110410361916224,10.0,209.0,0.0,1
19110410390029056,9.0,436.0,0.0,1
19110410425595350,19.0,2875.0,0.0,0
19110410433926412,9.0,3383.0,0.0,0
19110410440541120,9.0,3388.0,5.0,0
19110410474624360,9.0,270.0,8.0,1
19110410482981840,9.0,226.0,0.0,1
19110410490954508,16.0,935.0,21.0,2
19110410491453610,23.0,2283.0,1.0,0
19110410494214376,29.0,580.0,0.0,0
19110410494726150,10.0,248.0,12.0,2
19110410495473336,10.0,331.0,8.0,1
19110410500379308,16.0,647.0,0.0,1
19110410510928270,9.0,242.0,0.0,1
19110410512022110,10.0,294.0,8.0,1
19110410513795380,9.0,222.0,0.0,1
19110410522237948,14.0,786.0,1.0,1
19110410523018544,10.0,155.0,31.0,2
19110410523081564,9.0,143.0,0.0,1
19110410524057764,14.0,402.0,0.0,1
19110410525529344,14.0,317.0,16.0,2
19110410535493550,9.0,187.0,0.0,1
19110410540117450,20.0,399.0,3.0,1
19110410540454660,23.0,3287.0,0.0,0
19110410543016540,14.0,413.0,4.0,1
19110410543342868,9.0,348.0,2.0,1
19110410543884824,14.0,415.0,0.0,1
19110410543892824,25.0,3361.0,2.0,0
19110410543926510,30.0,1361.0,1.0,0
19110410544824964,10.0,305.0,4.0,1
19110410545215292,9.0,544.0,0.0,1
19110410550088736,12.0,517.0,0.0,1
19110410551292260,10.0,351.0,0.0,1
19110410551452490,10.0,464.0,0.0,1
19110410552514896,10.0,393.0,3.0,1
19110410553018790,9.0,313.0,5.0,1
19110410561678690,15.0,1473.0,1.0,0
19110410562275090,15.0,2240.0,7.0,0
19110410562432660,11.0,360.0,3.0,1
19110410581502216,17.0,1096.0,4.0,0
19110410583880564,13.0,1300.0,0.0,0
19110410585285188,9.0,395.0,1.0,1
19110410595928996,9.0,295.0,0.0,1
19110411013387440,9.0,630.0,0.0,1
19110411013519624,10.0,728.0,1.0,1
19110411013786252,15.0,712.0,0.0,1
19110411014375750,14.0,740.0,0.0,1
19110411022760670,10.0,597.0,1.0,1
19110411022871236,9.0,360.0,0.0,1
19110411025768824,9.0,342.0,0.0,1
19110411051720120,10.0,252.0,18.0,2
19110411060633170,9.0,2040.0,0.0,0
19110411062174890,9.0,298.0,0.0,1
19110411063871600,23.0,1157.0,12.0,0
19110411074197370,25.0,989.0,0.0,0
19110411092523000,14.0,434.0,0.0,1
19110411100283890,14.0,819.0,8.0,1
19110411115696770,14.0,750.0,2.0,1
19110411131441576,15.0,666.0,0.0,1
19110411140337616,9.0,247.0,10.0,1
19110411144472444,10.0,824.0,3.0,1
19110411155962320,14.0,432.0,0.0,1
19110411162027748,14.0,660.0,0.0,1
19110411162589652,9.0,342.0,0.0,1
19110411164348210,9.0,521.0,0.0,1
19110411172648376,14.0,307.0,0.0,1
19110411180807372,9.0,218.0,0.0,1
19110411185564740,10.0,342.0,1.0,1
19110411185645480,10.0,288.0,0.0,1
19110411185670960,9.0,340.0,0.0,1
19110411190217370,10.0,281.0,1.0,1
19110411191677920,14.0,602.0,0.0,1
19110411192282576,9.0,570.0,4.0,1
19110411192830224,14.0,369.0,0.0,1
19110411194437260,12.0,259.0,0.0,1
19110411194787044,21.0,732.0,0.0,1
19110411201160330,14.0,359.0,0.0,1
19110411212746696,23.0,608.0,0.0,1
19110411214848364,10.0,712.0,0.0,1
19110411233684230,9.0,370.0,0.0,1
19110411233685010,11.0,890.0,0.0,1
19110411264757000,9.0,185.0,0.0,1
19110411272808810,10.0,167.0,2.0,1
19110411282735870,9.0,213.0,1.0,1
19110411283070050,14.0,427.0,0.0,1
19110411291972550,14.0,872.0,0.0,1
19110411312995410,10.0,770.0,16.0,2
19110411323689296,14.0,789.0,0.0,1
19110411324350444,14.0,740.0,0.0,1
19110411324378696,12.0,818.0,3.0,1
19110411324581372,10.0,183.0,0.0,1
19110411330112830,10.0,536.0,6.0,1
19110411335243176,14.0,643.0,0.0,1
19110411343799370,11.0,1020.0,0.0,1
19110411352208124,11.0,588.0,2.0,1
19110411355628276,13.0,669.0,1.0,1
19110411391069652,14.0,723.0,0.0,1
19110411413723010,15.0,202.0,0.0,1
19110411430147090,9.0,609.0,0.0,1
19110411433108950,9.0,676.0,15.0,2
19110411453464720,10.0,2339.0,2.0,0
19110411460755310,14.0,1691.0,0.0,0
19110411465829040,10.0,422.0,8.0,1
19110411475899176,9.0,2217.0,0.0,0
19110411483048516,18.0,508.0,5.0,1
19110411492061750,16.0,928.0,0.0,1
19110411493733804,9.0,155.0,0.0,1
19110411494519908,9.0,206.0,12.0,2
19110411500719600,20.0,710.0,0.0,1
19110411504457950,14.0,692.0,2.0,1
19110411564636364,14.0,330.0,0.0,1
19110411582081704,9.0,572.0,0.0,1
19110411593175652,15.0,1245.0,0.0,0
19110412004000950,22.0,735.0,1.0,1
19110412034064270,16.0,398.0,2.0,1
19110412142590850,10.0,788.0,2.0,1
19110412182824084,20.0,709.0,0.0,1
19110412201506450,19.0,702.0,0.0,1
19110412204730710,27.0,1000.0,0.0,0
19110412240473276,9.0,247.0,0.0,1
19110412244125664,14.0,276.0,0.0,1
19110412252066260,9.0,160.0,0.0,1
19110412254427212,9.0,183.0,0.0,1
19110412265967896,10.0,242.0,4.0,1
19110412274382990,9.0,188.0,0.0,1
19110412290894890,15.0,221.0,17.0,2
19110412295547544,10.0,571.0,1.0,1
19110412304589124,10.0,446.0,1.0,1
19110412304963270,15.0,340.0,6.0,1
19110412313241972,10.0,174.0,0.0,1
19110412322771896,10.0,273.0,6.0,1
19110412331008692,17.0,498.0,0.0,1
19110412331945980,10.0,402.0,1.0,1
19110412334797480,15.0,451.0,0.0,1
19110412340168604,9.0,854.0,2.0,1
19110412344409744,9.0,827.0,0.0,1
19110412360721696,33.0,980.0,7.0,0
19110412365038610,9.0,266.0,1.0,1
19110412375058230,9.0,720.0,0.0,1
19110412401354504,13.0,372.0,3.0,1
19110412435557624,21.0,408.0,7.0,1
19110412455027172,9.0,215.0,0.0,1
19110412513692980,9.0,2029.0,0.0,0
19110412513776630,13.0,402.0,3.0,1
19110412520122790,10.0,3341.0,3.0,0
19110412533442824,9.0,128.0,2.0,1
19110412540924350,15.0,350.0,7.0,1
19110412543991496,25.0,1538.0,0.0,0
19110412552052960,14.0,251.0,0.0,1
19110412554385004,9.0,356.0,5.0,1
19110412554832428,16.0,423.0,4.0,1
19110412555514476,32.0,1314.0,9.0,0
19110412560095676,14.0,527.0,0.0,1
19110412562217800,14.0,444.0,0.0,1
19110412562460716,23.0,1386.0,0.0,0
19110412580908308,20.0,1267.0,0.0,0
19110412582296788,9.0,504.0,0.0,1
19110413001557976,10.0,413.0,4.0,1
19110413003895596,29.0,869.0,0.0,0
19110413004075100,12.0,825.0,5.0,1
19110413012258720,14.0,874.0,0.0,1
19110413012323480,30.0,600.0,0.0,0
19110413014067624,21.0,959.0,0.0,0
19110413024457444,14.0,691.0,0.0,1
19110413030444910,9.0,616.0,10.0,1
19110413041445684,12.0,767.0,2.0,1
19110413051978020,15.0,538.0,6.0,1
19110413083066510,10.0,609.0,9.0,1
19110413085089116,9.0,397.0,9.0,1
19110413092027852,10.0,534.0,0.0,1
19110413092110228,9.0,505.0,0.0,1
19110413093980016,27.0,922.0,0.0,0
19110413095113424,10.0,413.0,8.0,1
19110413095298616,22.0,1676.0,0.0,0
19110413100212340,9.0,334.0,0.0,1
19110413113154108,10.0,381.0,6.0,1
19110413120332664,9.0,241.0,0.0,1
19110413121061316,14.0,742.0,11.0,2
19110413122103770,9.0,235.0,0.0,1
19110413132284532,14.0,371.0,7.0,1
19110413144144300,12.0,403.0,0.0,1
19110413151090892,9.0,354.0,2.0,1
19110413152012480,9.0,475.0,0.0,1
19110413154457084,9.0,447.0,0.0,1
19110413155606200,14.0,391.0,0.0,1
19110413160192264,9.0,353.0,1.0,1
19110413163042020,10.0,319.0,1.0,1
19110413172627436,23.0,605.0,0.0,1
19110413175019604,9.0,200.0,0.0,1
19110413175308772,16.0,821.0,13.0,2
19110413183660772,10.0,390.0,8.0,1
19110413193426690,20.0,485.0,14.0,2
19110413201691864,9.0,372.0,2.0,1
19110413203329300,23.0,1058.0,0.0,0
19110413211705236,22.0,954.0,0.0,0
19110413214618056,16.0,783.0,7.0,1
19110413214749720,14.0,569.0,0.0,1
19110413231157230,10.0,206.0,3.0,1
19110413264056030,9.0,191.0,0.0,1
19110413271514564,9.0,486.0,2.0,1
19110413314673616,13.0,209.0,1.0,1
19110413332821790,12.0,712.0,6.0,1
19110413333274876,9.0,249.0,6.0,1
19110413342253730,10.0,353.0,10.0,1
19110413353802750,9.0,567.0,2.0,1
19110413355825496,9.0,243.0,0.0,1
19110413363928904,10.0,273.0,5.0,1
19110413365721464,14.0,262.0,0.0,1
19110413370665984,13.0,241.0,1.0,1
19110413394240900,14.0,345.0,1.0,1
19110413401958724,10.0,233.0,0.0,1
19110413410142776,10.0,347.0,0.0,1
19110413412808250,17.0,588.0,3.0,1
19110413414064996,9.0,247.0,0.0,1
19110413433284876,9.0,395.0,0.0,1
19110413462499810,25.0,1102.0,0.0,0
19110413471890560,8.0,602.0,0.0,1
19110413480024864,21.0,1293.0,0.0,0
19110413481000230,14.0,571.0,5.0,1
19110413482293950,14.0,927.0,0.0,1
19110413483892164,9.0,146.0,3.0,1
19110413491279744,10.0,689.0,4.0,1
19110413491315092,19.0,1304.0,0.0,0
19110413491472788,16.0,917.0,0.0,1
19110413500470884,9.0,623.0,1.0,1
19110413504039170,10.0,355.0,1.0,1
19110413524396510,11.0,407.0,6.0,1
19110413524725676,10.0,370.0,24.0,2
19110413530141470,28.0,1432.0,4.0,0
19110413555951530,14.0,410.0,0.0,1
19110413570953340,15.0,639.0,2.0,1
19110413591200096,15.0,541.0,12.0,2
19110414001066090,16.0,448.0,8.0,1
19110414002185456,12.0,115.0,23.0,2
19110414002485316,14.0,589.0,16.0,2
19110414002770600,9.0,665.0,0.0,1
19110414014711868,14.0,1202.0,0.0,0
19110414015940420,10.0,477.0,0.0,1
19110414025422796,9.0,169.0,0.0,1
19110414033079680,10.0,251.0,1.0,1
19110414044345736,15.0,193.0,2.0,1
19110414054408896,14.0,1790.0,0.0,0
19110414090795240,9.0,210.0,0.0,1
19110414093679144,21.0,590.0,4.0,1
19110414100332630,10.0,204.0,0.0,1
19110414101388410,9.0,165.0,0.0,1
19110414105690330,9.0,176.0,0.0,1
19110414112963510,9.0,263.0,0.0,1
19110414114598550,15.0,324.0,5.0,1
19110414131115068,9.0,499.0,0.0,1
19110414135870320,11.0,575.0,0.0,1
19110414143146410,10.0,317.0,2.0,1
19110414155857824,10.0,254.0,0.0,1
19110414190234380,14.0,632.0,0.0,1
19110414195352480,9.0,409.0,5.0,1
19110414201718236,10.0,403.0,1.0,1
19110414203302388,11.0,551.0,0.0,1
19110414203612430,10.0,566.0,4.0,1
19110414204176176,10.0,302.0,11.0,2
19110414210517510,10.0,324.0,6.0,1
19110414211860690,10.0,418.0,5.0,1
19110414215559452,10.0,442.0,4.0,1
19110414222158456,4.0,211.0,1.0,1
19110414241405124,9.0,347.0,0.0,1
19110414265443380,9.0,215.0,1.0,1
19110414270149964,9.0,176.0,0.0,1
19110414274078370,20.0,906.0,0.0,0
19110414282432400,10.0,401.0,1.0,1
19110414313728856,10.0,559.0,10.0,1
19110414315508750,9.0,183.0,0.0,1
19110414352740330,14.0,480.0,0.0,1
19110414365238584,31.0,1920.0,4.0,0
19110414372199376,23.0,1115.0,4.0,0
19110414375450830,10.0,577.0,2.0,1
19110414430895280,10.0,588.0,0.0,1
19110414441247960,14.0,336.0,0.0,1
19110414473013640,16.0,769.0,5.0,1
19110414474783670,15.0,1187.0,0.0,0
19110414481845708,23.0,614.0,0.0,1
19110414482820570,20.0,1271.0,0.0,0
19110414482971616,11.0,760.0,0.0,1
19110414483930990,10.0,1388.0,3.0,0
19110414484663170,15.0,693.0,0.0,1
19110414484955690,10.0,1115.0,3.0,1
19110414494173276,19.0,1164.0,0.0,0
19110414495376812,9.0,358.0,10.0,1
19110414503047310,28.0,831.0,8.0,0
19110414512662948,26.0,829.0,0.0,0
19110414532540460,10.0,910.0,2.0,1
19110414545087840,10.0,364.0,11.0,2
19110414545731440,11.0,375.0,0.0,1
19110414554383400,10.0,289.0,0.0,1
19110415031967944,14.0,265.0,0.0,1
19110415084835640,9.0,501.0,0.0,1
19110415133081010,8.0,733.0,8.0,1
19110415134305130,9.0,200.0,0.0,1
19110415145119990,9.0,254.0,0.0,1
19110415292057390,14.0,587.0,8.0,1
19110415322522588,28.0,888.0,25.0,2
19110415471735228,21.0,971.0,4.0,0
19110416040464220,13.0,837.0,5.0,1
19110416071771972,14.0,385.0,0.0,1
19110416460674804,22.0,657.0,7.0,1
19110417103262732,9.0,233.0,9.0,1
19110417203305452,9.0,262.0,3.0,1
19110417211043052,9.0,490.0,0.0,1
19110417355344732,14.0,354.0,0.0,1
19110417540118584,9.0,287.0,0.0,1
19110418493743264,9.0,272.0,0.0,1
19110418545555600,15.0,749.0,5.0,1
19110419034571416,17.0,846.0,9.0,1
19110419061840600,34.0,496.0,11.0,2
19110419205561544,9.0,352.0,0.0,1
19110419225130264,30.0,418.0,0.0,1
19110419453823530,9.0,419.0,5.0,1
19110420122585756,18.0,460.0,0.0,1
19110420165068590,32.0,1810.0,9.0,0
19110420450979016,9.0,209.0,10.0,1
19110421023036348,9.0,665.0,7.0,1
19110421191860644,10.0,608.0,4.0,1
19110504305695216,9.0,216.0,0.0,1
19110507371915500,9.0,600.0,0.0,1
19110507574502570,13.0,642.0,4.0,1
19110508004421412,14.0,336.0,0.0,1
19110508122700876,9.0,267.0,0.0,1
19110508140045388,14.0,841.0,0.0,1
19110508140415320,12.0,835.0,14.0,2
19110508140552064,19.0,1203.0,0.0,0
19110508140619140,19.0,1920.0,0.0,0
19110508140717950,10.0,301.0,34.0,2
19110508140800876,14.0,1281.0,0.0,0
19110508140897530,20.0,1120.0,0.0,0
19110508140962810,15.0,1274.0,1.0,0
19110508141700064,10.0,1318.0,5.0,0
19110508142101516,14.0,1173.0,0.0,0
19110508152824844,14.0,1297.0,0.0,0
19110508154489856,12.0,1442.0,5.0,0
19110508173949270,10.0,502.0,2.0,1
19110508191841012,10.0,273.0,10.0,1
19110508195752616,17.0,341.0,6.0,1
19110508202551356,10.0,773.0,4.0,1
19110508205802388,25.0,839.0,3.0,0
19110508225802940,14.0,263.0,0.0,1
19110508255603770,20.0,650.0,0.0,1
19110508261025864,9.0,369.0,3.0,1
19110508281178560,30.0,931.0,9.0,0
19110508294956950,10.0,343.0,3.0,1
19110508314407204,9.0,273.0,0.0,1
19110508360612844,9.0,269.0,2.0,1
19110508365238372,10.0,1893.0,0.0,0
19110508511365316,9.0,244.0,4.0,1
19110508595475496,9.0,357.0,2.0,1
19110509025939220,20.0,906.0,5.0,0
19110509032118508,14.0,659.0,8.0,1
19110509032748640,16.0,198.0,1.0,1
19110509061911660,19.0,1433.0,2.0,0
19110509062364690,14.0,650.0,4.0,1
19110509064185800,10.0,391.0,1.0,1
19110509064375644,10.0,519.0,9.0,1
19110509080259784,14.0,904.0,8.0,1
19110509113398196,9.0,221.0,0.0,1
19110509120981684,10.0,326.0,1.0,1
19110509163443690,14.0,607.0,0.0,1
19110509173203896,21.0,307.0,1.0,1
19110509195220504,9.0,474.0,1.0,1
19110509195538880,10.0,391.0,3.0,1
19110509200054536,15.0,442.0,3.0,1
19110509200098100,10.0,195.0,13.0,2
19110509200421716,14.0,484.0,0.0,1
19110509200640910,13.0,532.0,0.0,1
19110509200751960,10.0,507.0,1.0,1
19110509201028816,9.0,581.0,0.0,1
19110509201050240,10.0,212.0,8.0,1
19110509201331430,9.0,353.0,5.0,1
19110509202022280,18.0,452.0,0.0,1
19110509202028380,9.0,521.0,0.0,1
19110509202477200,10.0,549.0,24.0,2
19110509202627220,10.0,456.0,2.0,1
19110509202869772,10.0,328.0,5.0,1
19110509203541676,10.0,335.0,1.0,1
19110509204619780,8.0,420.0,0.0,1
19110509205693790,24.0,5704.0,0.0,0
19110509223632656,9.0,411.0,0.0,1
19110509230736784,10.0,579.0,3.0,1
19110509290474110,16.0,739.0,0.0,1
19110509291611730,14.0,514.0,7.0,1
19110509342931976,21.0,459.0,1.0,1
19110509370482044,9.0,416.0,0.0,1
19110509443385270,9.0,905.0,0.0,1
19110509475161204,10.0,246.0,4.0,1
19110509475201920,13.0,774.0,6.0,1
19110509480193588,17.0,863.0,20.0,2
19110509481548212,19.0,1130.0,11.0,0
19110509483128870,18.0,654.0,8.0,1
19110509495340776,24.0,1067.0,3.0,0
19110509495861200,15.0,938.0,11.0,2
19110509502708610,10.0,897.0,13.0,2
19110509514104430,17.0,531.0,12.0,2
19110509525594900,31.0,1263.0,8.0,0
19110509533149350,12.0,968.0,3.0,1
19110509534869016,10.0,202.0,9.0,1
19110509540780344,9.0,236.0,0.0,1
19110509545419856,9.0,169.0,0.0,1
19110509591764892,15.0,1555.0,0.0,0
19110509594015190,9.0,285.0,5.0,1
19110510071979110,10.0,766.0,2.0,1
19110510093081520,9.0,246.0,0.0,1
19110510101801130,11.0,431.0,1.0,1
19110510102915580,10.0,427.0,4.0,1
19110510105749176,27.0,862.0,0.0,0
19110510135890948,14.0,442.0,0.0,1
19110510151126348,31.0,994.0,8.0,0
19110510154919904,10.0,426.0,15.0,2
19110510173821060,8.0,404.0,0.0,1
19110510192836660,9.0,484.0,0.0,1
19110510195174010,21.0,643.0,7.0,1
19110510214632730,10.0,549.0,2.0,1
19110510281686950,26.0,1949.0,5.0,0
19110510310358604,9.0,192.0,0.0,1
19110510341616844,10.0,2715.0,2.0,0
19110510405917950,10.0,213.0,12.0,2
19110510410944680,10.0,377.0,6.0,1
19110510411090510,9.0,260.0,19.0,2
19110510505081388,10.0,403.0,2.0,1
19110510513776330,10.0,639.0,0.0,1
19110510532400230,9.0,276.0,0.0,1
19110510544849904,15.0,528.0,1.0,1
19110510575954776,10.0,1176.0,1.0,1
19110510580171256,20.0,1590.0,0.0,0
19110510583370376,14.0,2303.0,0.0,0
19110511005353736,10.0,299.0,10.0,1
19110511014159372,9.0,492.0,0.0,1
19110511020506820,9.0,671.0,2.0,1
19110511055299296,9.0,275.0,1.0,1
19110511065509324,10.0,153.0,16.0,2
19110511081764564,9.0,361.0,0.0,1
19110511085317948,9.0,167.0,0.0,1
19110511111319788,13.0,715.0,0.0,1
19110511250105624,29.0,1678.0,32.0,2
19110511472054696,26.0,1009.0,4.0,0
19110511480038252,14.0,726.0,0.0,1
19110511505842732,9.0,249.0,3.0,1
19110511544033612,14.0,290.0,0.0,1
19110511545826360,10.0,327.0,1.0,1
19110512073375590,17.0,652.0,11.0,2
19110512080151776,14.0,972.0,3.0,1
19110512111138444,9.0,287.0,4.0,1
19110512111164070,11.0,387.0,13.0,2
19110512155721944,9.0,398.0,3.0,1
19110512211379736,12.0,248.0,1.0,1
19110512244217316,9.0,216.0,5.0,1
19110512261877184,30.0,4053.0,8.0,0
19110512302519824,19.0,427.0,1.0,1
19110512311104850,10.0,246.0,8.0,1
19110512314050930,10.0,203.0,3.0,1
19110512495316910,14.0,1252.0,2.0,0
19110512503194510,9.0,321.0,7.0,1
19110512514356230,15.0,1584.0,3.0,0
19110512541564356,18.0,446.0,0.0,1
19110512573596812,9.0,476.0,2.0,1
19110512581694628,14.0,405.0,0.0,1
19110512583640076,10.0,795.0,2.0,1
19110512583910270,10.0,865.0,3.0,1
19110512584863660,9.0,146.0,0.0,1
19110513020426130,9.0,245.0,3.0,1
19110513020739610,10.0,273.0,0.0,1
19110513021750292,9.0,210.0,2.0,1
19110513021979610,9.0,304.0,0.0,1
19110513023074704,20.0,309.0,0.0,1
19110513032121344,16.0,205.0,0.0,1
19110513033292052,9.0,262.0,0.0,1
19110513044213910,10.0,212.0,3.0,1
19110513051986264,9.0,172.0,0.0,1
19110513054757436,9.0,385.0,0.0,1
19110513072338456,9.0,432.0,0.0,1
19110513073438696,10.0,382.0,0.0,1
19110513074676724,10.0,875.0,1.0,1
19110513101906010,10.0,184.0,1.0,1
19110513102332470,11.0,307.0,7.0,1
19110513103566024,10.0,268.0,10.0,1
19110513134091444,9.0,279.0,10.0,1
19110513144818196,9.0,291.0,0.0,1
19110513163028164,10.0,290.0,5.0,1
19110513163046770,10.0,294.0,2.0,1
19110513174898344,10.0,539.0,1.0,1
19110513180256704,9.0,486.0,0.0,1
19110513212551988,8.0,294.0,0.0,1
19110513344785410,9.0,257.0,0.0,1
19110513355420108,22.0,985.0,11.0,0
19110513361147144,14.0,154.0,0.0,1
19110513364203344,11.0,534.0,0.0,1
19110513364565980,9.0,1973.0,3.0,0
19110513370730410,9.0,439.0,1.0,1
19110513370866570,14.0,644.0,0.0,1
19110513390786980,10.0,386.0,3.0,1
19110513410608776,20.0,1482.0,5.0,0
19110513424871504,12.0,611.0,0.0,1
19110513451480576,9.0,285.0,0.0,1
19110513465923676,10.0,294.0,11.0,2
19110513490283384,9.0,1077.0,0.0,1
19110513505314756,10.0,926.0,1.0,1
19110513513699524,9.0,778.0,0.0,1
19110513522705470,8.0,317.0,2.0,1
19110513581753164,10.0,307.0,8.0,1
19110514075529956,8.0,825.0,0.0,1
19110514112189176,10.0,548.0,9.0,1
19110514123533476,9.0,491.0,3.0,1
19110514123998264,9.0,261.0,0.0,1
19110514124557756,10.0,368.0,4.0,1
19110514124948440,16.0,568.0,12.0,2
19110514132309664,10.0,391.0,1.0,1
19110514134795788,9.0,953.0,0.0,1
19110514140567680,17.0,560.0,10.0,2
19110514155225372,9.0,427.0,0.0,1
19110514162845424,14.0,564.0,0.0,1
19110514162929076,10.0,376.0,6.0,1
19110514165467720,9.0,257.0,1.0,1
19110514172221076,10.0,194.0,4.0,1
19110514184733180,14.0,452.0,0.0,1
19110514195028984,31.0,1069.0,2.0,0
19110514195894988,17.0,946.0,14.0,2
19110514200995360,16.0,653.0,0.0,1
19110514214227428,19.0,521.0,0.0,1
19110514255154170,19.0,708.0,0.0,1
19110514263877310,10.0,281.0,1.0,1
19110514271319544,9.0,305.0,7.0,1
19110514273229092,10.0,287.0,3.0,1
19110514303872144,10.0,279.0,15.0,2
19110514343813976,21.0,604.0,3.0,1
19110514362417136,14.0,789.0,0.0,1
19110514405769030,19.0,849.0,0.0,1
19110514475742920,20.0,1266.0,0.0,0
19110515033742370,14.0,226.0,0.0,1
19110515092299070,9.0,231.0,0.0,1
19110515353028950,10.0,354.0,2.0,1
19110517270048436,9.0,241.0,1.0,1
19110518054393944,9.0,600.0,0.0,1
19110518125440300,22.0,1084.0,0.0,0
19110518253228570,14.0,3309.0,1.0,0
19110518513628476,22.0,1755.0,15.0,0
19110521130758160,14.0,1022.0,0.0,1
19110522212467268,14.0,406.0,0.0,1
19110609254911776,9.0,265.0,0.0,1
19110609595439456,10.0,303.0,8.0,1
19110610340592284,24.0,836.0,4.0,0
19110610343072260,11.0,181.0,2.0,1
19110611072966896,9.0,250.0,1.0,1
19110612173332536,23.0,510.0,4.0,1
19110612303572184,9.0,265.0,0.0,1
19110612304396364,20.0,692.0,0.0,1
19110613251476464,29.0,1312.0,4.0,0
