# Metadata:
# Import from fhttps://opengamedata.fielddaylab.wisc.edu/data/CRYSTAL/CRYSTAL_20191201_to_20191231_de09c18_proc.zip
# Import from fhttps://opengamedata.fielddaylab.wisc.edu/data/CRYSTAL/CRYSTAL_20200101_to_20200131_de09c18_proc.zip
# *arg* filter_args = {'query_list': ['sessionDurationInSecs < 2700', 'lvl0_durationInSecs > 0', '((lvl0_finalScore != lvl0_finalScore) | (lvl0_completesCount != lvl0_completesCount) | ~((lvl0_finalScore == 0) & (lvl0_completesCount > 0)))', '((lvl1_finalScore != lvl1_finalScore) | (lvl1_completesCount != lvl1_completesCount) | ~((lvl1_finalScore == 0) & (lvl1_completesCount > 0)))', '((lvl2_finalScore != lvl2_finalScore) | (lvl2_completesCount != lvl2_completesCount) | ~((lvl2_finalScore == 0) & (lvl2_completesCount > 0)))', '((lvl3_finalScore != lvl3_finalScore) | (lvl3_completesCount != lvl3_completesCount) | ~((lvl3_finalScore == 0) & (lvl3_completesCount > 0)))', '((lvl4_finalScore != lvl4_finalScore) | (lvl4_completesCount != lvl4_completesCount) | ~((lvl4_finalScore == 0) & (lvl4_completesCount > 0)))', '((lvl5_finalScore != lvl5_finalScore) | (lvl5_completesCount != lvl5_completesCount) | ~((lvl5_finalScore == 0) & (lvl5_completesCount > 0)))', '((lvl6_finalScore != lvl6_finalScore) | (lvl6_completesCount != lvl6_completesCount) | ~((lvl6_finalScore == 0) & (lvl6_completesCount > 0)))', '((lvl7_finalScore != lvl7_finalScore) | (lvl7_completesCount != lvl7_completesCount) | ~((lvl7_finalScore == 0) & (lvl7_completesCount > 0)))', '((lvl8_finalScore != lvl8_finalScore) | (lvl8_completesCount != lvl8_completesCount) | ~((lvl8_finalScore == 0) & (lvl8_completesCount > 0)))'], 'one_query': False, 'fillna': 0, 'verbose': False}
# Query: Intial Shape, output_shape: (9513, 114)
# Query: sessionDurationInSecs < 2700, output_shape: (9299, 114)
# Query: lvl0_durationInSecs > 0, output_shape: (6868, 114)
# Query: ((lvl0_finalScore != lvl0_finalScore) | (lvl0_completesCount != lvl0_completesCount) | ~((lvl0_finalScore == 0) & (lvl0_completesCount > 0))), output_shape: (6007, 114)
# Query: ((lvl1_finalScore != lvl1_finalScore) | (lvl1_completesCount != lvl1_completesCount) | ~((lvl1_finalScore == 0) & (lvl1_completesCount > 0))), output_shape: (5980, 114)
# Query: ((lvl2_finalScore != lvl2_finalScore) | (lvl2_completesCount != lvl2_completesCount) | ~((lvl2_finalScore == 0) & (lvl2_completesCount > 0))), output_shape: (5944, 114)
# Query: ((lvl3_finalScore != lvl3_finalScore) | (lvl3_completesCount != lvl3_completesCount) | ~((lvl3_finalScore == 0) & (lvl3_completesCount > 0))), output_shape: (5922, 114)
# Query: ((lvl4_finalScore != lvl4_finalScore) | (lvl4_completesCount != lvl4_completesCount) | ~((lvl4_finalScore == 0) & (lvl4_completesCount > 0))), output_shape: (5871, 114)
# Query: ((lvl5_finalScore != lvl5_finalScore) | (lvl5_completesCount != lvl5_completesCount) | ~((lvl5_finalScore == 0) & (lvl5_completesCount > 0))), output_shape: (5854, 114)
# Query: ((lvl6_finalScore != lvl6_finalScore) | (lvl6_completesCount != lvl6_completesCount) | ~((lvl6_finalScore == 0) & (lvl6_completesCount > 0))), output_shape: (5854, 114)
# Query: ((lvl7_finalScore != lvl7_finalScore) | (lvl7_completesCount != lvl7_completesCount) | ~((lvl7_finalScore == 0) & (lvl7_completesCount > 0))), output_shape: (5854, 114)
# Query: ((lvl8_finalScore != lvl8_finalScore) | (lvl8_completesCount != lvl8_completesCount) | ~((lvl8_finalScore == 0) & (lvl8_completesCount > 0))), output_shape: (5796, 114)
# Filled NaN with 0
# *arg* new_feat_args = {'verbose': False}
# *arg* lvlfeats = ['completesCount', 'finalScore']
# *arg* lvlrange = range(0, 9)
# *arg* finalfeats = ['sessionDurationInSecs', 'sum_lvl_0_to_8_completesCount', 'sum_lvl_0_to_8_finalScore']

sessionID,sessionDurationInSecs,sum_lvl_0_to_8_completesCount,sum_lvl_0_to_8_finalScore 
19110312471116440,242.0,6.0,78.0
19110312473505390,833.0,8.0,237.0
19110312480798296,154.0,5.0,74.0
19110312483000930,175.0,5.0,36.0
19110312484502652,6.0,0.0,0.0
19110312490516590,573.0,12.0,460.0
19110312514559148,84.0,1.0,36.0
19110312531683656,70.0,2.0,36.0
19110312544415588,102.0,2.0,66.0
19110312561583028,417.0,0.0,0.0
19110312563740300,378.0,3.0,3.0
19110312590189132,504.0,5.0,249.0
19110312593315576,225.0,2.0,66.0
19110312594793730,286.0,5.0,180.0
19110313004184200,106.0,1.0,36.0
19110313005664470,183.0,3.0,78.0
19110313015849664,616.0,7.0,140.0
19110313020079804,613.0,11.0,284.0
19110313030298104,70.0,1.0,36.0
19110313040354388,365.0,5.0,96.0
19110313042577480,32.0,1.0,36.0
19110313045162396,53.0,1.0,6.0
19110313050454708,212.0,3.0,56.0
19110313050879290,54.0,1.0,36.0
19110313051119164,51.0,1.0,22.0
19110313052501100,683.0,8.0,36.0
19110313052852570,367.0,4.0,180.0
19110313061898430,136.0,2.0,66.0
19110313064150450,96.0,1.0,36.0
19110313071840828,469.0,4.0,132.0
19110313085744210,85.0,1.0,36.0
19110313085879950,69.0,1.0,36.0
19110313090411660,47.0,0.0,0.0
19110313101056772,16.0,0.0,0.0
19110313101685590,69.0,1.0,36.0
19110313103050136,613.0,10.0,304.0
19110313104580724,739.0,8.0,168.0
19110313104619596,759.0,11.0,234.0
19110313111270036,194.0,1.0,36.0
19110313114523180,49.0,1.0,36.0
19110313115049972,208.0,3.0,2.0
19110313115177460,73.0,0.0,0.0
19110313115720050,146.0,2.0,36.0
19110313121331480,121.0,4.0,66.0
19110313121399120,107.0,1.0,36.0
19110313122011790,239.0,8.0,36.0
19110313143082024,498.0,6.0,180.0
19110313161011532,145.0,2.0,55.0
19110313171738880,97.0,2.0,56.0
19110313174228104,188.0,2.0,39.0
19110313175109148,84.0,1.0,36.0
19110313175811576,30.0,0.0,0.0
19110313182710056,149.0,4.0,132.0
19110313183197710,363.0,5.0,158.0
19110313185854136,96.0,2.0,66.0
19110313191121076,79.0,2.0,66.0
19110313191509620,30.0,1.0,1.0
19110313223420616,343.0,6.0,180.0
19110313233889300,296.0,6.0,53.0
19110313244270144,1082.0,9.0,662.0
19110313251358424,652.0,7.0,232.0
19110313292220228,162.0,2.0,12.0
19110313323067790,1977.0,12.0,758.0
19110313323358840,371.0,8.0,78.0
19110313343237670,122.0,3.0,96.0
19110313343551420,59.0,1.0,36.0
19110313363609864,1015.0,11.0,810.0
19110313373768230,464.0,6.0,180.0
19110313374717120,81.0,1.0,30.0
19110313390039292,548.0,7.0,358.0
19110313395798170,817.0,5.0,119.0
19110313401612390,234.0,2.0,66.0
19110313410689864,91.0,1.0,36.0
19110313412253268,386.0,3.0,84.0
19110313413578216,575.0,6.0,270.0
19110313425614390,833.0,6.0,122.0
19110313430672236,208.0,2.0,56.0
19110313433173910,81.0,1.0,36.0
19110313455027240,290.0,0.0,0.0
19110313462738520,402.0,8.0,122.0
19110313464328640,1084.0,12.0,273.0
19110313484524868,862.0,7.0,293.0
19110313493208748,884.0,5.0,200.0
19110313501112132,665.0,7.0,121.0
19110313505089424,315.0,4.0,180.0
19110313505448156,304.0,2.0,66.0
19110313505903370,669.0,5.0,144.0
19110313510418864,567.0,4.0,83.0
19110313512168456,896.0,10.0,234.0
19110313512935460,95.0,1.0,36.0
19110313515005704,166.0,2.0,10.0
19110313515658828,795.0,9.0,358.0
19110313521215870,59.0,2.0,55.0
19110313523296770,609.0,6.0,211.0
19110313525541984,101.0,2.0,55.0
19110313534218630,241.0,2.0,54.0
19110313535786810,390.0,4.0,132.0
19110313564312630,392.0,4.0,125.0
19110313575468400,785.0,5.0,195.0
19110313580274824,19.0,1.0,4.0
19110313581818788,120.0,2.0,66.0
19110313592949604,397.0,4.0,104.0
19110314044377760,161.0,0.0,0.0
19110314053805290,59.0,1.0,36.0
19110314060353420,545.0,5.0,96.0
19110314072211070,230.0,4.0,180.0
19110314073544040,64.0,2.0,12.0
19110314082970948,511.0,5.0,132.0
19110314085929944,219.0,2.0,66.0
19110314094692356,405.0,5.0,120.0
19110314105779284,407.0,5.0,84.0
19110314111501748,379.0,4.0,132.0
19110314123936380,355.0,4.0,96.0
19110314124249584,250.0,4.0,180.0
19110314130386270,245.0,2.0,66.0
19110314142345560,240.0,0.0,0.0
19110314150613520,157.0,3.0,74.0
19110314152727810,151.0,2.0,66.0
19110314153406628,169.0,4.0,66.0
19110314155851650,211.0,3.0,8.0
19110314173714812,489.0,6.0,308.0
19110314185092440,51.0,1.0,36.0
19110314193801540,114.0,3.0,66.0
19110314194095180,90.0,2.0,66.0
19110314210362556,275.0,6.0,284.0
19110314213545270,25.0,1.0,36.0
19110314234206704,185.0,4.0,180.0
19110314244617212,13.0,0.0,0.0
19110314245093692,268.0,3.0,48.0
19110314252043890,1939.0,10.0,798.0
19110314273367176,741.0,8.0,298.0
19110314282235028,147.0,5.0,96.0
19110314292918320,129.0,2.0,66.0
19110314305699776,258.0,4.0,180.0
19110314343642040,282.0,4.0,140.0
19110314411112824,47.0,4.0,2.0
19110314411123644,415.0,7.0,175.0
19110314444655788,501.0,4.0,126.0
19110314445212944,102.0,2.0,55.0
19110314474499436,1471.0,7.0,66.0
19110314480149784,361.0,5.0,120.0
19110314491009524,485.0,4.0,132.0
19110314493106788,432.0,3.0,74.0
19110314504482308,833.0,8.0,121.0
19110314504615092,955.0,13.0,462.0
19110314521305140,87.0,2.0,66.0
19110314533556524,871.0,7.0,180.0
19110314534805924,859.0,7.0,194.0
19110314535625708,970.0,8.0,221.0
19110314553825936,132.0,3.0,96.0
19110314575616910,46.0,0.0,0.0
19110314583138104,767.0,8.0,533.0
19110314583384516,407.0,2.0,72.0
19110314595190624,576.0,8.0,132.0
19110315001194284,33.0,1.0,36.0
19110315004171700,843.0,11.0,305.0
19110315004888904,97.0,1.0,36.0
19110315005210680,524.0,11.0,132.0
19110315013570308,87.0,0.0,0.0
19110315030828228,434.0,6.0,240.0
19110315054195310,1039.0,6.0,304.0
19110315064988240,987.0,14.0,480.0
19110315122816290,252.0,4.0,74.0
19110315140217052,162.0,4.0,96.0
19110315143650610,504.0,7.0,156.0
19110315152074868,505.0,5.0,96.0
19110315161788280,777.0,8.0,128.0
19110315170053388,1095.0,5.0,111.0
19110315182487320,77.0,1.0,36.0
19110315215715324,340.0,7.0,180.0
19110315222816956,154.0,3.0,36.0
19110315232952896,680.0,11.0,503.0
19110315241593364,1078.0,9.0,132.0
19110315284976508,385.0,5.0,366.0
19110315302923520,106.0,3.0,96.0
19110315304969520,116.0,3.0,84.0
19110315360070852,2443.0,8.0,120.0
19110315362827630,177.0,1.0,36.0
19110315472124572,201.0,3.0,96.0
19110315481451244,1412.0,19.0,534.0
19110315563904220,78.0,1.0,6.0
19110316012681160,934.0,11.0,1062.0
19110316042689360,593.0,7.0,120.0
19110316101610268,146.0,5.0,36.0
19110316112138430,1438.0,9.0,497.0
19110316122866716,441.0,4.0,180.0
19110316125004892,59.0,2.0,36.0
19110316153479530,1083.0,17.0,318.0
19110316155517956,328.0,4.0,180.0
19110316204677776,1768.0,11.0,638.0
19110316262564604,855.0,10.0,164.0
19110316294636612,1023.0,10.0,620.0
19110316331669264,406.0,5.0,253.0
19110316344281190,47.0,1.0,2.0
19110316351744836,2310.0,18.0,689.0
19110316424887144,1720.0,10.0,371.0
19110316440649010,612.0,8.0,329.0
19110316531380124,306.0,5.0,155.0
19110316532439652,85.0,0.0,0.0
19110317005706270,97.0,1.0,36.0
19110317033003172,679.0,10.0,74.0
19110317033890604,140.0,3.0,55.0
19110317040645228,531.0,9.0,280.0
19110317044267050,79.0,1.0,12.0
19110317111112310,69.0,2.0,66.0
19110317125881164,70.0,1.0,36.0
19110317205641696,213.0,7.0,288.0
19110317323821810,239.0,6.0,132.0
19110317344427904,124.0,3.0,44.0
19110317360954250,133.0,1.0,36.0
19110317472792310,364.0,6.0,76.0
19110317565875960,73.0,0.0,0.0
19110317571541140,441.0,2.0,52.0
19110318131729680,58.0,1.0,33.0
19110318211398490,220.0,5.0,56.0
19110318285918096,197.0,6.0,78.0
19110318352167324,78.0,1.0,36.0
19110318413684450,54.0,2.0,40.0
19110318442212656,480.0,10.0,156.0
19110318450423120,865.0,12.0,251.0
19110318535136476,115.0,1.0,36.0
19110318561931880,241.0,4.0,76.0
19110319083769790,174.0,3.0,74.0
19110319132307090,298.0,8.0,48.0
19110319164334132,1305.0,0.0,0.0
19110319174310280,363.0,5.0,84.0
19110319303760996,461.0,6.0,120.0
19110319390225216,822.0,7.0,319.0
19110319423307348,54.0,1.0,4.0
19110319465065616,188.0,0.0,0.0
19110319542500948,1482.0,12.0,799.0
19110319594720330,308.0,4.0,74.0
19110320001290136,350.0,4.0,74.0
19110320010555350,102.0,2.0,3.0
19110320275345350,201.0,0.0,0.0
19110320331915924,311.0,7.0,169.0
19110320355800710,66.0,1.0,20.0
19110320381787356,1229.0,12.0,239.0
19110320401415984,38.0,1.0,1.0
19110320473780784,267.0,0.0,0.0
19110321041881796,374.0,10.0,139.0
19110321091560600,1170.0,11.0,523.0
19110321204248710,177.0,0.0,0.0
19110321351815530,1194.0,10.0,713.0
19110321520590892,59.0,1.0,36.0
19110322555349972,530.0,7.0,56.0
19110406450206600,1080.0,10.0,835.0
19110407241916364,146.0,3.0,66.0
19110407301632360,332.0,4.0,146.0
19110407304852440,331.0,3.0,66.0
19110407434975680,73.0,1.0,36.0
19110407463583776,311.0,8.0,400.0
19110407594851490,1022.0,7.0,381.0
19110408034300580,551.0,0.0,0.0
19110408045935984,239.0,5.0,284.0
19110408254425430,351.0,8.0,180.0
19110408280264084,891.0,12.0,303.0
19110408281522100,627.0,7.0,355.0
19110408283885816,218.0,3.0,66.0
19110408285183810,177.0,2.0,66.0
19110408294302360,95.0,2.0,40.0
19110408294478230,593.0,7.0,326.0
19110408295778532,279.0,4.0,152.0
19110408300706350,143.0,5.0,66.0
19110408302246612,80.0,2.0,36.0
19110408305862040,94.0,1.0,36.0
19110408314119336,791.0,13.0,253.0
19110408375782184,67.0,2.0,2.0
19110408380639160,81.0,1.0,36.0
19110408393696910,193.0,4.0,48.0
19110408411499664,28.0,0.0,0.0
19110408413374830,49.0,1.0,2.0
19110408415808356,1199.0,7.0,457.0
19110408441714108,266.0,6.0,284.0
19110408462195652,79.0,3.0,12.0
19110408483373436,204.0,4.0,84.0
19110408490419436,617.0,0.0,0.0
19110408515555170,40.0,1.0,26.0
19110408525543412,357.0,5.0,96.0
19110408542413216,250.0,0.0,0.0
19110408562152110,1055.0,8.0,334.0
19110408574105812,285.0,3.0,56.0
19110408580073230,79.0,1.0,36.0
19110408593367440,295.0,4.0,108.0
19110409010598010,181.0,3.0,66.0
19110409014012970,101.0,5.0,74.0
19110409024227290,319.0,8.0,323.0
19110409044975130,251.0,5.0,66.0
19110409073042656,48.0,0.0,0.0
19110409091061696,423.0,7.0,132.0
19110409100945364,325.0,6.0,66.0
19110409104165660,173.0,4.0,66.0
19110409122277956,723.0,8.0,293.0
19110409125377920,964.0,8.0,307.0
19110409134998110,695.0,8.0,390.0
19110409143251840,964.0,8.0,428.0
19110409160748436,46.0,2.0,4.0
19110409165539236,898.0,7.0,505.0
19110409170959796,378.0,4.0,156.0
19110409174751460,622.0,9.0,270.0
19110409175551904,690.0,12.0,647.0
19110409181165370,507.0,3.0,52.0
19110409182074976,1528.0,7.0,366.0
19110409184092348,595.0,7.0,302.0
19110409184486844,1579.0,8.0,641.0
19110409184862372,465.0,4.0,102.0
19110409195296692,301.0,7.0,312.0
19110409195988452,1335.0,8.0,622.0
19110409202808330,412.0,5.0,96.0
19110409204494820,114.0,3.0,12.0
19110409220039612,561.0,1.0,36.0
19110409220139260,955.0,6.0,36.0
19110409220663892,420.0,4.0,132.0
19110409234785304,539.0,6.0,176.0
19110409250210544,109.0,1.0,12.0
19110409252991664,615.0,7.0,148.0
19110409261224936,1145.0,0.0,0.0
19110409264928190,54.0,2.0,66.0
19110409265123524,217.0,4.0,132.0
19110409270270250,129.0,4.0,66.0
19110409275143336,17.0,1.0,12.0
19110409300802196,217.0,5.0,284.0
19110409322729890,22.0,1.0,36.0
19110409351410936,731.0,8.0,96.0
19110409353521732,808.0,3.0,92.0
19110409361481228,249.0,3.0,84.0
19110409362706464,208.0,3.0,96.0
19110409370396710,681.0,8.0,104.0
19110409374710950,239.0,4.0,55.0
19110409381622204,1078.0,0.0,0.0
19110409382116136,83.0,0.0,0.0
19110409383006770,181.0,0.0,0.0
19110409390942576,566.0,4.0,132.0
19110409403281950,123.0,1.0,36.0
19110409404165612,845.0,0.0,0.0
19110409424408336,570.0,6.0,168.0
19110409430608180,370.0,3.0,96.0
19110409443140580,285.0,6.0,121.0
19110409450890640,290.0,7.0,106.0
19110409452602136,706.0,7.0,152.0
19110409453597824,313.0,4.0,170.0
19110409493129180,841.0,7.0,121.0
19110409522156196,294.0,4.0,96.0
19110409530027804,325.0,6.0,126.0
19110409541839424,342.0,6.0,74.0
19110409553233124,974.0,5.0,276.0
19110409590821416,660.0,6.0,75.0
19110410000262530,1075.0,13.0,329.0
19110410024545740,85.0,0.0,0.0
19110410055216136,117.0,1.0,36.0
19110410071906864,1050.0,11.0,562.0
19110410083202510,199.0,2.0,55.0
19110410090869856,114.0,2.0,4.0
19110410102767576,369.0,3.0,56.0
19110410113151336,183.0,2.0,17.0
19110410134111480,418.0,4.0,96.0
19110410135801590,1388.0,13.0,81.0
19110410153440704,500.0,5.0,74.0
19110410154988828,819.0,7.0,74.0
19110410164495380,203.0,3.0,8.0
19110410213464224,728.0,8.0,533.0
19110410220568092,141.0,1.0,36.0
19110410222475330,21.0,0.0,0.0
19110410233609850,305.0,3.0,72.0
19110410240212876,227.0,3.0,72.0
19110410241095350,314.0,4.0,132.0
19110410253022470,27.0,1.0,8.0
19110410265541196,467.0,3.0,45.0
19110410274410836,561.0,5.0,170.0
19110410295645024,54.0,1.0,36.0
19110410310064690,513.0,0.0,0.0
19110410314678384,58.0,1.0,36.0
19110410340245600,227.0,4.0,180.0
19110410341928330,296.0,4.0,156.0
19110410345818960,473.0,5.0,260.0
19110410355121376,729.0,10.0,670.0
19110410355193908,296.0,5.0,193.0
19110410370205684,1269.0,9.0,461.0
19110410375149172,454.0,6.0,212.0
19110410392550350,301.0,6.0,143.0
19110410393278016,387.0,7.0,78.0
19110410395542068,244.0,4.0,66.0
19110410412614184,23.0,2.0,1.0
19110410420316470,99.0,3.0,8.0
19110410432817468,120.0,2.0,53.0
19110410433582376,145.0,7.0,2.0
19110410440897064,468.0,6.0,346.0
19110410450751020,99.0,2.0,66.0
19110410455693510,95.0,2.0,66.0
19110410461945564,80.0,2.0,66.0
19110410473159820,318.0,7.0,136.0
19110410493106796,212.0,8.0,12.0
19110410514159904,172.0,4.0,66.0
19110410520673590,51.0,2.0,1.0
19110410533841864,311.0,0.0,0.0
19110410543442976,46.0,1.0,4.0
19110410553748052,185.0,3.0,76.0
19110411003854100,91.0,2.0,36.0
19110411010958280,59.0,1.0,36.0
19110411025257690,45.0,1.0,26.0
19110411025932160,1489.0,10.0,132.0
19110411043589644,979.0,6.0,344.0
19110411051745764,112.0,2.0,36.0
19110411061435480,524.0,6.0,285.0
19110411065598890,1751.0,7.0,436.0
19110411071742390,899.0,6.0,55.0
19110411101570864,478.0,9.0,349.0
19110411124167184,559.0,9.0,948.0
19110411150516356,210.0,3.0,36.0
19110411164036696,200.0,5.0,56.0
19110411165857380,71.0,0.0,0.0
19110411170141136,63.0,3.0,4.0
19110411174320252,695.0,11.0,121.0
19110411175281990,630.0,39.0,404.0
19110411185377404,139.0,2.0,96.0
19110411193566520,286.0,4.0,96.0
19110411195962400,457.0,4.0,132.0
19110411200071668,491.0,4.0,164.0
19110411202672710,126.0,6.0,358.0
19110411203530484,1293.0,19.0,362.0
19110411225484668,499.0,5.0,216.0
19110411230789456,557.0,6.0,149.0
19110411230882656,919.0,16.0,137.0
19110411241219744,157.0,0.0,0.0
19110411243900160,841.0,4.0,132.0
19110411275212576,122.0,1.0,3.0
19110411291745584,644.0,6.0,96.0
19110411295559360,141.0,2.0,2.0
19110411300311492,41.0,2.0,4.0
19110411302302132,431.0,2.0,12.0
19110411304313416,573.0,3.0,66.0
19110411304771730,607.0,8.0,151.0
19110411305090110,316.0,6.0,171.0
19110411311543910,383.0,7.0,96.0
19110411312464870,36.0,0.0,0.0
19110411313955640,582.0,7.0,60.0
19110411321010424,234.0,3.0,96.0
19110411322949996,60.0,1.0,1.0
19110411325563140,742.0,11.0,249.0
19110411330839640,251.0,0.0,0.0
19110411335321828,120.0,3.0,66.0
19110411342264450,202.0,2.0,20.0
19110411343040736,267.0,4.0,84.0
19110411345758736,200.0,3.0,74.0
19110411350215250,401.0,4.0,66.0
19110411355726064,365.0,7.0,154.0
19110411364520980,353.0,4.0,70.0
19110411364794100,361.0,3.0,66.0
19110411373773268,405.0,2.0,66.0
19110411374848556,62.0,0.0,0.0
19110411381294116,67.0,1.0,36.0
19110411383188868,197.0,4.0,96.0
19110411385939544,195.0,3.0,8.0
19110411390842560,155.0,2.0,66.0
19110411391045732,150.0,2.0,66.0
19110411403926760,77.0,1.0,36.0
19110411414018416,121.0,0.0,0.0
19110411423548110,314.0,4.0,132.0
19110411454140630,94.0,2.0,66.0
19110411472194620,417.0,7.0,180.0
19110411480321240,99.0,2.0,36.0
19110411492800400,106.0,3.0,66.0
19110411502680624,180.0,2.0,66.0
19110411503134360,86.0,2.0,36.0
19110411514070188,174.0,4.0,96.0
19110411572124480,518.0,10.0,112.0
19110411581752972,148.0,2.0,2.0
19110411582351444,823.0,7.0,403.0
19110411592813090,182.0,5.0,74.0
19110412020227650,223.0,4.0,164.0
19110412024274252,624.0,6.0,132.0
19110412073950620,141.0,4.0,96.0
19110412114190910,421.0,3.0,150.0
19110412120560980,497.0,6.0,48.0
19110412133618584,446.0,4.0,180.0
19110412141981824,240.0,4.0,164.0
19110412150641024,390.0,2.0,66.0
19110412174283344,460.0,3.0,74.0
19110412175497264,513.0,2.0,66.0
19110412192960490,146.0,3.0,96.0
19110412203485360,159.0,5.0,74.0
19110412220394750,538.0,9.0,299.0
19110412234941024,939.0,5.0,273.0
19110412245613200,28.0,1.0,36.0
19110412252100948,572.0,6.0,186.0
19110412275628590,359.0,4.0,180.0
19110412280329970,608.0,8.0,226.0
19110412280373384,869.0,8.0,519.0
19110412282657236,869.0,7.0,226.0
19110412284451784,497.0,13.0,280.0
19110412304411920,379.0,5.0,128.0
19110412310257640,115.0,4.0,96.0
19110412312911770,1807.0,5.0,180.0
19110412315524730,324.0,3.0,84.0
19110412325616240,1344.0,15.0,136.0
19110412325760136,1505.0,10.0,330.0
19110412333453708,48.0,0.0,0.0
19110412333521590,496.0,3.0,96.0
19110412341984988,241.0,4.0,96.0
19110412342551920,1609.0,7.0,288.0
19110412342808036,986.0,8.0,319.0
19110412350736180,1637.0,6.0,344.0
19110412352709916,554.0,5.0,192.0
19110412353335350,471.0,5.0,141.0
19110412354281600,412.0,6.0,84.0
19110412361647636,491.0,6.0,132.0
19110412371413024,1238.0,7.0,180.0
19110412375538304,70.0,1.0,36.0
19110412380505600,201.0,2.0,36.0
19110412383609572,204.0,3.0,74.0
19110412393165650,273.0,2.0,36.0
19110412394565870,1247.0,12.0,223.0
19110412394926290,1137.0,14.0,242.0
19110412400394860,194.0,3.0,96.0
19110412403782772,342.0,6.0,286.0
19110412410461180,376.0,5.0,202.0
19110412410569684,89.0,3.0,1.0
19110412421874692,490.0,7.0,352.0
19110412424723956,527.0,5.0,252.0
19110412431469800,357.0,5.0,180.0
19110412452407580,114.0,0.0,0.0
19110412452796090,1006.0,9.0,286.0
19110412453007160,348.0,5.0,66.0
19110412455572156,253.0,4.0,66.0
19110412461896124,61.0,2.0,56.0
19110412470176856,89.0,0.0,0.0
19110412475945530,917.0,9.0,289.0
19110412481946476,746.0,5.0,252.0
19110412483289316,869.0,7.0,196.0
19110412533476750,688.0,6.0,175.0
19110412533679550,65.0,1.0,36.0
19110412534145532,47.0,1.0,36.0
19110412534560284,118.0,1.0,36.0
19110412551839744,582.0,9.0,66.0
19110412560470680,806.0,8.0,344.0
19110412561091120,443.0,5.0,96.0
19110412563051580,467.0,6.0,180.0
19110412590507776,328.0,3.0,66.0
19110412592489510,264.0,6.0,188.0
19110412592729670,316.0,3.0,66.0
19110413003592924,208.0,3.0,42.0
19110413004208468,226.0,0.0,0.0
19110413005498572,252.0,3.0,70.0
19110413015277830,128.0,3.0,66.0
19110413030425956,131.0,2.0,66.0
19110413031254700,90.0,1.0,36.0
19110413055017816,95.0,2.0,12.0
19110413060710868,2226.0,25.0,306.0
19110413072615760,934.0,5.0,184.0
19110413073174016,396.0,10.0,48.0
19110413084294610,202.0,4.0,160.0
19110413084509420,138.0,3.0,96.0
19110413085623090,362.0,7.0,110.0
19110413085708196,326.0,8.0,132.0
19110413091253336,139.0,3.0,44.0
19110413091277000,129.0,1.0,36.0
19110413092678390,393.0,6.0,114.0
19110413104047892,1250.0,11.0,250.0
19110413105293572,541.0,5.0,169.0
19110413111638012,95.0,3.0,66.0
19110413113718630,38.0,0.0,0.0
19110413132862124,887.0,13.0,305.0
19110413145163180,1664.0,13.0,448.0
19110413153524260,451.0,5.0,121.0
19110413170226390,378.0,5.0,96.0
19110413173647280,849.0,8.0,352.0
19110413204364452,109.0,0.0,0.0
19110413214496010,774.0,6.0,132.0
19110413221618716,574.0,14.0,266.0
19110413224976064,162.0,3.0,72.0
19110413260173430,329.0,3.0,96.0
19110413271750536,55.0,3.0,12.0
19110413274003696,303.0,2.0,55.0
19110413313474060,94.0,2.0,66.0
19110413313755864,96.0,2.0,66.0
19110413322205188,33.0,1.0,2.0
19110413340254350,286.0,3.0,56.0
19110413341770590,178.0,4.0,6.0
19110413344711790,120.0,3.0,4.0
19110413355449380,418.0,2.0,66.0
19110413370120624,322.0,6.0,36.0
19110413371860224,98.0,1.0,36.0
19110413392223296,98.0,2.0,6.0
19110413400041344,157.0,2.0,66.0
19110413402997480,726.0,9.0,699.0
19110413415416180,974.0,5.0,70.0
19110413442437164,115.0,3.0,36.0
19110413445735470,195.0,5.0,70.0
19110413455052892,824.0,11.0,240.0
19110413463202440,195.0,4.0,180.0
19110413474944730,997.0,5.0,140.0
19110413500212910,1789.0,8.0,353.0
19110413514051620,441.0,4.0,132.0
19110413514183588,89.0,1.0,36.0
19110413514308230,258.0,6.0,132.0
19110413523295990,89.0,1.0,36.0
19110413534258160,481.0,8.0,257.0
19110413540262810,158.0,1.0,36.0
19110413544118324,153.0,2.0,60.0
19110413553503944,557.0,11.0,46.0
19110413553620120,416.0,7.0,84.0
19110413562222540,644.0,12.0,252.0
19110413562750430,315.0,3.0,74.0
19110413572062780,388.0,5.0,156.0
19110413580095588,203.0,3.0,132.0
19110413581063030,1334.0,7.0,170.0
19110413581145788,897.0,4.0,56.0
19110413583287860,66.0,1.0,36.0
19110413584428896,330.0,5.0,180.0
19110413585332692,295.0,6.0,148.0
19110413590193536,1365.0,11.0,554.0
19110413591100824,1189.0,6.0,249.0
19110413591274010,273.0,10.0,66.0
19110413592592104,1183.0,6.0,132.0
19110413595193930,659.0,5.0,516.0
19110413595476148,258.0,2.0,56.0
19110414002469256,288.0,4.0,180.0
19110414003982390,766.0,10.0,272.0
19110414020583450,474.0,4.0,6.0
19110414021042544,691.0,19.0,179.0
19110414030357600,483.0,5.0,121.0
19110414035430384,940.0,4.0,132.0
19110414040575720,882.0,4.0,84.0
19110414041524780,747.0,10.0,264.0
19110414053810984,379.0,6.0,252.0
