# Metadata:
# Import from fhttps://opengamedata.fielddaylab.wisc.edu/data/WAVES/WAVES_20191201_to_20191231_de09c18_proc.zip
# Import from fhttps://opengamedata.fielddaylab.wisc.edu/data/WAVES/WAVES_20200101_to_20200131_de09c18_proc.zip
# *arg* filter_args = {'query_list': ['QA3_questionCorrect==QA3_questionCorrect'], 'one_query': False, 'fillna': 0, 'verbose': False}
# Query: Intial Shape, output_shape: (18284, 1073)
# Query: QA3_questionCorrect==QA3_questionCorrect, output_shape: (1348, 1073)
# Filled NaN with 0
# *arg* new_feat_args = {'verbose': False}
# *arg* lvlfeats = ['amplitudeGoodMoveCount', 'closenessSlope', 'offsetGoodMoveCount', 'succeedCount', 'wavelengthGoodMoveCount']
# *arg* lvlrange = range(0, 17)
# *arg* finalfeats = ['sum_lvl_0_to_16_amplitudeGoodMoveCount', 'sum_lvl_0_to_16_closenessSlope', 'sum_lvl_0_to_16_offsetGoodMoveCount', 'sum_lvl_0_to_16_succeedCount', 'sum_lvl_0_to_16_wavelengthGoodMoveCount']
# Original Num Rows: 1348
# *arg* zthresh = 3
# Removed points with abs(ZScore) >= 3. Reduced num rows: 1254

sessionID,sum_lvl_0_to_16_amplitudeGoodMoveCount,sum_lvl_0_to_16_closenessSlope,sum_lvl_0_to_16_offsetGoodMoveCount,sum_lvl_0_to_16_succeedCount,sum_lvl_0_to_16_wavelengthGoodMoveCount
19110409381937450,16.0,-1309.1218545265006,13.0,32.0,11.0
19110409404499330,28.0,-490.97661324614705,25.0,41.0,21.0
19110409532895144,49.0,-315.0473362272598,114.0,31.0,28.0
19110409583252856,139.0,-1220.4898594324497,34.0,68.0,49.0
19110409594976988,37.0,-404.9057901208836,32.0,26.0,36.0
19110410033748936,17.0,-309.2203117829716,32.0,42.0,24.0
19110410064222320,13.0,-158.03384292379081,25.0,35.0,17.0
19110410425595350,19.0,-249.02863838045536,20.0,40.0,19.0
19110410491453610,39.0,-314.6866087522326,29.0,55.0,34.0
19110410494214376,12.0,-1387.9306869504694,16.0,34.0,12.0
19110410540117450,14.0,-1061.7182240014897,13.0,32.0,16.0
19110410540454660,22.0,-475.02507398572135,20.0,25.0,16.0
19110410543892824,14.0,-436.8416128120868,26.0,62.0,19.0
19110410543926510,76.0,-426.2722851539657,28.0,119.0,32.0
19110410581502216,17.0,-458.59826487809994,17.0,44.0,21.0
19110411063871600,41.0,-1048.9805956726238,32.0,53.0,38.0
19110411074197370,13.0,-597.5978721013846,20.0,35.0,17.0
19110411194787044,17.0,-553.2822335093006,17.0,45.0,13.0
19110411212746696,12.0,-550.121143449479,26.0,33.0,23.0
19110411483048516,19.0,-463.8128934207757,15.0,52.0,26.0
19110411492061750,26.0,-495.1024242635036,37.0,43.0,22.0
19110411500719600,10.0,-536.9078477257837,18.0,57.0,13.0
19110411504457950,17.0,-760.968449189045,22.0,45.0,20.0
19110412004000950,22.0,-492.93074869020444,92.0,28.0,17.0
19110412034064270,17.0,-852.9103219463974,20.0,44.0,16.0
19110412182824084,23.0,-500.1028049280207,58.0,34.0,20.0
19110412201506450,13.0,-752.0750106523067,17.0,45.0,12.0
19110412204730710,17.0,-1263.6147066625301,22.0,41.0,11.0
19110412331008692,16.0,-513.1354704084205,23.0,37.0,18.0
19110412360721696,12.0,-1217.4127378705161,16.0,51.0,11.0
19110412435557624,21.0,-1302.0644866945693,69.0,42.0,41.0
19110412543991496,11.0,-442.87291920449445,12.0,31.0,15.0
19110412551076084,67.0,-118.67855231352598,43.0,30.0,78.0
19110412555514476,19.0,-616.3626748723902,20.0,56.0,22.0
19110412562460716,14.0,-331.9514819513664,12.0,38.0,10.0
19110412580908308,24.0,-288.77083712318563,23.0,34.0,20.0
19110413003895596,24.0,-590.3095649463253,31.0,28.0,19.0
19110413014067624,34.0,-224.91542611922773,50.0,57.0,31.0
19110413093980016,14.0,-1432.9233778076195,17.0,34.0,8.0
19110413095298616,48.0,-474.8352662526331,54.0,85.0,88.0
19110413172627436,12.0,-1174.4294190859266,20.0,29.0,12.0
19110413175308772,23.0,-1031.1352762036279,35.0,45.0,37.0
19110413203329300,16.0,-690.3249723125737,16.0,35.0,7.0
19110413211705236,26.0,-433.40060993571336,31.0,33.0,24.0
19110413214618056,51.0,-285.91056711891775,42.0,73.0,43.0
19110413412808250,14.0,-715.1501458151877,20.0,42.0,12.0
19110413462499810,24.0,-540.2599214960281,30.0,39.0,20.0
19110413480024864,47.0,-519.4399241464399,49.0,29.0,40.0
19110413491472788,34.0,-862.0609664906053,64.0,22.0,26.0
19110413530141470,31.0,-910.7055232163987,22.0,26.0,21.0
19110414093679144,45.0,-1095.1554690166188,28.0,30.0,34.0
19110414274078370,17.0,-423.51407474070436,27.0,48.0,19.0
19110414365238584,65.0,-284.2613678110293,50.0,35.0,37.0
19110414372199376,19.0,-593.715173684485,18.0,58.0,21.0
19110414473013640,28.0,-540.035695857584,25.0,50.0,34.0
19110414481845708,14.0,-366.42807692925834,14.0,36.0,10.0
19110414482820570,31.0,-216.09829053070095,64.0,33.0,33.0
19110414484663170,27.0,-445.84094061219605,23.0,38.0,28.0
19110414494173276,20.0,-545.5714400347437,32.0,28.0,28.0
19110414503047310,18.0,-567.8987500345162,25.0,79.0,22.0
19110414512662948,42.0,-589.0858460261866,104.0,28.0,64.0
19110415322522588,29.0,-396.6355581604888,37.0,61.0,32.0
19110415471735228,29.0,-478.3936849728129,33.0,44.0,27.0
19110416460674804,23.0,-732.455690101173,24.0,56.0,25.0
19110419034571416,22.0,-845.2197728574648,26.0,39.0,26.0
19110419061840600,17.0,-1080.2267272286663,22.0,36.0,13.0
19110419225130264,10.0,-601.2951622588748,14.0,26.0,9.0
19110420122585756,18.0,-494.84979130471913,25.0,43.0,15.0
19110420165068590,18.0,-706.2257527303627,15.0,35.0,15.0
19110508140552064,31.0,-818.1730006838657,28.0,40.0,14.0
19110508140897530,54.0,-1445.0670691096893,158.0,25.0,49.0
19110508195752616,20.0,-823.9222411022591,17.0,35.0,13.0
19110508205802388,21.0,-267.0007275219324,19.0,51.0,10.0
19110508255603770,28.0,-199.56752706670738,21.0,50.0,20.0
19110508281178560,19.0,-610.2336417337326,31.0,31.0,30.0
19110509025939220,21.0,-168.39753504357347,18.0,81.0,100.0
19110509061911660,26.0,-984.5804990313703,33.0,42.0,35.0
19110509173203896,13.0,-771.1782354593305,19.0,22.0,11.0
19110509202022280,17.0,-915.8936071761012,23.0,35.0,12.0
19110509205693790,16.0,-496.54535213726916,18.0,31.0,12.0
19110509290474110,79.0,-318.3278697957717,84.0,26.0,83.0
19110509342931976,16.0,-593.9272557305887,20.0,56.0,13.0
19110509480193588,43.0,-539.0412009743562,58.0,98.0,48.0
19110509481548212,32.0,-377.5359334760712,35.0,49.0,27.0
19110509495340776,19.0,-442.92077722993224,22.0,36.0,21.0
19110509514104430,42.0,-525.2814379221077,160.0,96.0,37.0
19110509525594900,16.0,-1277.9261180708158,49.0,50.0,34.0
19110510102978530,38.0,-992.6926797140762,29.0,33.0,37.0
19110510105749176,19.0,-492.7447763042725,23.0,26.0,22.0
19110510151126348,15.0,-563.4342058360653,30.0,42.0,18.0
19110510195174010,23.0,-707.4307330525404,31.0,43.0,22.0
19110510281686950,22.0,-609.8103593109638,25.0,40.0,21.0
19110510580171256,21.0,-1281.1497359694415,33.0,49.0,18.0
19110511472054696,14.0,-304.0030466383276,16.0,30.0,15.0
19110512073375590,34.0,-663.3080580761243,26.0,90.0,27.0
19110512261877184,20.0,-474.6542133224307,19.0,32.0,16.0
19110512302519824,12.0,-467.961908011083,27.0,27.0,48.0
19110512541564356,11.0,-624.1146864131127,16.0,35.0,9.0
19110513023074704,85.0,-377.1945005473459,41.0,23.0,14.0
19110513355420108,23.0,-550.4518845441701,31.0,81.0,23.0
19110513410608776,19.0,-412.02323258285446,24.0,37.0,24.0
19110514140567680,32.0,-861.2606028470148,33.0,53.0,29.0
19110514195028984,23.0,-160.00937652842558,33.0,39.0,37.0
19110514195894988,29.0,-412.41498292858955,30.0,34.0,17.0
19110514200995360,15.0,-306.70902168648826,57.0,32.0,17.0
19110514214227428,19.0,-932.6066335889442,17.0,52.0,18.0
19110514255154170,17.0,-817.6810378122184,31.0,32.0,22.0
19110514343813976,16.0,-452.3358996810366,19.0,32.0,10.0
19110514405769030,22.0,-353.8793032276309,25.0,33.0,15.0
19110514475742920,39.0,-581.3717883157365,27.0,37.0,27.0
19110518125440300,16.0,-217.37071251929484,31.0,41.0,30.0
19110518513628476,32.0,-291.29081037649325,35.0,52.0,38.0
19110610340592284,19.0,-455.4069530394907,22.0,50.0,13.0
19110612304396364,16.0,-671.2426780631415,22.0,34.0,11.0
19110613251476464,22.0,-896.3323491653836,24.0,42.0,20.0
19110613465988996,40.0,-470.18721863774493,37.0,71.0,55.0
19110613570143344,20.0,-551.5415163562376,20.0,41.0,17.0
19110613573717080,21.0,-503.0268628212851,23.0,38.0,16.0
19110614034186016,16.0,-502.98508019849567,20.0,37.0,18.0
19110615103011564,18.0,-368.57343790655295,72.0,61.0,46.0
19110615290489970,22.0,-981.9693790720395,22.0,34.0,16.0
19110618465534110,24.0,-159.89567581337107,65.0,27.0,21.0
19110619395233412,32.0,-667.518836332377,38.0,49.0,39.0
19110619573447040,20.0,-518.2864056648178,21.0,48.0,15.0
20000012065146000,9.0,-880.9987403901071,12.0,33.0,9.0
20000016035347068,59.0,-376.8833965763667,51.0,81.0,70.0
20000017474477532,35.0,-419.286976929068,18.0,34.0,11.0
20000107554184644,53.0,-353.4882670442829,59.0,73.0,66.0
20000107564422260,11.0,-676.855414399596,13.0,33.0,8.0
20000107573000760,17.0,-465.42511426281897,26.0,56.0,11.0
20000108042255480,51.0,-724.5914504845838,77.0,108.0,63.0
20000108063023140,23.0,-172.1850130487454,97.0,47.0,35.0
20000108080563190,63.0,-455.00819788820246,86.0,25.0,43.0
20000108124829270,25.0,-532.290794481033,28.0,31.0,22.0
20000108132934748,33.0,-333.2360073806498,49.0,72.0,36.0
20000108133824950,23.0,-665.9030491794409,48.0,30.0,33.0
20000108151427204,14.0,-526.0641504546625,31.0,48.0,18.0
20000108154774250,16.0,-430.6739688252915,15.0,36.0,10.0
20000108155302760,40.0,-486.6782979263983,42.0,26.0,101.0
20000108165586084,24.0,-78.10781041012575,30.0,52.0,26.0
20000108174966890,20.0,-553.7015950862833,25.0,34.0,20.0
20000108180520376,67.0,-467.86988323280144,56.0,20.0,123.0
20000108230742736,52.0,-415.2600292567253,56.0,34.0,42.0
20000108250846110,56.0,-389.3174613887484,86.0,34.0,40.0
20000108435838090,15.0,-400.4318341951229,27.0,26.0,19.0
20000108495650144,12.0,-798.9978571465308,15.0,62.0,16.0
20000108554296110,26.0,-143.46070734583557,34.0,101.0,23.0
20000108554937744,15.0,-1050.79122329901,21.0,25.0,10.0
20000108561156880,42.0,-462.41956222871517,48.0,75.0,31.0
20000109032910228,16.0,-765.7159835644026,23.0,32.0,13.0
20000109053579350,19.0,-580.4000479292862,27.0,55.0,22.0
20000109054424664,20.0,-611.1456293055388,29.0,43.0,20.0
20000109185667670,19.0,-149.34345645248965,27.0,68.0,15.0
20000109210209650,22.0,-1531.02914152597,28.0,44.0,17.0
20000109250792880,15.0,-517.0727855870715,17.0,33.0,16.0
20000109260834744,38.0,-700.99844766617,43.0,83.0,45.0
20000109282636510,16.0,-498.5217769956037,31.0,79.0,69.0
20000109380159630,19.0,-417.50140253891755,36.0,48.0,31.0
20000109380932480,31.0,-602.3005409443801,79.0,51.0,58.0
20000109405885776,20.0,-580.5262866025209,17.0,28.0,19.0
20000109410516104,27.0,-403.982223778508,38.0,120.0,52.0
20000109412863640,37.0,-307.4360956680088,37.0,54.0,39.0
20000109414333910,19.0,-369.6300572992854,18.0,31.0,11.0
20000109424122120,11.0,-468.0161793099608,18.0,34.0,12.0
20000109453962630,23.0,-834.9990383030083,26.0,63.0,20.0
20000109454003796,20.0,-596.7236345835674,40.0,90.0,33.0
20000109472205064,16.0,-811.8310006165425,15.0,25.0,12.0
20000109481259230,79.0,-299.69055401198096,54.0,39.0,21.0
20000109515281948,38.0,-279.20975956752085,36.0,50.0,39.0
20000110005585016,22.0,-447.4166160408501,33.0,93.0,28.0
20000110012238300,21.0,-622.038902123453,24.0,27.0,13.0
20000110015637290,19.0,-190.64715953839567,24.0,52.0,14.0
20000110021475812,30.0,-277.538307181716,26.0,23.0,27.0
20000110021632136,11.0,-618.9004349550532,16.0,35.0,10.0
20000110025687280,16.0,-1258.6008294561648,17.0,32.0,10.0
20000110032627090,13.0,-465.3050079674136,15.0,34.0,11.0
20000110092537108,20.0,-101.26978052341914,25.0,43.0,20.0
20000110231237370,14.0,-1023.5388520957451,17.0,31.0,14.0
20000110391898010,24.0,-1007.7533729762368,18.0,17.0,10.0
20000110411176332,28.0,-741.607370528994,31.0,33.0,31.0
20000110435985324,18.0,-640.7160782249276,18.0,52.0,15.0
20000110463329056,27.0,-406.47746536757626,24.0,45.0,19.0
20000110471239532,13.0,-764.3004473228713,22.0,40.0,9.0
20000110492321064,15.0,-521.448657155526,16.0,39.0,15.0
20000111034052036,20.0,-533.63178660625,29.0,33.0,17.0
20000111171943970,47.0,-280.4945733208518,22.0,23.0,24.0
20000111271892360,24.0,-791.1124427960775,36.0,47.0,25.0
20000111480716370,43.0,-521.5348293294334,28.0,44.0,22.0
20000111480791220,32.0,-705.1546407551043,33.0,38.0,22.0
20000111513150540,123.0,-224.37430119360613,27.0,39.0,32.0
20000111531517280,144.0,-500.8775573518963,66.0,36.0,34.0
20000111551766536,87.0,-518.5674030734455,79.0,64.0,77.0
20000111572309544,18.0,-310.6755595524727,22.0,32.0,82.0
20000112055064000,19.0,-821.996542706909,15.0,30.0,9.0
20000112193037290,29.0,-602.0058583036182,47.0,47.0,30.0
20000112274710520,26.0,-534.0778679069017,17.0,67.0,12.0
20000112294698280,26.0,-758.2516464629498,31.0,44.0,15.0
20000112324643416,14.0,-588.535202599992,22.0,50.0,11.0
20000113213009668,48.0,-205.02943439193416,55.0,33.0,38.0
20000113273845736,17.0,-607.0465828701384,28.0,38.0,16.0
20000113281735784,16.0,-293.27431826104333,22.0,61.0,26.0
20000113290153868,25.0,-600.6440091466843,27.0,115.0,36.0
20000113305070784,26.0,-477.9522323836573,20.0,60.0,23.0
20000113312118276,29.0,-325.46211352885865,38.0,27.0,22.0
20000113325739910,35.0,-143.40681270811487,30.0,84.0,44.0
20000113350440650,33.0,-459.1129190683415,38.0,65.0,34.0
20000113492615976,22.0,-798.6060975482557,27.0,40.0,15.0
20000113505289570,13.0,-1037.2053770378038,15.0,27.0,7.0
20000113522132852,14.0,-649.6087792657408,16.0,35.0,13.0
20000113542881292,36.0,-521.3878484928564,39.0,101.0,36.0
20000113544613790,28.0,-508.95185794252995,37.0,37.0,24.0
20000114094599332,33.0,-386.42773880740845,38.0,37.0,30.0
20000114152559296,10.0,-879.7318741845704,11.0,27.0,6.0
20000114171595584,31.0,-170.06111656106205,29.0,37.0,16.0
20000114173691664,23.0,-573.7404266775544,27.0,45.0,19.0
20000114174182770,28.0,-605.5688020757991,20.0,26.0,18.0
20000114184326784,16.0,-940.2647015834355,26.0,40.0,15.0
20000114292454620,44.0,-703.6499281169116,85.0,33.0,57.0
20000114302982216,10.0,-478.04826805938995,16.0,35.0,10.0
20000114303344110,23.0,-729.790955013963,34.0,41.0,27.0
20000114352808064,24.0,-521.468580097906,22.0,36.0,24.0
20000115025424468,25.0,-557.6222628435577,22.0,72.0,26.0
20000115061310972,43.0,-465.21445876432983,107.0,80.0,56.0
20000115221187600,14.0,-521.0241325586433,21.0,60.0,22.0
20000115241748704,85.0,-484.7075815161375,28.0,18.0,40.0
20000115270447696,83.0,-502.1227327071534,22.0,31.0,63.0
20000115272479064,24.0,-590.1820718953068,30.0,25.0,20.0
20000116315356970,11.0,-807.1838965636251,15.0,36.0,4.0
20000117061471570,20.0,-371.11460277803354,51.0,31.0,18.0
20000117160999650,14.0,-872.9150451962615,18.0,29.0,10.0
20000118362435564,26.0,-913.1135585757418,33.0,52.0,33.0
20000118393001844,16.0,-1104.8361269565357,15.0,25.0,13.0
20000119392691350,12.0,-411.56434393241403,11.0,39.0,5.0
20000119564199680,19.0,-795.1346793002654,31.0,38.0,11.0
20000120050397500,13.0,-737.8518435636538,12.0,47.0,12.0
20000120082570868,12.0,-846.3968889416847,14.0,18.0,10.0
20000206523810910,11.0,-431.78443125194957,33.0,30.0,19.0
20000208033535310,22.0,-197.28605349263015,29.0,58.0,26.0
20000208274969036,13.0,-289.5689628820432,20.0,37.0,15.0
20000208275906480,21.0,-575.919000021244,21.0,54.0,20.0
20000208350253280,14.0,-504.3719980845343,17.0,28.0,56.0
20000208405792052,38.0,-922.0803568987442,20.0,30.0,30.0
20000208424268644,14.0,-342.1727984926573,20.0,41.0,16.0
20000208465963940,18.0,-245.71217600134676,26.0,34.0,14.0
20000208595920096,21.0,-744.0700294033358,22.0,57.0,31.0
20000209000447212,38.0,-200.73116734561506,32.0,25.0,28.0
20000209014518280,25.0,-891.5917771624038,27.0,40.0,20.0
20000209035671876,20.0,-870.3883946084935,41.0,57.0,29.0
20000209041957320,15.0,-1005.3720370039645,19.0,29.0,9.0
20000209050967668,26.0,-286.38884109823414,20.0,28.0,24.0
20000209063623750,18.0,-322.36198800800906,24.0,41.0,11.0
20000209070883292,19.0,-250.75734339312464,18.0,26.0,12.0
20000209092888096,16.0,-803.4116318040195,23.0,42.0,23.0
20000209112352770,14.0,-472.4864304958174,19.0,37.0,13.0
20000209124135910,13.0,-339.92116573879457,20.0,23.0,11.0
20000209142303596,14.0,-580.3027684031457,17.0,25.0,12.0
20000209270464348,75.0,-500.5222307555159,47.0,26.0,70.0
20000209273668680,23.0,-670.1533153077085,60.0,30.0,20.0
20000209280609056,87.0,-641.5857597794758,21.0,40.0,38.0
20000209300584136,43.0,-718.3212361031173,27.0,39.0,15.0
20000209304190400,15.0,-349.9223034003851,14.0,43.0,10.0
20000209333802116,24.0,-236.82112852797394,25.0,31.0,36.0
20000209352618696,14.0,-308.36659855471845,22.0,35.0,7.0
20000209353051584,10.0,-248.46850441272582,14.0,67.0,16.0
20000209482093228,11.0,-988.1051691777388,17.0,29.0,8.0
20000209584881930,16.0,-520.2283425150858,32.0,30.0,16.0
20000209585476252,13.0,-319.22054785461467,18.0,39.0,12.0
20000209590913744,12.0,-828.4268252149518,15.0,34.0,11.0
20000210052297720,20.0,-434.8282532561474,17.0,42.0,9.0
20000210082873416,32.0,-739.356328534233,37.0,91.0,32.0
20000210160448948,23.0,-886.7816286528098,26.0,53.0,23.0
20000210163417720,16.0,-378.1869233666349,17.0,28.0,15.0
20000210184127530,28.0,-285.4855859162986,21.0,33.0,65.0
20000210233183184,18.0,-436.1546919181793,19.0,41.0,17.0
20000210233942840,15.0,-527.8353120694766,17.0,31.0,13.0
20000210361562950,16.0,-610.3869139835507,16.0,33.0,11.0
20000210393185060,65.0,-512.2743317909861,40.0,36.0,42.0
20000210401094460,25.0,-330.29389889057506,35.0,23.0,21.0
20000210405995370,44.0,-658.8201332967268,84.0,106.0,48.0
20000210411659216,22.0,-114.88440515906204,22.0,36.0,27.0
20000210414781080,54.0,-260.77140996717014,32.0,40.0,73.0
20000210415230172,19.0,-782.451522424034,20.0,57.0,23.0
20000210415946680,15.0,-300.8840840744921,26.0,25.0,13.0
20000210422489804,13.0,-702.2386207732665,21.0,30.0,19.0
20000210425341640,23.0,-1054.1280252893441,31.0,45.0,33.0
20000210444074756,24.0,-630.110080035557,35.0,37.0,25.0
20000210445762360,29.0,-746.0782511658209,30.0,48.0,26.0
20000211115038960,25.0,-376.4302073850781,39.0,85.0,62.0
20000211115882410,30.0,-114.61943983397049,44.0,55.0,38.0
20000211295778710,19.0,-814.4754704999119,22.0,45.0,15.0
20000211320264790,21.0,-254.53181163661418,27.0,37.0,17.0
20000211325044550,30.0,-421.77019647509985,19.0,38.0,13.0
20000211325266830,13.0,-517.5487236923614,19.0,35.0,16.0
20000211460504564,14.0,-602.8233716776352,23.0,52.0,24.0
20000211465036150,24.0,-150.45642273671425,34.0,59.0,35.0
20000211473487144,13.0,-915.5531412405361,24.0,24.0,12.0
20000211474749436,13.0,-526.1442543242234,21.0,41.0,18.0
20000211494352064,29.0,-324.1012849463225,26.0,47.0,48.0
20000211503364144,14.0,-1005.2004856474199,17.0,25.0,12.0
20000211542539004,29.0,-959.3003734923055,30.0,50.0,27.0
20000211543579756,24.0,-191.62132701351146,32.0,62.0,33.0
20000211551950110,10.0,-756.074615992837,18.0,41.0,14.0
20000211593608188,26.0,-597.0007810538757,27.0,37.0,25.0
20000212031676144,24.0,-613.7173318856101,48.0,103.0,34.0
20000212032909868,20.0,-516.6856521877421,28.0,49.0,23.0
20000212045908520,36.0,-426.87298122463176,28.0,38.0,32.0
20000212063145344,17.0,-987.3319313591337,16.0,46.0,11.0
20000212063999292,21.0,-497.1075428709114,23.0,35.0,24.0
20000212100088030,10.0,-1094.1570897703239,16.0,28.0,13.0
20000212170699020,33.0,-296.1510882864881,39.0,46.0,32.0
20000212284230508,28.0,-801.5433801103969,35.0,75.0,90.0
20000212293246250,18.0,-233.22170782998026,18.0,32.0,13.0
20000212294781384,17.0,-695.1111165620407,17.0,43.0,13.0
20000212303898910,16.0,-760.09150986809,19.0,37.0,13.0
20000212313010110,13.0,-711.1453091216666,13.0,31.0,8.0
20000212351744150,95.0,-614.5879271568155,21.0,86.0,20.0
20000212392170104,29.0,-289.1164050752556,49.0,111.0,41.0
20000212393718068,56.0,-251.65291655998007,24.0,39.0,23.0
20000212394664588,18.0,-380.73792330161615,21.0,35.0,18.0
20000212395949756,17.0,-598.5598545090654,22.0,34.0,21.0
20000212525933424,9.0,-891.2394334827762,16.0,37.0,10.0
20000213022838136,19.0,-544.6593279678461,15.0,42.0,17.0
20000213024361536,12.0,-452.35050168386334,28.0,47.0,17.0
20000213151989176,14.0,-308.9150511891194,20.0,42.0,10.0
20000213180897816,16.0,-624.5951342283894,22.0,26.0,12.0
20000213191655760,26.0,-389.0241312271981,27.0,60.0,25.0
20000213192880350,22.0,-454.76811789500096,25.0,35.0,20.0
20000213202140430,19.0,-1069.6073282881034,32.0,29.0,17.0
20000213295606144,16.0,-805.2045844946153,13.0,39.0,11.0
20000213301737120,17.0,-505.41541206202265,28.0,64.0,43.0
20000213302462284,15.0,-579.5416733815805,17.0,41.0,13.0
20000213311348910,15.0,-847.9886845852033,18.0,53.0,11.0
20000213450334000,14.0,-235.43098259572764,17.0,41.0,24.0
20000213461486450,62.0,-435.49532996300707,44.0,81.0,28.0
20000213463683424,30.0,-597.8506453246673,35.0,55.0,40.0
20000213505452056,22.0,-498.28722197650916,49.0,84.0,41.0
20000213534515416,24.0,-604.5721777927685,29.0,53.0,34.0
20000213581679284,15.0,-402.50969069550945,27.0,45.0,12.0
20000214003322800,19.0,-354.0635410853033,15.0,39.0,16.0
20000214020055252,27.0,-938.8039926864425,28.0,54.0,30.0
20000214072859990,18.0,-183.92353442712738,25.0,59.0,25.0
20000214105027916,27.0,-778.2204450310655,28.0,53.0,37.0
20000214115067720,42.0,-295.1685312555006,28.0,26.0,26.0
20000214160698770,26.0,-599.7138788875274,30.0,36.0,32.0
20000214160905224,35.0,-271.3321602742304,29.0,76.0,27.0
20000214161877016,14.0,-707.4168298154699,15.0,27.0,11.0
20000214162183504,76.0,-910.226799862885,43.0,55.0,34.0
20000214162414040,13.0,-372.72329472297406,16.0,26.0,12.0
20000214162798430,41.0,-814.1566727930865,127.0,41.0,58.0
20000214163234850,34.0,-1105.0043556995638,58.0,87.0,74.0
20000214165302884,24.0,-431.27721880752875,29.0,44.0,20.0
20000214172252284,124.0,-460.5723769007995,17.0,30.0,9.0
20000214174318250,23.0,-1427.4483644002632,24.0,36.0,13.0
20000214175680140,25.0,-519.2331542245698,28.0,43.0,21.0
20000214180062720,25.0,-973.551589544668,48.0,45.0,19.0
20000214202074470,15.0,-821.2174307129989,16.0,32.0,16.0
20000214202592772,11.0,-949.6913689865801,26.0,59.0,11.0
20000214205000930,15.0,-569.5229604499353,19.0,44.0,15.0
20000214234349864,16.0,-835.8147604626374,46.0,35.0,18.0
20000214273438264,15.0,-425.9425909499934,26.0,88.0,17.0
20000214273899610,24.0,-374.0154300960327,26.0,59.0,16.0
20000214274206020,15.0,-1119.2914175960086,18.0,39.0,14.0
20000214274616736,17.0,-398.2996552759051,18.0,29.0,20.0
20000214351137244,84.0,-390.5789284940903,66.0,47.0,51.0
20000214373308540,20.0,-290.5850646668211,45.0,23.0,51.0
20000214375680290,19.0,-369.43260808766337,26.0,53.0,21.0
20000214385838664,25.0,-632.8605214587112,21.0,32.0,24.0
20000214393365584,20.0,-364.94300153673976,28.0,27.0,24.0
20000214413735012,26.0,-319.5293161359726,31.0,23.0,34.0
20000214440909412,12.0,-781.1415352504774,25.0,33.0,11.0
20000214460370124,15.0,-281.6721406084458,20.0,36.0,22.0
20000215173972510,27.0,-929.7780904340739,26.0,39.0,15.0
20000215180037436,33.0,-404.3367788480855,22.0,38.0,20.0
20000216114185344,14.0,-722.0809795736777,17.0,41.0,9.0
20000216373440176,14.0,-706.592333967083,19.0,57.0,8.0
20000216441517480,18.0,-939.310260123016,20.0,68.0,12.0
20000217134359068,15.0,-1059.1682725518735,14.0,45.0,7.0
20000217572439830,31.0,-373.90990998242273,45.0,43.0,52.0
20000219492284200,16.0,-554.1066521045343,31.0,60.0,22.0
20000219590214690,31.0,-449.41278786924113,43.0,55.0,29.0
20000220153583296,11.0,-419.9915379166249,21.0,39.0,11.0
20000220215396576,21.0,-485.4445371998642,16.0,34.0,16.0
20000220300240260,15.0,-396.3454210951386,29.0,64.0,18.0
20000308173279892,12.0,-699.3155765072494,16.0,28.0,9.0
20000308373693200,65.0,-146.90244900083536,36.0,72.0,30.0
20000308402072490,13.0,-613.9229515852182,15.0,28.0,8.0
20000309053111890,17.0,-459.2272755423563,23.0,40.0,14.0
20000309133152868,37.0,-1025.8567786660526,26.0,24.0,15.0
20000309134635360,17.0,-614.7836057746491,16.0,29.0,14.0
20000309142384004,13.0,-650.3859366369913,14.0,39.0,12.0
20000309145991440,10.0,-618.5220365948485,17.0,25.0,8.0
20000309161590996,31.0,-298.93176487291674,33.0,60.0,19.0
20000309161741564,15.0,-475.3048272224305,19.0,28.0,11.0
20000309165833116,16.0,-234.97079213011142,20.0,48.0,12.0
20000309170229990,14.0,-462.67614695514203,20.0,32.0,10.0
20000309182381960,11.0,-634.7647047816248,18.0,29.0,8.0
20000309210000776,15.0,-1033.8592772165443,15.0,26.0,6.0
20000309380869064,21.0,-685.9227880084161,71.0,28.0,30.0
20000309402331236,14.0,-321.2531136216383,21.0,43.0,10.0
20000309523879740,28.0,-988.4841622770607,29.0,57.0,29.0
20000309524378388,23.0,-1116.222006805214,29.0,32.0,19.0
20000309524487880,27.0,-1258.7087328993002,26.0,48.0,20.0
20000309525463470,16.0,-412.12879620994624,24.0,53.0,22.0
20000309525860776,20.0,-607.2885570324152,30.0,53.0,19.0
20000309525972856,15.0,-599.246058794933,15.0,25.0,12.0
20000309530620816,33.0,-1068.5322485883937,21.0,44.0,17.0
20000309532847772,27.0,-131.88462227361714,37.0,34.0,28.0
20000309534733204,20.0,-365.0587277313782,35.0,60.0,21.0
20000309575884430,24.0,-808.6663375630209,29.0,31.0,21.0
20000310014132396,25.0,-542.7623265070382,33.0,113.0,33.0
20000310024361216,21.0,-957.2082024530825,28.0,55.0,21.0
20000310102605320,15.0,-559.2449935113095,17.0,36.0,7.0
20000310155262430,16.0,-866.6909260807305,14.0,42.0,12.0
20000310163136570,20.0,-470.8366909316489,29.0,89.0,25.0
20000310190809384,66.0,-472.65076141907576,81.0,40.0,43.0
