# Metadata:
# Import from fhttps://opengamedata.fielddaylab.wisc.edu/data/WAVES/WAVES_20191201_to_20191231_de09c18_proc.zip
# Import from fhttps://opengamedata.fielddaylab.wisc.edu/data/WAVES/WAVES_20200101_to_20200131_de09c18_proc.zip
# *arg* filter_args = {'query_list': ['QA3_questionCorrect==QA3_questionCorrect'], 'one_query': False, 'fillna': 0, 'verbose': False}
# Query: Intial Shape, output_shape: (18284, 1073)
# Query: QA3_questionCorrect==QA3_questionCorrect, output_shape: (1348, 1073)
# Filled NaN with 0
# *arg* new_feat_args = {'verbose': False}
# *arg* lvlfeats = ['rangeSlope', 'sliderAvgRange', 'totalArrowMoves', 'totalResets', 'totalSliderMoves']
# *arg* lvlrange = range(0, 17)
# *arg* finalfeats = ['sum_lvl_0_to_16_rangeSlope', 'sum_lvl_0_to_16_sliderAvgRange', 'sum_lvl_0_to_16_totalArrowMoves', 'sum_lvl_0_to_16_totalResets', 'sum_lvl_0_to_16_totalSliderMoves']
# Original Num Rows: 1348
# *arg* zthresh = 3
# Removed points with abs(ZScore) >= 3. Reduced num rows: 1241
# Scaled with scikitlearn RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
#              with_scaling=True)
# Normalized with scikitlearn Normalizer(copy=True, norm='l2')
# PCA df calculated with scikitlearn PCA(copy=True, iterated_power='auto', n_components=2, random_state=None,
#     svd_solver='auto', tol=0.0, whiten=False)
# Cluster on PCA dims
# Labels calculated via clusterer: KMeans(algorithm='auto', copy_x=True, init='k-means++', max_iter=300,
#        n_clusters=2, n_init=10, n_jobs=None, precompute_distances='auto',
#        random_state=None, tol=0.0001, verbose=0)
# Labels calculated via clusterer: KMeans(algorithm='auto', copy_x=True, init='k-means++', max_iter=300,
#        n_clusters=3, n_init=10, n_jobs=None, precompute_distances='auto',
#        random_state=None, tol=0.0001, verbose=0)
# Labels calculated via clusterer: KMeans(algorithm='auto', copy_x=True, init='k-means++', max_iter=300,
#        n_clusters=4, n_init=10, n_jobs=None, precompute_distances='auto',
#        random_state=None, tol=0.0001, verbose=0)
# Labels calculated via clusterer: KMeans(algorithm='auto', copy_x=True, init='k-means++', max_iter=300,
#        n_clusters=5, n_init=10, n_jobs=None, precompute_distances='auto',
#        random_state=None, tol=0.0001, verbose=0)

sessionID,sum_lvl_0_to_16_rangeSlope,sum_lvl_0_to_16_sliderAvgRange,sum_lvl_0_to_16_totalArrowMoves,sum_lvl_0_to_16_totalResets,sum_lvl_0_to_16_totalSliderMoves,label
19110213170567490,-15.004579158544841,384.3255759446233,1.0,1.0,127.0,3
19110213170956520,-43.589876565280846,560.1889410410512,5.0,0.0,289.0,0
19110213174711350,-17.74159006534507,467.39331086019564,5.0,5.0,161.0,2
19110213180689790,-8.14021132056172,503.49738678515786,5.0,5.0,155.0,2
19110213183332036,-15.802232456919517,519.4486698521841,59.0,11.0,117.0,2
19110213183610876,-3.7186622376930547,493.33696167864525,2.0,0.0,92.0,3
19110213184038496,-43.48555768178575,455.90287438882507,0.0,6.0,109.0,0
19110213185875740,-4.433785705354291,374.7275053971293,0.0,0.0,63.0,1
19110213192785984,-10.158912070996227,502.30731561405696,0.0,0.0,170.0,2
19110213194362790,-3.2493951855517547,292.53940612555823,4.0,2.0,138.0,3
19110213205083350,-17.663884336065358,396.1309237604878,4.0,1.0,115.0,3
19110213215943144,-15.254664986456298,412.34031325363867,11.0,0.0,96.0,1
19110213262652030,-13.402932178950676,450.77222257845716,0.0,1.0,54.0,1
19110213270042292,-5.412481802519997,475.3408316998263,0.0,0.0,59.0,3
19110213313530596,-30.40262402952166,528.161620682371,0.0,0.0,53.0,4
19110213331710970,-74.76089636646311,435.7086979739876,0.0,0.0,82.0,4
19110213345771900,-4.236948250225841,369.4446975128992,0.0,5.0,116.0,2
19110213353724496,-36.759511649669186,575.844903837685,0.0,0.0,117.0,0
19110213372723770,-55.486835257259244,402.68369434907635,0.0,2.0,112.0,4
19110213402686970,1.1053189914865766,440.5547591286595,0.0,4.0,128.0,2
19110213443918630,-2.6132367295472703,497.39442176584856,0.0,1.0,80.0,3
19110214052997740,-34.600548435516984,453.56649102501615,0.0,0.0,67.0,4
19110214191165188,-21.363671837881025,360.0910091236129,331.0,3.0,234.0,3
19110214375437980,-26.74109607642857,381.1494008246601,33.0,1.0,79.0,4
19110214380178624,14.816166756351858,372.29881449698837,0.0,5.0,51.0,3
19110214380215996,-5.658677357979737,425.51244713473085,0.0,2.0,82.0,3
19110215032719012,-48.68644844673887,286.0958746506907,0.0,1.0,61.0,4
19110215064145424,-16.29008391006825,361.1778727449309,101.0,1.0,61.0,3
19110215071264668,-28.418942408543614,507.8853880202862,4.0,5.0,97.0,0
19110216013050316,1.7433037617666578,337.3949713915804,36.0,3.0,137.0,3
19110216111057250,-28.44981369831264,419.96086594511775,0.0,0.0,73.0,4
19110217112920324,-6.12105731635273,501.4332819965339,0.0,1.0,135.0,2
19110218112223784,-12.1250145784954,429.2374985635826,0.0,0.0,114.0,3
19110218312565332,-17.472191140926924,453.39984087495424,0.0,3.0,168.0,2
19110218353653440,-15.58576870016702,437.67955175216395,283.0,1.0,68.0,3
19110218520366220,-10.549124684514968,502.5517781597911,0.0,0.0,69.0,3
19110219084030416,-19.904794720879245,410.8488150200061,0.0,0.0,67.0,4
19110221073100468,-5.15435728991724,353.76591995503594,0.0,4.0,312.0,2
19110307401304264,-3.582209438572156,224.72664520677012,447.0,2.0,68.0,3
19110307565705350,-12.870452089663821,288.6265149879709,46.0,0.0,67.0,1
19110307571268468,-27.403536284924176,457.18286512516306,0.0,0.0,95.0,4
19110308044899896,-2.0013320973323503,411.49486242775714,176.0,11.0,243.0,2
19110308101961384,-1.7802440574234457,355.7325820076775,39.0,7.0,80.0,3
19110308121662880,-10.378168576698167,368.0453846021438,1.0,5.0,148.0,2
19110308162574588,-7.978163508687327,357.67448586091535,0.0,0.0,100.0,1
19110308215373280,-19.10625783771954,283.42253738448795,0.0,0.0,148.0,1
19110308225185508,-16.166653763397363,267.95716141146943,60.0,2.0,120.0,3
19110308305683892,-45.74541511073251,360.25340812961434,0.0,0.0,70.0,4
19110308313937170,-23.16198827317444,280.59302950514393,1.0,2.0,89.0,1
19110308330257456,-57.07144295692506,461.60120013499306,1.0,5.0,101.0,0
19110308400942930,-5.125934256692102,291.7101409291432,5.0,0.0,98.0,1
19110308403826530,-19.355179235712466,521.2520854156886,0.0,0.0,47.0,4
19110308454276550,-3.6714117061491027,474.1337369864271,469.0,2.0,249.0,3
19110308474053070,-8.65219657943716,394.0937605581259,0.0,2.0,76.0,1
19110308552533572,-32.8877185874942,518.6801260914842,2.0,0.0,178.0,0
19110308555020024,-20.15179685270811,558.5766964223179,0.0,2.0,134.0,0
19110309002513430,1.2794339668482015,384.0146371596973,128.0,4.0,170.0,3
19110309031681250,-13.691429238712363,398.3602081623404,32.0,1.0,114.0,3
19110309072950720,-27.652655118053026,333.40882601089993,0.0,0.0,78.0,4
19110309115235332,-13.211775931890493,534.4213470186388,0.0,0.0,153.0,0
19110309234912296,-12.217792538008867,424.8478926451877,1.0,4.0,169.0,2
19110309301125930,-22.520246861499068,403.980623235716,0.0,0.0,155.0,0
19110309311736676,-55.08302937388216,395.47159381525876,0.0,1.0,66.0,4
19110309410234216,-26.610965407370003,559.597749196128,0.0,0.0,137.0,0
19110309452671948,-10.327118242896544,559.5830764960792,0.0,2.0,91.0,0
19110309464290736,-15.459924473181566,464.370494071678,0.0,1.0,145.0,0
19110309555647104,-9.007399440275952,530.0228139832096,302.0,12.0,116.0,3
19110309555972556,-14.988732878234943,412.79072207197737,0.0,1.0,172.0,2
19110309564298616,-20.391625934403454,399.9688140589208,159.0,1.0,128.0,3
19110310041267572,-53.62609519213242,456.0709001825525,33.0,4.0,81.0,4
19110310042473620,6.84560876826502,584.2102388586408,53.0,0.0,116.0,3
19110310045744544,-24.286738171798593,514.2259616616213,31.0,0.0,125.0,0
19110310093282604,-41.871802355189025,348.00299189155214,102.0,1.0,210.0,3
19110310243934868,-56.15159957816954,384.5743291000087,35.0,2.0,101.0,4
19110310381348132,-22.227204542611204,406.04168270487366,140.0,3.0,58.0,3
19110310474965104,-13.62323333532235,388.4559970845187,0.0,2.0,128.0,2
19110310561719510,-18.123225282099437,402.7484024424737,0.0,2.0,162.0,2
19110311030778188,-8.046574323804233,333.3573979086564,6.0,0.0,140.0,1
19110311110930852,-14.073706847351625,332.4749739988599,1.0,0.0,192.0,3
19110311133933170,-1.4780127147445503,569.0988574832213,10.0,2.0,251.0,2
19110311145903052,-10.222825903253987,472.3007541957999,0.0,4.0,256.0,2
19110311152090350,-19.226068301526002,479.1880093396897,46.0,2.0,192.0,2
19110312001984668,-12.399574929462027,361.3883634415031,50.0,0.0,51.0,1
19110312002716212,-37.61453617761601,291.98544808618897,0.0,1.0,68.0,4
19110312061627870,-19.188481657235457,451.58728348293164,0.0,4.0,118.0,2
19110312132558252,-23.641542135528482,274.46467586117495,0.0,2.0,55.0,1
19110312350796536,-7.6113256427670155,523.8653292636475,103.0,2.0,90.0,3
19110312360460176,-14.587419960883986,498.9742766117401,42.0,0.0,125.0,3
19110312431314788,-10.771832465814851,379.08931103989767,0.0,1.0,79.0,1
19110312485139576,-46.00433761050467,486.2875188507669,64.0,2.0,109.0,0
19110312591854224,-14.264221617280208,570.7549896968437,1.0,1.0,149.0,0
19110313003262172,-48.12807119146758,472.6436631896969,12.0,0.0,115.0,4
19110313140106600,-31.200323689523664,532.3797800197947,16.0,3.0,131.0,0
19110313141440216,-9.567947478099448,331.3212343267609,14.0,1.0,202.0,3
19110313143676040,-62.20349562220405,413.52367060776254,26.0,0.0,150.0,4
19110313151181876,-13.71138332890468,407.968415525037,54.0,3.0,173.0,3
19110313155519976,-43.99141718741155,427.0600590926142,0.0,0.0,177.0,0
19110313161342356,-47.70330407902944,526.4476851839426,1.0,1.0,113.0,0
19110313163682684,-40.48299979021124,433.5146662206126,2.0,5.0,126.0,0
19110313172803580,-27.56616790035882,316.6606270345783,0.0,0.0,150.0,4
19110313173963160,-36.85902334793707,418.85787628219344,46.0,11.0,225.0,2
19110313342944748,-18.4597846375729,432.0932712566761,1.0,0.0,79.0,4
19110313370062130,-8.7084933241592,481.2697816032247,176.0,3.0,214.0,3
19110313382399440,-8.092099309575957,475.67839691415014,0.0,1.0,92.0,3
19110313391351068,-6.20656638435362,462.77175044922916,0.0,0.0,78.0,3
19110313464794736,-37.70816190252345,358.192301753616,0.0,0.0,80.0,4
19110314070358424,-13.897963099504807,445.16688914763887,0.0,0.0,247.0,2
19110314084041732,-0.3876114571386724,405.63431879859036,0.0,3.0,121.0,2
19110314191202570,-12.145184843215365,549.6894563768309,11.0,1.0,235.0,2
19110314214461464,-24.440745073740477,463.20243976926133,39.0,0.0,139.0,0
19110314573891290,-9.52028544712858,470.48436068459307,5.0,0.0,88.0,3
19110315032133950,-1.5505273282861798,409.64024965487766,8.0,0.0,84.0,1
19110315421566970,0.3060616084481804,434.9007325422024,0.0,0.0,97.0,3
19110316122469840,-44.15362013767586,401.3388936180603,28.0,6.0,103.0,0
19110317553522950,-53.94919407212493,474.00943344445665,0.0,0.0,60.0,4
19110318464219810,-2.2699966548396646,411.14613902194174,3.0,0.0,133.0,3
19110318552389224,-20.639957000244365,402.5852428138246,7.0,0.0,65.0,4
19110319224313450,-14.462591703713201,322.28031069340295,0.0,6.0,79.0,3
19110319594713772,-3.5336047491182794,421.79811321824934,0.0,0.0,93.0,1
19110320203630570,-13.76924071739612,340.4463464464961,0.0,2.0,151.0,3
19110320451415950,-14.36855806963213,459.8860528680641,5.0,0.0,70.0,4
19110407415718564,-1.0802623112066088,372.32630382203786,2.0,0.0,176.0,3
19110407534942040,-5.511142112595778,298.6009574353714,5.0,2.0,83.0,1
19110408093778650,-6.927154943058589,350.1852953164396,1.0,0.0,93.0,1
19110408131350656,-21.945587323705023,401.17494089722624,1.0,6.0,76.0,3
19110408174570656,-38.17036744607993,528.0815057218714,2.0,0.0,159.0,0
19110408180122840,-19.685774296724745,530.1362593999268,2.0,0.0,184.0,0
19110408183612820,-24.447719001135376,385.44109310179647,3.0,0.0,195.0,0
19110408190501380,-25.84677033547433,325.86079671848563,27.0,1.0,52.0,1
19110408191918224,-4.9467845406663,535.6881210352965,0.0,4.0,127.0,2
19110408192537296,-6.803276109397872,465.73779148223065,0.0,4.0,109.0,2
19110408262950108,-11.668529191965423,368.6025324969868,0.0,1.0,74.0,1
19110408302082308,-30.982505797091406,446.7695081511933,0.0,1.0,235.0,0
19110408375938004,-23.273163674568995,373.8394315925047,0.0,0.0,82.0,4
19110408381747896,-9.802673470350665,338.58467224147796,0.0,0.0,89.0,1
19110408383431896,-17.75544766465627,536.1638497195819,3.0,13.0,90.0,2
19110408384812716,-15.55656557047878,554.9080850725535,6.0,7.0,196.0,2
19110408442642696,-9.01836011776797,287.3465681264768,0.0,2.0,56.0,1
19110408472125690,0.11305112848672871,306.63074623651977,7.0,10.0,155.0,2
19110408480063950,-11.841235698325939,354.0091281040027,11.0,4.0,278.0,2
19110408524694490,-16.413676377829553,343.8493339831059,0.0,3.0,65.0,1
19110408545338320,0.7378269369709007,464.79504296873796,277.0,2.0,271.0,3
19110408564719304,-14.006576334794726,416.5421169347425,0.0,0.0,68.0,1
19110409001612660,-22.476101287174433,377.26377081226457,0.0,1.0,100.0,4
19110409030374012,-17.36085373927312,412.44746686889886,0.0,3.0,77.0,3
19110409083990268,-11.333004517373501,353.45097121627384,0.0,1.0,93.0,1
19110409101027300,-33.27486989058978,508.7379045271658,0.0,1.0,73.0,4
19110409175204324,-14.19784443695561,328.5508021482372,0.0,0.0,111.0,1
19110409181997484,-17.062037099542877,462.6840656455547,0.0,3.0,76.0,3
19110409200766276,-47.81180153905861,538.8143530013468,0.0,1.0,151.0,0
19110409203083400,-20.782873175053368,431.34335923475794,38.0,7.0,194.0,2
19110409211807296,-5.126572857203522,440.8550788775462,0.0,0.0,52.0,1
19110409213825424,-46.350300943619125,548.779458221238,0.0,0.0,74.0,4
19110409375982420,-31.50971621436869,382.8678132216811,0.0,2.0,148.0,0
19110409381937450,-19.53247117671677,359.607376077574,0.0,0.0,68.0,1
19110409404499330,-16.871497594707407,532.5540579802046,0.0,6.0,127.0,2
19110409532895144,-19.899994313314362,569.1577829329013,222.0,4.0,94.0,3
19110409583252856,-36.82709707619671,380.97262309253415,106.0,1.0,204.0,3
19110409594976988,-11.742974406779982,417.1915995117224,1.0,3.0,203.0,2
19110410033748936,-12.62649946128364,502.4317759041684,0.0,0.0,139.0,0
19110410064222320,-44.14574846991114,528.4048445228927,0.0,1.0,94.0,4
19110410425595350,-6.132072019407449,455.8825456515708,1.0,2.0,102.0,2
19110410491453610,-5.101747093663816,432.12605974365755,5.0,2.0,190.0,2
19110410540117450,-3.773288009866439,493.4866232493175,0.0,0.0,83.0,3
19110410540454660,-19.780918231124303,493.3662102124,4.0,2.0,107.0,0
19110410543892824,9.163983803538077,370.5637060079123,0.0,5.0,125.0,2
19110410543926510,-40.37038481026299,379.96393715272075,72.0,0.0,211.0,3
19110410581502216,0.832338827229933,398.27766327090535,0.0,0.0,88.0,1
19110411063871600,8.916085303899447,389.2644762520659,0.0,0.0,214.0,2
19110411074197370,-48.9018369826421,421.3127367682596,0.0,0.0,84.0,4
19110411194787044,-0.259938307872261,494.47853572704224,0.0,0.0,80.0,3
19110411212746696,-60.99765520249654,399.91140009176917,25.0,10.0,92.0,0
19110411483048516,-15.979702437451131,415.9651725267217,10.0,0.0,97.0,1
19110411500719600,-23.587850339602443,623.4391267978668,0.0,0.0,61.0,0
19110411504457950,-17.227844541918596,502.4266952865839,0.0,0.0,105.0,0
19110412004000950,1.6570321823688376,319.49328231868145,128.0,2.0,76.0,3
19110412034064270,-18.953135418714147,620.1069796154765,0.0,0.0,85.0,0
19110412182824084,-67.399203102372,415.1853065634213,77.0,0.0,83.0,4
19110412201506450,-32.83314744857116,423.90681523397376,0.0,0.0,73.0,4
19110412204730710,-35.95721265105908,550.891691146879,11.0,11.0,96.0,0
19110412290894890,4.551851103925077,416.2621127323716,3.0,0.0,226.0,2
19110412331008692,3.1679844215965587,647.2980029824932,20.0,0.0,71.0,3
19110412360721696,-6.491354458701051,434.74149356276627,10.0,0.0,71.0,1
19110412435557624,-10.368863517879406,381.0640481209671,161.0,1.0,102.0,3
19110412543991496,-47.94056161748102,508.00719223130915,15.0,0.0,61.0,4
19110412551076084,-23.32797168411621,540.4656928750736,276.0,0.0,93.0,3
19110412555514476,4.201736507367355,441.01139668941676,3.0,0.0,104.0,3
19110412562460716,-3.4740601674670537,354.8771009211625,0.0,1.0,67.0,1
19110412580908308,-34.220897398532905,410.99784526914885,9.0,10.0,108.0,2
19110413003895596,-34.329610935784814,601.5281104083748,0.0,2.0,123.0,0
19110413014067624,-15.015681731538034,338.8298171868531,10.0,8.0,196.0,2
19110413093980016,-18.78410320267505,336.2711564916522,0.0,1.0,64.0,1
19110413095298616,-5.766085468416179,527.3670360356647,120.0,4.0,196.0,3
19110413172627436,-35.266009324545315,459.7468899320359,1.0,0.0,86.0,4
19110413175308772,9.203526358410352,384.6673339444443,0.0,2.0,187.0,2
19110413193426690,-18.466227009402456,547.3801395073416,1.0,0.0,217.0,0
19110413203329300,-9.367701163414006,373.0853908888258,0.0,0.0,71.0,1
19110413211705236,-18.000424721113745,364.852490847068,3.0,3.0,158.0,2
19110413214618056,-37.42500548424678,605.1990192069719,33.0,2.0,251.0,0
19110413412808250,-6.822068298962604,382.79313460552106,0.0,0.0,86.0,1
19110413462499810,-5.012497578964636,408.9391730703425,0.0,3.0,138.0,2
19110413491472788,-34.833058918659574,434.77691409970924,169.0,2.0,46.0,3
19110413530141470,-9.737964514600938,473.3232169273434,0.0,11.0,165.0,2
19110414093679144,-3.794760622712176,410.3916690059429,116.0,0.0,68.0,3
19110414274078370,-36.45551132763112,513.6142983385091,0.0,0.0,107.0,4
19110414365238584,-7.834824747815392,482.2667773140291,120.0,1.0,152.0,3
19110414372199376,-13.691673737655146,459.2090499948109,0.0,0.0,101.0,4
19110414473013640,4.892953838790309,378.88939000920095,3.0,1.0,175.0,2
19110414481845708,-5.415474040229955,368.20029314922397,0.0,0.0,67.0,1
19110414484663170,-16.53610424827031,506.5969636826576,25.0,10.0,83.0,2
19110414494173276,-33.41723000168193,429.01583059781416,3.0,0.0,140.0,4
19110414503047310,-30.241879335662215,327.5684949508148,0.0,0.0,119.0,4
19110414512662948,-20.846739408488908,268.15756253501274,217.0,0.0,62.0,3
19110415322522588,-22.16310847119768,389.01154360139964,0.0,0.0,168.0,0
19110415471735228,-8.907742947198749,513.4911323001177,0.0,2.0,175.0,2
19110416460674804,-7.881643366988862,404.5544231945738,7.0,1.0,127.0,3
19110419034571416,-18.662457793498746,486.6434526108858,0.0,1.0,170.0,0
19110419061840600,-15.38302711542366,365.66282929552267,0.0,1.0,83.0,1
19110419225130264,-24.76909644344125,395.9704169720477,0.0,0.0,46.0,4
19110420122585756,-34.0873719502559,466.9382276220642,0.0,1.0,99.0,4
19110420165068590,-12.768820376368279,423.62581006443537,0.0,6.0,93.0,2
19110508140552064,-29.749654815075772,600.8942553733034,0.0,3.0,177.0,0
19110508140619140,-18.296565448253038,375.8871665450008,124.0,4.0,152.0,3
19110508140897530,-54.416890372486726,350.0196932668262,338.0,4.0,82.0,3
19110508195752616,-25.6347852375028,282.48606832737937,0.0,0.0,76.0,1
19110508205802388,-7.8250657289329535,420.9820673942559,2.0,1.0,80.0,1
19110508255603770,-21.58112278945085,296.21852529041377,0.0,1.0,129.0,1
19110508281178560,-44.08711893065495,341.884815055101,60.0,3.0,93.0,4
19110509025939220,4.167097423910369,453.8154531155136,100.0,6.0,122.0,3
19110509173203896,0.9036658436437461,331.03902493947567,0.0,0.0,69.0,1
19110509202022280,-29.908260303613794,442.50720871391195,0.0,1.0,90.0,4
19110509205693790,-30.543928187161292,408.878478840771,0.0,0.0,73.0,4
19110509290474110,-19.446870742713998,498.6750274288824,342.0,2.0,108.0,3
19110509342931976,-42.70371387358875,432.0554709853743,0.0,0.0,81.0,4
19110509480193588,-14.549094792940016,498.0706119613923,0.0,1.0,287.0,2
19110509481548212,-18.801820294022825,455.39699542270944,0.0,7.0,171.0,2
19110509483128870,-16.31074460265164,434.8915471043648,162.0,0.0,201.0,3
19110509495340776,-15.372244239525784,495.6944977340797,0.0,0.0,114.0,0
19110509514104430,-4.732208928073975,312.0785088292468,196.0,1.0,144.0,3
19110509525594900,-9.172488323521199,404.79662645574456,80.0,0.0,117.0,3
19110510102978530,-21.37665455519991,415.2211023827316,113.0,1.0,78.0,3
19110510105749176,-0.43540483915171213,409.3028507599101,2.0,0.0,122.0,3
19110510151126348,-0.864194470156891,461.4358098658176,0.0,0.0,114.0,3
19110510195174010,-34.74146643801449,400.4853345863971,0.0,0.0,122.0,4
19110510281686950,-53.03367791978104,394.6898185991045,6.0,0.0,104.0,4
19110510580171256,-49.56362478768812,334.8429697829935,2.0,1.0,137.0,4
19110511472054696,-27.939136123380216,388.49758660930235,0.0,1.0,77.0,4
19110512073375590,-2.0370823452664846,544.1534805120822,1.0,0.0,152.0,2
19110512261877184,-19.676061046092542,481.6341208773122,0.0,4.0,101.0,0
19110512302519824,-13.805207763587177,529.46434063327,42.0,0.0,80.0,3
19110512541564356,-17.103702200425847,441.85535124335155,1.0,0.0,61.0,4
19110513023074704,2.3423327554953346,284.2368903140322,192.0,0.0,48.0,3
19110513355420108,-39.42935663458206,578.7781248009378,1.0,0.0,138.0,0
19110513410608776,-21.214807573716953,440.731116199848,41.0,3.0,116.0,3
19110514140567680,-30.44023354183315,587.5486502569778,1.0,5.0,177.0,0
19110514195028984,-25.37467424812454,433.1670070600239,74.0,2.0,97.0,3
19110514195894988,-7.852377156780929,469.3016945228611,0.0,4.0,148.0,2
19110514200995360,-5.845134356306083,516.8476114488857,117.0,4.0,104.0,3
19110514255154170,-19.04637836019456,521.5018478061065,25.0,1.0,105.0,0
19110514343813976,-42.67338775614256,318.12195609773835,0.0,3.0,69.0,4
19110514405769030,1.4183772773614072,396.87265497761655,0.0,0.0,123.0,3
19110514475742920,-28.954848315915665,392.1052030372734,1.0,1.0,189.0,0
19110518125440300,-25.702452659322727,415.25369132002004,3.0,9.0,142.0,2
19110518513628476,-35.918673726833966,389.56840096213597,21.0,4.0,207.0,0
19110610340592284,-31.34422301121461,288.939333061505,0.0,10.0,100.0,3
19110612173332536,-17.980155989905157,383.01993838757323,0.0,1.0,88.0,1
19110612304396364,-18.605390916980863,380.28210343528093,0.0,1.0,86.0,1
19110613251476464,-16.284866597120125,439.29170337935295,0.0,0.0,129.0,0
19110613465988996,-10.076060401489073,416.33852321706274,0.0,2.0,249.0,2
19110613570143344,-17.249874899546416,411.5070262996062,1.0,2.0,105.0,3
19110613573717080,-17.700576020092885,509.98398225447215,0.0,0.0,93.0,0
19110614034186016,-13.728399919738091,404.53231355862016,3.0,2.0,113.0,3
19110615290489970,-22.52761558054972,488.34186777554544,0.0,2.0,142.0,0
19110618465534110,-10.958787515389801,423.1188625446866,151.0,3.0,88.0,3
19110619395233412,-10.617338275656502,464.10686862856164,0.0,5.0,192.0,2
19110619573447040,-2.0848619907620165,514.563152974097,2.0,6.0,95.0,2
20000007502520096,-13.489948335641035,330.00301353237256,0.0,4.0,106.0,3
20000012065146000,-11.499105955674592,399.5186907144052,18.0,0.0,45.0,1
20000017474477532,-12.606806654651443,403.9839039914116,46.0,0.0,79.0,3
20000022125835344,-14.64669474312726,325.4489773041044,425.0,5.0,87.0,3
20000107554184644,-76.13288494432635,484.3459366709991,80.0,8.0,225.0,0
20000107564422260,-7.9296021887033135,276.5978860631917,0.0,0.0,47.0,1
20000107573000760,-28.23064988308015,416.4720037390642,8.0,1.0,84.0,4
20000108063023140,-22.464858055011515,579.6051580106098,142.0,2.0,140.0,3
20000108080563190,-2.958394013207829,274.35956188705586,205.0,1.0,108.0,3
20000108124829270,-5.8209366397888695,313.8413831433403,0.0,4.0,137.0,3
20000108132934748,2.2152542723952706,396.6553372335702,0.0,9.0,213.0,2
20000108133824950,-4.436166401643581,270.76214624907016,89.0,4.0,53.0,3
20000108151427204,-79.9345725551848,485.02848350129966,6.0,3.0,108.0,4
20000108154774250,-9.255900775391082,532.6728696035746,0.0,0.0,79.0,3
20000108155302760,-7.007701638686892,430.52400148667766,187.0,3.0,165.0,3
20000108165586084,-11.260770606063607,431.9699348357718,5.0,13.0,138.0,2
20000108174966890,-49.24839319196518,371.7224086673022,0.0,1.0,113.0,4
20000108180520376,-14.577353680471608,454.26401992992146,281.0,1.0,69.0,3
20000108230742736,-31.84791197813297,360.6691636575414,183.0,3.0,126.0,3
20000108250846110,-16.96845692545798,374.97682343020693,248.0,1.0,70.0,3
20000108435838090,0.002047319130937364,356.6097743588288,0.0,9.0,120.0,2
20000108495650144,-8.643363894396876,343.7276684144911,9.0,2.0,59.0,1
20000108554296110,-15.437872575444109,474.64817197503555,0.0,0.0,153.0,0
20000108554937744,1.0692652160964409,400.2711919545347,1.0,0.0,88.0,1
20000108561156880,-62.666893391753845,358.34558541461985,1.0,0.0,222.0,4
20000109032910228,-10.233517423300446,383.38233511144716,2.0,0.0,88.0,1
20000109053579350,-13.515913633510657,392.9120094799491,0.0,1.0,134.0,3
20000109054424664,-46.23439857409701,471.8522185308115,13.0,0.0,132.0,4
20000109185667670,-10.919961839103776,468.5484946901257,0.0,0.0,120.0,3
20000109210209650,-14.186059335154264,329.4595597701714,0.0,0.0,118.0,1
20000109250792880,-11.489960571892242,349.11368726876015,0.0,2.0,78.0,1
20000109260834744,-18.083442387715866,360.4349141114857,0.0,2.0,263.0,2
20000109282636510,-63.586628513581985,559.6546286559206,67.0,0.0,129.0,4
20000109380159630,-15.216914174596141,534.067275938555,2.0,1.0,173.0,0
20000109380932480,-7.3347396572456836,553.4637357736547,139.0,1.0,189.0,3
20000109405885776,-12.830667367833145,444.9633737315563,0.0,5.0,108.0,2
20000109410516104,-20.775539507129388,409.3084020257017,48.0,1.0,158.0,3
20000109412863640,-33.680555132631426,566.9167948002417,0.0,1.0,225.0,0
20000109414333910,-3.4521882436218094,414.5164946492829,0.0,1.0,88.0,1
20000109424122120,-26.376802771082783,449.38133016411695,0.0,0.0,63.0,4
20000109454003796,-14.576466723546346,434.4486653747339,46.0,1.0,109.0,3
20000109472205064,-1.0706532814857916,381.93946355617635,0.0,0.0,65.0,1
20000109481259230,-9.518651919373935,393.08790940118496,257.0,4.0,81.0,3
20000109515281948,-14.837668538171304,384.7265595420674,0.0,0.0,198.0,2
20000110005585016,-21.70349425443616,374.58430250202036,0.0,0.0,147.0,4
20000110012238300,18.462931441831202,491.71724005653874,0.0,0.0,108.0,3
20000110015637290,-17.804682491907876,488.51264606060903,0.0,4.0,120.0,2
20000110021475812,-5.681363149193483,439.52776340487156,2.0,2.0,147.0,2
20000110021632136,-25.348910570483017,417.08596448479864,0.0,0.0,58.0,4
20000110032627090,-33.264389856943815,464.2647376479596,1.0,2.0,70.0,4
20000110092537108,-25.35149607005048,584.9856419147545,0.0,5.0,136.0,0
20000110231237370,-19.43601450006892,435.48293470259665,0.0,0.0,71.0,4
20000110391898010,-8.984011673731327,280.1778063266176,0.0,3.0,100.0,1
20000110411176332,-74.19584881908949,544.7760968430113,2.0,0.0,184.0,0
20000110463329056,-29.28879914751463,483.0228731533084,0.0,0.0,118.0,4
20000110471239532,-9.209991781409789,457.0472784341337,0.0,1.0,78.0,3
20000110492321064,-10.735157142862338,404.42391269917135,0.0,0.0,78.0,1
20000110533993948,-33.43800322061993,530.8340710662634,1.0,1.0,124.0,0
20000111034052036,-63.825583608874496,481.2518710499203,45.0,1.0,81.0,4
