# Metadata:
# Import from fhttps://opengamedata.fielddaylab.wisc.edu/data/WAVES/WAVES_20191201_to_20191231_de09c18_proc.zip
# Import from fhttps://opengamedata.fielddaylab.wisc.edu/data/WAVES/WAVES_20200101_to_20200131_de09c18_proc.zip
# *arg* filter_args = {'query_list': ['QA3_questionCorrect==QA3_questionCorrect'], 'one_query': False, 'fillna': 0, 'verbose': False}
# Query: Intial Shape, output_shape: (18284, 1073)
# Query: QA3_questionCorrect==QA3_questionCorrect, output_shape: (1348, 1073)
# Filled NaN with 0
# *arg* new_feat_args = {'verbose': False}
# *arg* lvlfeats = ['closenessSlope', 'succeedCount', 'totalGoodMoveCount']
# *arg* lvlrange = range(0, 17)
# *arg* finalfeats = ['sum_lvl_0_to_16_closenessSlope', 'sum_lvl_0_to_16_succeedCount', 'sum_lvl_0_to_16_totalGoodMoveCount']
# Original Num Rows: 1348
# *arg* zthresh = 3
# Removed points with abs(ZScore) >= 3. Reduced num rows: 1275
# Scaled with scikitlearn RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
#              with_scaling=True)
# PCA df calculated with scikitlearn PCA(copy=True, iterated_power='auto', n_components=2, random_state=None,
#     svd_solver='auto', tol=0.0, whiten=False)
# Cluster on PCA dims
# Labels calculated via clusterer: KMeans(algorithm='auto', copy_x=True, init='k-means++', max_iter=300,
#        n_clusters=2, n_init=10, n_jobs=None, precompute_distances='auto',
#        random_state=None, tol=0.0001, verbose=0)
# Labels calculated via clusterer: KMeans(algorithm='auto', copy_x=True, init='k-means++', max_iter=300,
#        n_clusters=3, n_init=10, n_jobs=None, precompute_distances='auto',
#        random_state=None, tol=0.0001, verbose=0)
# Labels calculated via clusterer: KMeans(algorithm='auto', copy_x=True, init='k-means++', max_iter=300,
#        n_clusters=4, n_init=10, n_jobs=None, precompute_distances='auto',
#        random_state=None, tol=0.0001, verbose=0)

sessionID,sum_lvl_0_to_16_closenessSlope,sum_lvl_0_to_16_succeedCount,sum_lvl_0_to_16_totalGoodMoveCount,label
19110320451415950,-806.9192697714261,44.0,45.0,0
19110407415718564,-916.9347552969574,67.0,94.0,3
19110407534942040,-381.81286831406334,36.0,56.0,0
19110408093778650,-186.14855669620343,25.0,53.0,0
19110408124678564,-522.8280067996362,54.0,50.0,0
19110408131350656,-648.810827705846,30.0,47.0,0
19110408174570656,-728.7879522281247,63.0,82.0,3
19110408180122840,-492.5389302037536,56.0,100.0,3
19110408183612820,-484.3547903705331,63.0,107.0,3
19110408190501380,-1038.6510469293116,19.0,30.0,0
19110408191918224,-110.1529315820601,37.0,63.0,0
19110408192537296,-772.1319090401593,29.0,57.0,0
19110408262950108,-293.9052426827639,35.0,38.0,0
19110408302082308,-565.6637071480989,55.0,128.0,3
19110408375938004,-1141.243445875485,49.0,44.0,0
19110408381747896,-879.9398305921658,41.0,43.0,0
19110408383431896,-581.3206390267883,50.0,47.0,0
19110408384812716,-426.77167487357735,83.0,94.0,1
19110408442642696,-728.7916828394527,28.0,36.0,0
19110408470786660,-849.7601746161388,90.0,160.0,1
19110408472125690,-212.7146368370683,35.0,90.0,3
19110408480063950,-449.3862591407167,73.0,149.0,1
19110408524694490,-756.7046479806409,32.0,46.0,0
19110408545338320,-387.7608116800846,55.0,249.0,2
19110408564719304,-403.967396836597,36.0,44.0,0
19110409001612660,-159.46856697693374,26.0,56.0,0
19110409030374012,-658.827185244296,35.0,46.0,0
19110409083990268,-482.9500195833065,41.0,55.0,0
19110409101027300,-868.0259962107496,45.0,43.0,0
19110409175204324,-561.2305703668598,40.0,58.0,0
19110409181997484,-450.06944053790914,33.0,39.0,0
19110409200766276,-271.4755088021123,78.0,86.0,1
19110409211807296,-340.01917000190764,32.0,31.0,0
19110409213825424,-536.3637317795765,27.0,45.0,0
19110409375982420,-244.34370368480123,56.0,84.0,3
19110409381937450,-1309.1218545265006,32.0,40.0,0
19110409404499330,-490.97661324614705,41.0,74.0,0
19110409532895144,-315.0473362272598,31.0,191.0,2
19110409583252856,-1220.4898594324497,68.0,222.0,2
19110409594976988,-404.9057901208836,26.0,105.0,3
19110410033748936,-309.2203117829716,42.0,73.0,3
19110410064222320,-158.03384292379081,35.0,55.0,0
19110410425595350,-249.02863838045536,40.0,58.0,0
19110410491453610,-314.6866087522326,55.0,102.0,3
19110410494214376,-1387.9306869504694,34.0,40.0,0
19110410540117450,-1061.7182240014897,32.0,43.0,0
19110410540454660,-475.02507398572135,25.0,58.0,0
19110410543892824,-436.8416128120868,62.0,59.0,3
19110410543926510,-426.2722851539657,119.0,136.0,1
19110410581502216,-458.59826487809994,44.0,55.0,0
19110411063871600,-1048.9805956726238,53.0,111.0,3
19110411074197370,-597.5978721013846,35.0,50.0,0
19110411194787044,-553.2822335093006,45.0,47.0,0
19110411212746696,-550.121143449479,33.0,61.0,0
19110411483048516,-463.8128934207757,52.0,60.0,3
19110411492061750,-495.1024242635036,43.0,85.0,3
19110411500719600,-536.9078477257837,57.0,41.0,0
19110411504457950,-760.968449189045,45.0,59.0,0
19110412004000950,-492.93074869020444,28.0,131.0,3
19110412034064270,-852.9103219463974,44.0,53.0,0
19110412182824084,-500.1028049280207,34.0,101.0,3
19110412201506450,-752.0750106523067,45.0,42.0,0
19110412204730710,-1263.6147066625301,41.0,50.0,0
19110412331008692,-513.1354704084205,37.0,57.0,0
19110412360721696,-1217.4127378705161,51.0,39.0,0
19110412435557624,-1302.0644866945693,42.0,131.0,3
19110412543991496,-442.87291920449445,31.0,38.0,0
19110412551076084,-118.67855231352598,30.0,188.0,2
19110412555514476,-616.3626748723902,56.0,61.0,3
19110412562460716,-331.9514819513664,38.0,36.0,0
19110412580908308,-288.77083712318563,34.0,67.0,0
19110413003895596,-590.3095649463253,28.0,74.0,0
19110413014067624,-224.91542611922773,57.0,115.0,3
19110413093980016,-1432.9233778076195,34.0,39.0,0
19110413095298616,-474.8352662526331,85.0,190.0,1
19110413172627436,-1174.4294190859266,29.0,44.0,0
19110413175308772,-1031.1352762036279,45.0,95.0,3
19110413203329300,-690.3249723125737,35.0,39.0,0
19110413211705236,-433.40060993571336,33.0,81.0,0
19110413214618056,-285.91056711891775,73.0,136.0,1
19110413412808250,-715.1501458151877,42.0,46.0,0
19110413462499810,-540.2599214960281,39.0,74.0,0
19110413480024864,-519.4399241464399,29.0,136.0,3
19110413491472788,-862.0609664906053,22.0,124.0,3
19110413530141470,-910.7055232163987,26.0,74.0,0
19110414093679144,-1095.1554690166188,30.0,107.0,0
19110414274078370,-423.51407474070436,48.0,63.0,3
19110414365238584,-284.2613678110293,35.0,152.0,3
19110414372199376,-593.715173684485,58.0,58.0,3
19110414473013640,-540.035695857584,50.0,87.0,3
19110414481845708,-366.42807692925834,36.0,38.0,0
19110414482820570,-216.09829053070095,33.0,128.0,3
19110414484663170,-445.84094061219605,38.0,78.0,0
19110414494173276,-545.5714400347437,28.0,80.0,0
19110414503047310,-567.8987500345162,79.0,65.0,1
19110414512662948,-589.0858460261866,28.0,210.0,2
19110415322522588,-396.6355581604888,61.0,98.0,3
19110415471735228,-478.3936849728129,44.0,89.0,3
19110416460674804,-732.455690101173,56.0,72.0,3
19110419034571416,-845.2197728574648,39.0,74.0,0
19110419061840600,-1080.2267272286663,36.0,52.0,0
19110419225130264,-601.2951622588748,26.0,33.0,0
19110420122585756,-494.84979130471913,43.0,58.0,0
19110420165068590,-706.2257527303627,35.0,48.0,0
19110508140552064,-818.1730006838657,40.0,73.0,0
19110508140897530,-1445.0670691096893,25.0,261.0,2
19110508195752616,-823.9222411022591,35.0,50.0,0
19110508205802388,-267.0007275219324,51.0,50.0,0
19110508255603770,-199.56752706670738,50.0,69.0,3
19110508281178560,-610.2336417337326,31.0,80.0,0
19110509025939220,-168.39753504357347,81.0,139.0,1
19110509061911660,-984.5804990313703,42.0,94.0,3
19110509173203896,-771.1782354593305,22.0,43.0,0
19110509202022280,-915.8936071761012,35.0,52.0,0
19110509205693790,-496.54535213726916,31.0,46.0,0
19110509290474110,-318.3278697957717,26.0,246.0,2
19110509342931976,-593.9272557305887,56.0,49.0,0
19110509480193588,-539.0412009743562,98.0,149.0,1
19110509481548212,-377.5359334760712,49.0,94.0,3
19110509495340776,-442.92077722993224,36.0,62.0,0
19110509514104430,-525.2814379221077,96.0,239.0,1
19110509525594900,-1277.9261180708158,50.0,99.0,3
19110510102978530,-992.6926797140762,33.0,104.0,3
19110510105749176,-492.7447763042725,26.0,64.0,0
19110510151126348,-563.4342058360653,42.0,63.0,0
19110510195174010,-707.4307330525404,43.0,76.0,0
19110510281686950,-609.8103593109638,40.0,68.0,0
19110510580171256,-1281.1497359694415,49.0,72.0,0
19110511472054696,-304.0030466383276,30.0,45.0,0
19110512073375590,-663.3080580761243,90.0,87.0,1
19110512261877184,-474.6542133224307,32.0,55.0,0
19110512302519824,-467.961908011083,27.0,87.0,0
19110512541564356,-624.1146864131127,35.0,36.0,0
19110513023074704,-377.1945005473459,23.0,140.0,3
19110513355420108,-550.4518845441701,81.0,77.0,1
19110513410608776,-412.02323258285446,37.0,67.0,0
19110514140567680,-861.2606028470148,53.0,94.0,3
19110514195028984,-160.00937652842558,39.0,93.0,3
19110514195894988,-412.41498292858955,34.0,76.0,0
19110514200995360,-306.70902168648826,32.0,89.0,3
19110514214227428,-932.6066335889442,52.0,54.0,0
19110514255154170,-817.6810378122184,32.0,70.0,0
19110514343813976,-452.3358996810366,32.0,45.0,0
19110514405769030,-353.8793032276309,33.0,62.0,0
19110514475742920,-581.3717883157365,37.0,93.0,3
19110518125440300,-217.37071251929484,41.0,77.0,3
19110518513628476,-291.29081037649325,52.0,105.0,3
19110610340592284,-455.4069530394907,50.0,54.0,0
19110612304396364,-671.2426780631415,34.0,49.0,0
19110613251476464,-896.3323491653836,42.0,66.0,0
19110613465988996,-470.18721863774493,71.0,132.0,1
19110613570143344,-551.5415163562376,41.0,57.0,0
19110613573717080,-503.0268628212851,38.0,60.0,0
19110614034186016,-502.98508019849567,37.0,54.0,0
19110615103011564,-368.57343790655295,61.0,136.0,3
19110615290489970,-981.9693790720395,34.0,60.0,0
19110618465534110,-159.89567581337107,27.0,110.0,3
19110619395233412,-667.518836332377,49.0,109.0,3
19110619573447040,-518.2864056648178,48.0,56.0,0
20000012065146000,-880.9987403901071,33.0,30.0,0
20000016035347068,-376.8833965763667,81.0,180.0,1
20000017474477532,-419.286976929068,34.0,64.0,0
20000022125835344,-860.9609218243207,46.0,332.0,2
20000107554184644,-353.4882670442829,73.0,178.0,1
20000107564422260,-676.855414399596,33.0,32.0,0
20000107573000760,-465.42511426281897,56.0,54.0,3
20000108042255480,-724.5914504845838,108.0,191.0,1
20000108063023140,-172.1850130487454,47.0,155.0,3
20000108080563190,-455.00819788820246,25.0,192.0,2
20000108124829270,-532.290794481033,31.0,75.0,0
20000108132934748,-333.2360073806498,72.0,118.0,1
20000108133824950,-665.9030491794409,30.0,104.0,3
20000108151427204,-526.0641504546625,48.0,63.0,0
20000108154774250,-430.6739688252915,36.0,41.0,0
20000108155302760,-486.6782979263983,26.0,183.0,2
20000108165586084,-78.10781041012575,52.0,80.0,3
20000108174966890,-553.7015950862833,34.0,65.0,0
20000108180520376,-467.86988323280144,20.0,246.0,2
20000108230742736,-415.2600292567253,34.0,150.0,3
20000108250846110,-389.3174613887484,34.0,182.0,2
20000108435838090,-400.4318341951229,26.0,61.0,0
20000108495650144,-798.9978571465308,62.0,43.0,0
20000108554296110,-143.46070734583557,101.0,83.0,1
20000108554937744,-1050.79122329901,25.0,46.0,0
20000108561156880,-462.41956222871517,75.0,121.0,1
20000109032910228,-765.7159835644026,32.0,52.0,0
20000109053579350,-580.4000479292862,55.0,68.0,3
20000109054424664,-611.1456293055388,43.0,69.0,0
20000109185667670,-149.34345645248965,68.0,61.0,3
20000109210209650,-1531.02914152597,44.0,67.0,0
20000109250792880,-517.0727855870715,33.0,48.0,0
20000109260834744,-700.99844766617,83.0,126.0,1
20000109282636510,-498.5217769956037,79.0,116.0,1
20000109380159630,-417.50140253891755,48.0,86.0,3
20000109380932480,-602.3005409443801,51.0,168.0,3
20000109405885776,-580.5262866025209,28.0,56.0,0
20000109410516104,-403.982223778508,120.0,117.0,1
20000109412863640,-307.4360956680088,54.0,113.0,3
20000109414333910,-369.6300572992854,31.0,48.0,0
20000109424122120,-468.0161793099608,34.0,41.0,0
20000109453962630,-834.9990383030083,63.0,69.0,3
20000109454003796,-596.7236345835674,90.0,93.0,1
20000109472205064,-811.8310006165425,25.0,43.0,0
20000109481259230,-299.69055401198096,39.0,154.0,3
20000109515281948,-279.20975956752085,50.0,113.0,3
20000110005585016,-447.4166160408501,93.0,83.0,1
20000110012238300,-622.038902123453,27.0,58.0,0
20000110015637290,-190.64715953839567,52.0,57.0,3
20000110021475812,-277.538307181716,23.0,83.0,0
20000110021632136,-618.9004349550532,35.0,37.0,0
20000110025687280,-1258.6008294561648,32.0,43.0,0
20000110032627090,-465.3050079674136,34.0,39.0,0
20000110092537108,-101.26978052341914,43.0,65.0,3
20000110231237370,-1023.5388520957451,31.0,45.0,0
20000110391898010,-1007.7533729762368,17.0,52.0,0
20000110411176332,-741.607370528994,33.0,90.0,0
20000110435985324,-640.7160782249276,52.0,51.0,0
20000110463329056,-406.47746536757626,45.0,70.0,3
20000110471239532,-764.3004473228713,40.0,44.0,0
20000110492321064,-521.448657155526,39.0,46.0,0
20000111034052036,-533.63178660625,33.0,66.0,0
20000111171943970,-280.4945733208518,23.0,93.0,0
20000111271892360,-791.1124427960775,47.0,85.0,3
20000111480716370,-521.5348293294334,44.0,93.0,3
20000111480791220,-705.1546407551043,38.0,87.0,3
20000111513150540,-224.37430119360613,39.0,182.0,2
20000111531517280,-500.8775573518963,36.0,244.0,2
20000111551766536,-518.5674030734455,64.0,243.0,2
20000111572309544,-310.6755595524727,32.0,122.0,3
20000112055064000,-821.996542706909,30.0,43.0,0
20000112193037290,-602.0058583036182,47.0,106.0,3
20000112274710520,-534.0778679069017,67.0,55.0,3
20000112294698280,-758.2516464629498,44.0,72.0,0
20000112324643416,-588.535202599992,50.0,47.0,0
20000113213009668,-205.02943439193416,33.0,141.0,3
20000113273845736,-607.0465828701384,38.0,61.0,0
20000113281735784,-293.27431826104333,61.0,64.0,3
20000113290153868,-600.6440091466843,115.0,88.0,1
20000113305070784,-477.9522323836573,60.0,69.0,3
20000113312118276,-325.46211352885865,27.0,89.0,0
20000113325739910,-143.40681270811487,84.0,109.0,1
20000113350440650,-459.1129190683415,65.0,105.0,3
20000113492615976,-798.6060975482557,40.0,64.0,0
20000113505289570,-1037.2053770378038,27.0,35.0,0
20000113522132852,-649.6087792657408,35.0,43.0,0
20000113542881292,-521.3878484928564,101.0,111.0,1
20000113544613790,-508.95185794252995,37.0,89.0,3
20000114094599332,-386.42773880740845,37.0,101.0,3
20000114152559296,-879.7318741845704,27.0,27.0,0
20000114171595584,-170.06111656106205,37.0,76.0,3
20000114173691664,-573.7404266775544,45.0,69.0,0
20000114174182770,-605.5688020757991,26.0,66.0,0
20000114184326784,-940.2647015834355,40.0,57.0,0
20000114292454620,-703.6499281169116,33.0,186.0,2
20000114302982216,-478.04826805938995,35.0,36.0,0
20000114303344110,-729.790955013963,41.0,84.0,3
20000114352808064,-521.468580097906,36.0,70.0,0
20000115025424468,-557.6222628435577,72.0,73.0,1
20000115061310972,-465.21445876432983,80.0,206.0,1
20000115221187600,-521.0241325586433,60.0,57.0,3
20000115241748704,-484.7075815161375,18.0,153.0,3
20000115270447696,-502.1227327071534,31.0,168.0,3
20000115272479064,-590.1820718953068,25.0,74.0,0
20000116315356970,-807.1838965636251,36.0,30.0,0
20000117061471570,-371.11460277803354,31.0,89.0,0
20000117160999650,-872.9150451962615,29.0,42.0,0
20000118362435564,-913.1135585757418,52.0,92.0,3
20000118393001844,-1104.8361269565357,25.0,44.0,0
20000119392691350,-411.56434393241403,39.0,28.0,0
20000119564199680,-795.1346793002654,38.0,61.0,0
20000120050397500,-737.8518435636538,47.0,37.0,0
20000120082570868,-846.3968889416847,18.0,36.0,0
20000206523810910,-431.78443125194957,30.0,63.0,0
20000208033535310,-197.28605349263015,58.0,77.0,3
20000208120460130,-488.5203217753894,33.0,384.0,2
20000208274969036,-289.5689628820432,37.0,48.0,0
20000208275906480,-575.919000021244,54.0,62.0,3
20000208350253280,-504.3719980845343,28.0,87.0,0
20000208405792052,-922.0803568987442,30.0,88.0,0
20000208424268644,-342.1727984926573,41.0,50.0,0
20000208465963940,-245.71217600134676,34.0,58.0,0
20000208595920096,-744.0700294033358,57.0,74.0,3
20000209000447212,-200.73116734561506,25.0,98.0,3
20000209014518280,-891.5917771624038,40.0,72.0,0
20000209035671876,-870.3883946084935,57.0,90.0,3
20000209041957320,-1005.3720370039645,29.0,43.0,0
20000209050967668,-286.38884109823414,28.0,70.0,0
20000209063623750,-322.36198800800906,41.0,53.0,0
20000209070883292,-250.75734339312464,26.0,49.0,0
20000209092888096,-803.4116318040195,42.0,62.0,0
20000209112352770,-472.4864304958174,37.0,46.0,0
20000209124135910,-339.92116573879457,23.0,44.0,0
20000209142303596,-580.3027684031457,25.0,43.0,0
20000209270464348,-500.5222307555159,26.0,192.0,2
20000209273668680,-670.1533153077085,30.0,103.0,3
20000209280609056,-641.5857597794758,40.0,146.0,3
20000209292952970,-364.7482547674787,44.0,295.0,2
20000209300584136,-718.3212361031173,39.0,85.0,3
20000209304190400,-349.9223034003851,43.0,39.0,0
20000209333802116,-236.82112852797394,31.0,85.0,0
20000209352618696,-308.36659855471845,35.0,43.0,0
20000209353051584,-248.46850441272582,67.0,40.0,3
20000209482093228,-988.1051691777388,29.0,36.0,0
20000209584881930,-520.2283425150858,30.0,64.0,0
20000209585476252,-319.22054785461467,39.0,43.0,0
20000209590913744,-828.4268252149518,34.0,38.0,0
20000210052297720,-434.8282532561474,42.0,46.0,0
20000210082873416,-739.356328534233,91.0,101.0,1
20000210160448948,-886.7816286528098,53.0,72.0,3
20000210163417720,-378.1869233666349,28.0,48.0,0
20000210184127530,-285.4855859162986,33.0,114.0,3
20000210233183184,-436.1546919181793,41.0,54.0,0
20000210233942840,-527.8353120694766,31.0,45.0,0
20000210353995290,-553.7470553575853,60.0,365.0,2
20000210361562950,-610.3869139835507,33.0,43.0,0
20000210393185060,-512.2743317909861,36.0,147.0,3
20000210401094460,-330.29389889057506,23.0,81.0,0
20000210405995370,-658.8201332967268,106.0,176.0,1
20000210411659216,-114.88440515906204,36.0,71.0,0
20000210414781080,-260.77140996717014,40.0,159.0,3
20000210415230172,-782.451522424034,57.0,62.0,3
20000210415946680,-300.8840840744921,25.0,54.0,0
20000210422489804,-702.2386207732665,30.0,53.0,0
20000210425341640,-1054.1280252893441,45.0,87.0,3
20000210444074756,-630.110080035557,37.0,84.0,0
20000210445762360,-746.0782511658209,48.0,85.0,3
20000211115038960,-376.4302073850781,85.0,126.0,1
20000211115882410,-114.61943983397049,55.0,112.0,3
20000211295778710,-814.4754704999119,45.0,56.0,0
20000211320264790,-254.53181163661418,37.0,65.0,0
20000211325044550,-421.77019647509985,38.0,62.0,0
20000211325266830,-517.5487236923614,35.0,48.0,0
20000211460504564,-602.8233716776352,52.0,61.0,3
20000211465036150,-150.45642273671425,59.0,93.0,3
20000211473487144,-915.5531412405361,24.0,49.0,0
20000211474749436,-526.1442543242234,41.0,52.0,0
20000211494352064,-324.1012849463225,47.0,103.0,3
20000211503364144,-1005.2004856474199,25.0,43.0,0
20000211542539004,-959.3003734923055,50.0,86.0,3
20000211543579756,-191.62132701351146,62.0,89.0,3
20000211551950110,-756.074615992837,41.0,42.0,0
20000211593608188,-597.0007810538757,37.0,78.0,0
20000212031676144,-613.7173318856101,103.0,106.0,1
20000212032909868,-516.6856521877421,49.0,71.0,3
20000212045908520,-426.87298122463176,38.0,96.0,3
20000212063145344,-987.3319313591337,46.0,44.0,0
20000212063999292,-497.1075428709114,35.0,68.0,0
20000212100088030,-1094.1570897703239,28.0,39.0,0
20000212170699020,-296.1510882864881,46.0,104.0,3
20000212284230508,-801.5433801103969,75.0,153.0,1
20000212293246250,-233.22170782998026,32.0,49.0,0
20000212294781384,-695.1111165620407,43.0,47.0,0
20000212295027148,-234.91158251335185,77.0,283.0,2
20000212303898910,-760.09150986809,37.0,48.0,0
20000212313010110,-711.1453091216666,31.0,34.0,0
20000212351744150,-614.5879271568155,86.0,136.0,1
20000212392170104,-289.1164050752556,111.0,119.0,1
20000212393718068,-251.65291655998007,39.0,103.0,3
20000212394664588,-380.73792330161615,35.0,57.0,0
20000212395949756,-598.5598545090654,34.0,60.0,0
20000212525933424,-891.2394334827762,37.0,35.0,0
20000213022838136,-544.6593279678461,42.0,51.0,0
20000213024361536,-452.35050168386334,47.0,57.0,0
20000213151989176,-308.9150511891194,42.0,44.0,0
20000213180897816,-624.5951342283894,26.0,50.0,0
20000213191655760,-389.0241312271981,60.0,78.0,3
20000213192880350,-454.76811789500096,35.0,67.0,0
20000213202140430,-1069.6073282881034,29.0,68.0,0
20000213295606144,-805.2045844946153,39.0,40.0,0
20000213301737120,-505.41541206202265,64.0,88.0,3
20000213302462284,-579.5416733815805,41.0,45.0,0
20000213311348910,-847.9886845852033,53.0,44.0,0
20000213450334000,-235.43098259572764,41.0,55.0,0
20000213461486450,-435.49532996300707,81.0,134.0,1
20000213463683424,-597.8506453246673,55.0,105.0,3
20000213505452056,-498.28722197650916,84.0,112.0,1
20000213534515416,-604.5721777927685,53.0,87.0,3
20000213581679284,-402.50969069550945,45.0,54.0,0
20000214003322800,-354.0635410853033,39.0,50.0,0
20000214020055252,-938.8039926864425,54.0,85.0,3
20000214072859990,-183.92353442712738,59.0,68.0,3
20000214105027916,-778.2204450310655,53.0,92.0,3
20000214115067720,-295.1685312555006,26.0,96.0,0
20000214160698770,-599.7138788875274,36.0,88.0,3
20000214160905224,-271.3321602742304,76.0,91.0,1
20000214161877016,-707.4168298154699,27.0,40.0,0
20000214162183504,-910.226799862885,55.0,153.0,3
20000214162414040,-372.72329472297406,26.0,41.0,0
20000214162798430,-814.1566727930865,41.0,226.0,2
20000214163234850,-1105.0043556995638,87.0,166.0,1
20000214165302884,-431.27721880752875,44.0,73.0,3
20000214172252284,-460.5723769007995,30.0,150.0,3
20000214174318250,-1427.4483644002632,36.0,60.0,0
20000214175680140,-519.2331542245698,43.0,74.0,3
20000214180062720,-973.551589544668,45.0,92.0,3
20000214202074470,-821.2174307129989,32.0,47.0,0
20000214202592772,-949.6913689865801,59.0,48.0,0
20000214205000930,-569.5229604499353,44.0,49.0,0
20000214234349864,-835.8147604626374,35.0,80.0,0
20000214273438264,-425.9425909499934,88.0,58.0,1
20000214273899610,-374.0154300960327,59.0,66.0,3
20000214274206020,-1119.2914175960086,39.0,47.0,0
20000214274616736,-398.2996552759051,29.0,55.0,0
20000214351137244,-390.5789284940903,47.0,201.0,2
20000214373308540,-290.5850646668211,23.0,116.0,3
20000214375680290,-369.43260808766337,53.0,66.0,3
20000214385838664,-632.8605214587112,32.0,70.0,0
20000214393365584,-364.94300153673976,27.0,72.0,0
20000214413735012,-319.5293161359726,23.0,91.0,0
20000214440909412,-781.1415352504774,33.0,48.0,0
20000214460370124,-281.6721406084458,36.0,57.0,0
20000215173972510,-929.7780904340739,39.0,68.0,0
20000215180037436,-404.3367788480855,38.0,75.0,0
20000216114185344,-722.0809795736777,41.0,40.0,0
20000216373440176,-706.592333967083,57.0,41.0,0
20000216390712770,-156.36889827302844,32.0,396.0,2
20000216441517480,-939.310260123016,68.0,50.0,3
20000217134359068,-1059.1682725518735,45.0,36.0,0
20000217572439830,-373.90990998242273,43.0,128.0,3
20000219492284200,-554.1066521045343,60.0,69.0,3
20000219590214690,-449.41278786924113,55.0,103.0,3
20000220153583296,-419.9915379166249,39.0,43.0,0
20000220215396576,-485.4445371998642,34.0,53.0,0
20000220300240260,-396.3454210951386,64.0,62.0,3
20000308173279892,-699.3155765072494,28.0,37.0,0
20000308373693200,-146.90244900083536,72.0,131.0,1
20000308402072490,-613.9229515852182,28.0,36.0,0
20000309053111890,-459.2272755423563,40.0,54.0,0
20000309133152868,-1025.8567786660526,24.0,78.0,0
20000309134635360,-614.7836057746491,29.0,47.0,0
20000309142384004,-650.3859366369913,39.0,39.0,0
20000309145991440,-618.5220365948485,25.0,35.0,0
20000309152416908,-221.61762493306398,20.0,341.0,2
20000309161590996,-298.93176487291674,60.0,83.0,3
20000309161741564,-475.3048272224305,28.0,45.0,0
20000309165833116,-234.97079213011142,48.0,48.0,0
20000309170229990,-462.67614695514203,32.0,44.0,0
20000309182381960,-634.7647047816248,29.0,37.0,0
20000309210000776,-1033.8592772165443,26.0,36.0,0
20000309380869064,-685.9227880084161,28.0,122.0,3
20000309402331236,-321.2531136216383,43.0,45.0,0
20000309523879740,-988.4841622770607,57.0,86.0,3
20000309524378388,-1116.222006805214,32.0,71.0,0
20000309524487880,-1258.7087328993002,48.0,73.0,0
20000309525463470,-412.12879620994624,53.0,62.0,3
20000309525860776,-607.2885570324152,53.0,69.0,3
20000309525972856,-599.246058794933,25.0,42.0,0
20000309530620816,-1068.5322485883937,44.0,71.0,0
20000309532847772,-131.88462227361714,34.0,92.0,3
20000309534733204,-365.0587277313782,60.0,76.0,3
20000309575884430,-808.6663375630209,31.0,74.0,0
20000310014132396,-542.7623265070382,113.0,91.0,1
20000310024361216,-957.2082024530825,55.0,70.0,3
20000310102605320,-559.2449935113095,36.0,39.0,0
20000310155262430,-866.6909260807305,42.0,42.0,0
20000310163136570,-470.8366909316489,89.0,74.0,1
20000310190809384,-472.65076141907576,40.0,190.0,2
20000310192502616,-555.33002866448,45.0,273.0,2
20000310194686244,-888.7492444046144,39.0,40.0,0
20000310210804640,-916.1235154217269,66.0,90.0,3
20000310221009536,-295.4810256211821,33.0,40.0,0
20000310292858136,-459.964289863205,34.0,53.0,0
20000310295223612,-600.8143931462499,27.0,47.0,0
20000310295912384,-558.7357494468687,41.0,53.0,0
20000310300133940,-212.82988879680218,36.0,71.0,0
20000310301640824,-438.29102071986557,95.0,115.0,1
20000310301821970,-614.6826605834434,35.0,49.0,0
20000310302564796,-923.257971009147,66.0,105.0,3
20000310305435290,-251.65651454539753,33.0,100.0,3
20000310332742584,-420.92497991387245,39.0,37.0,0
20000310340017496,-727.8895656874085,51.0,198.0,2
20000310352520720,-1306.4334667760388,33.0,45.0,0
20000310360292220,-733.478251656604,36.0,54.0,0
20000310490577630,-596.8295649334109,32.0,38.0,0
20000310491615950,-400.78677813830666,35.0,53.0,0
20000310495580876,-451.4185285323334,43.0,58.0,0
20000310500193030,-1093.5743988927509,26.0,70.0,0
20000310500669660,-710.2778842354015,61.0,61.0,3
20000310502273180,-854.7990225640433,23.0,79.0,0
20000310502456924,-473.0327173445366,70.0,61.0,3
20000310503873910,-668.577159869552,38.0,34.0,0
20000310512377884,-1247.067623304307,30.0,73.0,0
20000310520028750,-493.1614710666519,50.0,100.0,3
20000310540041760,-520.7944045913534,23.0,42.0,0
20000310541468180,-371.2261466916731,30.0,45.0,0
20000310594608960,-343.26368171704706,45.0,79.0,3
20000311002165452,-230.1332018676246,34.0,52.0,0
20000311035369564,-187.33904723045123,41.0,89.0,3
20000311054970664,-1069.8124434615804,28.0,48.0,0
20000311055424096,-1323.0356270328007,20.0,288.0,2
20000311090670360,-337.77731819475497,44.0,53.0,0
20000311092437650,-256.3436897516964,41.0,80.0,3
20000311133136910,-600.1814321598538,50.0,158.0,3
20000311133276084,-419.29048101567497,27.0,113.0,3
20000311151095390,-546.3179300445577,39.0,65.0,0
20000311201905796,-418.52981621767736,45.0,53.0,0
20000311255785932,-1193.2178971504175,28.0,38.0,0
20000311332187736,-610.1663100734376,37.0,39.0,0
20000311342301228,-634.9512538955852,69.0,47.0,3
