# Metadata:
# Import from fhttps://opengamedata.fielddaylab.wisc.edu/data/CRYSTAL/CRYSTAL_20191201_to_20191231_de09c18_proc.zip
# Import from fhttps://opengamedata.fielddaylab.wisc.edu/data/CRYSTAL/CRYSTAL_20200101_to_20200131_de09c18_proc.zip
# *arg* filter_args = {'query_list': ['lvl0_durationInSecs > 0', 'lvl1_durationInSecs > 0', 'lvl2_durationInSecs > 0', 'lvl3_durationInSecs > 0', 'lvl4_durationInSecs > 0', 'QA1_questionCorrect==QA1_questionCorrect'], 'one_query': False, 'fillna': 0, 'verbose': False}
# Query: Intial Shape, output_shape: (9513, 114)
# Query: lvl0_durationInSecs > 0, output_shape: (7039, 114)
# Query: lvl1_durationInSecs > 0, output_shape: (4616, 114)
# Query: lvl2_durationInSecs > 0, output_shape: (3563, 114)
# Query: lvl3_durationInSecs > 0, output_shape: (2681, 114)
# Query: lvl4_durationInSecs > 0, output_shape: (1682, 114)
# Query: QA1_questionCorrect==QA1_questionCorrect, output_shape: (1637, 114)
# Filled NaN with 0
# *arg* new_feat_args = {'verbose': False}
# *arg* lvlfeats = ['avgMoleculeDragDurationInSecs', 'clearBtnPresses', 'moleculeMoveCount', 'singleRotateCount', 'stampRotateCount']
# *arg* lvlrange = range(0, 5)
# *arg* finalfeats = ['sum_lvl_0_to_4_avgMoleculeDragDurationInSecs', 'sum_lvl_0_to_4_clearBtnPresses', 'sum_lvl_0_to_4_moleculeMoveCount', 'sum_lvl_0_to_4_singleRotateCount', 'sum_lvl_0_to_4_stampRotateCount']
# Query: sum_lvl_0_to_4_avgMoleculeDragDurationInSecs < 300, output_shape: (1636, 5)

sessionID,sum_lvl_0_to_4_avgMoleculeDragDurationInSecs,sum_lvl_0_to_4_clearBtnPresses,sum_lvl_0_to_4_moleculeMoveCount,sum_lvl_0_to_4_singleRotateCount,sum_lvl_0_to_4_stampRotateCount
19110216244856800,4.788160042735043,1.0,238.0,63.0,3.0
19110216353638896,7.252845987345986,1.0,82.0,3.0,58.0
19110216421633870,9.436855561307993,1.0,219.0,66.0,36.0
19110216520880584,5.861448717948718,1.0,57.0,0.0,22.0
19110217035046924,9.872989247311825,2.0,105.0,53.0,43.0
19110217111010696,6.778490817837651,8.0,167.0,30.0,60.0
19110217324894708,5.35375624376965,0.0,162.0,34.0,1.0
19110217411177784,4.21731304347826,6.0,166.0,35.0,1.0
19110217573969610,8.782140948275861,0.0,104.0,36.0,0.0
19110218115970330,10.866025076265696,3.0,170.0,72.0,36.0
19110218125897520,5.199790656565657,2.0,131.0,9.0,5.0
19110218210026944,5.586310981156595,4.0,255.0,102.0,16.0
19110218224886148,5.237454027675054,5.0,229.0,55.0,48.0
19110218320728630,7.880216133004925,0.0,127.0,46.0,28.0
19110218582426736,6.291527564102563,0.0,88.0,35.0,23.0
19110219383297972,9.308220179820179,2.0,100.0,14.0,37.0
19110220001392976,9.591785029346187,0.0,314.0,189.0,48.0
19110220045298564,7.962074358974358,0.0,47.0,17.0,5.0
19110220074446230,5.674900562727574,5.0,146.0,18.0,25.0
19110220154616068,8.323352270466286,0.0,180.0,28.0,0.0
19110220423636010,5.066268764809294,4.0,485.0,97.0,0.0
19110220461341370,12.330866271529889,6.0,104.0,0.0,47.0
19110220515899150,7.012799511599511,0.0,57.0,9.0,29.0
19110220530888730,9.579982142857142,0.0,53.0,0.0,7.0
19110221593954296,4.567701672665191,7.0,252.0,40.0,80.0
19110222045983090,9.038412354073625,5.0,260.0,41.0,57.0
19110308022028310,6.761626932030593,3.0,189.0,29.0,29.0
19110308054087730,5.943799213179248,3.0,200.0,99.0,30.0
19110308142425144,10.024204629413141,0.0,103.0,16.0,0.0
19110308194874500,8.82625824978204,1.0,112.0,29.0,6.0
19110308255601050,7.957930952380953,1.0,66.0,19.0,14.0
19110308324525944,10.823591427068324,5.0,209.0,113.0,6.0
19110308325551916,8.230814986290548,3.0,144.0,11.0,9.0
19110308343216970,9.714532640258819,5.0,166.0,7.0,51.0
19110308345961084,8.425886202222825,7.0,145.0,31.0,96.0
19110308353731430,10.725414285714287,0.0,69.0,19.0,13.0
19110308354911950,8.933852340252342,0.0,128.0,56.0,27.0
19110308355000864,7.395789705882353,5.0,153.0,49.0,37.0
19110308371888124,9.959503623188406,5.0,91.0,7.0,37.0
19110308420263216,11.171916666666666,1.0,46.0,9.0,22.0
19110309222901600,5.635715932669362,4.0,191.0,47.0,30.0
19110309281241770,8.551984131043723,0.0,75.0,12.0,25.0
19110309302380064,10.813687394957984,0.0,69.0,13.0,15.0
19110309320846770,7.088850000000001,2.0,56.0,0.0,13.0
19110309321544196,9.244172550942574,0.0,130.0,17.0,12.0
19110309352686828,6.288617179487179,2.0,66.0,14.0,0.0
19110309480101056,10.368560606060607,5.0,164.0,7.0,191.0
19110309485152988,5.404864694672833,9.0,212.0,77.0,42.0
19110309514050916,7.456269399688148,3.0,185.0,45.0,18.0
19110309571231332,8.148175465838507,0.0,107.0,1.0,72.0
19110310001292360,13.593785984848484,0.0,77.0,1.0,32.0
19110310033407450,10.972984883949005,0.0,101.0,6.0,62.0
19110310062583130,6.7704459753054556,11.0,287.0,39.0,150.0
19110310064877630,7.716542278679765,0.0,237.0,26.0,52.0
19110310141125976,7.922293265793266,1.0,140.0,31.0,4.0
19110310144271816,9.92672663610899,2.0,78.0,0.0,29.0
19110310145976456,6.57782564102564,0.0,69.0,8.0,43.0
19110310363297024,8.162488705738706,0.0,59.0,14.0,3.0
19110310522487860,8.153116594516595,0.0,62.0,22.0,75.0
19110310534283156,5.703554734576757,3.0,118.0,63.0,24.0
19110310544431520,11.413598777348778,3.0,136.0,42.0,3.0
19110310571067224,5.9283197278911555,2.0,120.0,39.0,38.0
19110310572856564,7.614845785586962,0.0,99.0,17.0,11.0
19110310583161284,10.668529093701997,1.0,113.0,28.0,44.0
19110310583863320,6.552355042016808,0.0,63.0,7.0,37.0
19110310584135624,12.819329393939393,2.0,72.0,28.0,6.0
19110310585930424,8.520703038052373,0.0,113.0,41.0,34.0
19110310592552016,5.528539862155389,0.0,118.0,29.0,12.0
19110310594762176,5.868947179802956,0.0,123.0,42.0,38.0
19110311021726136,10.08252290504753,4.0,153.0,52.0,32.0
19110311023526340,4.631459482851889,0.0,120.0,51.0,12.0
19110311030729976,11.371215899056011,2.0,141.0,47.0,47.0
19110311041604744,9.155559287370863,0.0,75.0,7.0,12.0
19110311042828450,11.883095238095237,0.0,54.0,9.0,17.0
19110311051812644,7.434862220496895,0.0,85.0,2.0,43.0
19110311063783320,8.315657981922689,1.0,215.0,60.0,48.0
19110311063970444,10.162202564102564,0.0,101.0,48.0,0.0
19110311091610190,11.580020833333334,2.0,60.0,0.0,28.0
19110311144839590,5.834710009628711,9.0,254.0,50.0,57.0
19110311153149384,9.501862623594745,15.0,204.0,34.0,92.0
19110311180210548,10.412298885099347,1.0,184.0,38.0,103.0
19110311181689864,6.323268018018018,8.0,171.0,59.0,81.0
19110311184083456,12.982703436845233,1.0,117.0,21.0,45.0
19110311185503276,10.937007680491552,2.0,84.0,18.0,11.0
19110311203173270,10.239664369256475,0.0,73.0,18.0,14.0
19110311205386948,10.774125027413783,15.0,206.0,38.0,73.0
19110311271415200,9.852026496057135,0.0,112.0,27.0,16.0
19110311273476190,8.409944642857145,0.0,79.0,20.0,14.0
19110311294047256,8.781385294117648,3.0,93.0,26.0,19.0
19110311304831336,9.68137844611529,0.0,81.0,10.0,26.0
19110311312994236,9.294765863997112,9.0,182.0,9.0,74.0
19110311313865960,9.172714285714285,0.0,52.0,0.0,20.0
19110311322035308,7.2668573971078985,0.0,122.0,34.0,12.0
19110311324492584,9.308942673444978,4.0,185.0,58.0,89.0
19110311330307204,10.517512820512822,0.0,79.0,1.0,15.0
19110311330346456,9.355284989858013,6.0,113.0,6.0,49.0
19110311344009570,10.142307821954233,0.0,176.0,29.0,47.0
19110311372071476,7.575836996336998,1.0,74.0,9.0,31.0
19110311410294028,13.086151282051281,0.0,110.0,12.0,66.0
19110311452680480,8.765870680489101,0.0,120.0,18.0,29.0
19110311462857532,4.0863547619047615,2.0,76.0,12.0,13.0
19110311475364504,12.282492503217505,2.0,143.0,64.0,60.0
19110311542054250,7.225956866662749,0.0,111.0,29.0,56.0
19110311590305820,9.153868292682926,0.0,99.0,30.0,10.0
19110312031257988,5.110948321701562,1.0,140.0,77.0,6.0
19110312042751744,7.719820554885773,2.0,287.0,80.0,29.0
19110312053345824,7.50333128163546,4.0,145.0,25.0,54.0
19110312255354504,6.383197701149424,1.0,123.0,37.0,29.0
19110312350893540,6.697968137254902,0.0,95.0,34.0,13.0
19110312391226080,9.3045,0.0,95.0,47.0,9.0
19110312473505390,6.758991329241329,2.0,116.0,48.0,28.0
19110312490516590,5.4347522644927535,0.0,97.0,19.0,18.0
19110313020079804,8.10507573099415,0.0,79.0,10.0,30.0
19110313032339590,12.507034379055606,6.0,136.0,52.0,8.0
19110313044495476,38.11419926739928,0.0,138.0,32.0,23.0
19110313103050136,7.220273722673722,0.0,124.0,80.0,0.0
19110313104580724,9.117254603059777,2.0,140.0,50.0,24.0
19110313104619596,6.827639620905411,1.0,166.0,28.0,31.0
19110313183197710,4.742946837975621,0.0,152.0,99.0,7.0
19110313251358424,9.711045354239257,2.0,115.0,2.0,53.0
19110313310166356,6.944066666666665,1.0,63.0,12.0,31.0
19110313323067790,15.252205448717946,2.0,67.0,0.0,58.0
19110313363609864,6.44572619047619,0.0,92.0,18.0,35.0
19110313390039292,3.968180833439531,7.0,267.0,48.0,5.0
19110313413578216,6.596095523483366,5.0,131.0,59.0,34.0
19110313464328640,7.478741364280267,0.0,171.0,36.0,90.0
19110313484524868,8.903329716024341,6.0,117.0,26.0,24.0
19110313492485876,10.08185332043843,5.0,282.0,86.0,135.0
19110313493208748,10.698110026410113,0.0,145.0,115.0,29.0
19110313511384268,9.095405811849842,0.0,171.0,48.0,5.0
19110313512168456,6.562566223245416,3.0,135.0,7.0,77.0
19110313515658828,7.105512885262886,0.0,95.0,19.0,28.0
19110313523296770,10.342635971055088,0.0,70.0,4.0,21.0
19110314082970948,7.0383531630068745,1.0,121.0,42.0,69.0
19110314173714812,10.095969155844156,0.0,84.0,18.0,3.0
19110314210362556,4.442463536039512,0.0,150.0,29.0,7.0
19110314234206704,6.267722868797869,13.0,191.0,64.0,77.0
19110314252043890,4.703864484930274,0.0,86.0,17.0,21.0
19110314273367176,3.9037548176461216,6.0,249.0,120.0,30.0
19110314411123644,7.293290578597031,0.0,109.0,46.0,39.0
19110314500120676,6.899538194444443,0.0,89.0,28.0,11.0
19110314504615092,12.32411111111111,0.0,95.0,41.0,0.0
19110314534805924,10.75274620279146,3.0,109.0,29.0,35.0
19110314535625708,11.488033916083916,3.0,127.0,35.0,28.0
19110314583138104,9.736487459599223,0.0,53.0,0.0,11.0
19110315004171700,10.208598290598289,0.0,103.0,21.0,48.0
19110315030828228,9.012559829059828,0.0,52.0,4.0,24.0
19110315054195310,8.906772831050228,6.0,134.0,25.0,106.0
19110315060696790,9.780646666666666,4.0,94.0,17.0,56.0
19110315064988240,7.810754526181181,0.0,123.0,22.0,28.0
19110315143650610,9.141353146853147,0.0,64.0,4.0,34.0
19110315190677364,10.117025691699604,2.0,98.0,21.0,7.0
19110315232952896,7.702308768472907,0.0,100.0,14.0,0.0
19110315282949396,13.654203684304772,3.0,300.0,120.0,41.0
19110315481451244,9.975901599587202,2.0,180.0,52.0,0.0
19110316012681160,7.05795,0.0,52.0,1.0,28.0
19110316112138430,10.349691468253969,1.0,74.0,9.0,41.0
19110316153479530,8.997094315762286,0.0,131.0,12.0,42.0
19110316204677776,9.981940429197994,2.0,136.0,39.0,33.0
19110316262564604,9.214947888386124,0.0,124.0,0.0,80.0
19110316294636612,9.82808108974359,3.0,72.0,14.0,44.0
19110316331669264,7.873295697225149,1.0,128.0,43.0,43.0
19110316351744836,9.86740337040518,0.0,212.0,92.0,120.0
19110316424887144,8.503824908424908,4.0,138.0,39.0,15.0
19110316531380124,7.066513938422494,2.0,104.0,30.0,32.0
19110317040645228,8.174541666666666,0.0,105.0,25.0,14.0
19110318090226704,4.917911255411255,1.0,133.0,4.0,35.0
19110318190761228,12.1457004985755,0.0,62.0,14.0,0.0
19110318442212656,8.415798237476809,0.0,132.0,18.0,0.0
19110318450423120,8.25829225214676,0.0,164.0,27.0,31.0
19110319390225216,5.422849362410469,2.0,188.0,95.0,73.0
19110319542500948,6.651317577940267,0.0,178.0,23.0,84.0
19110320331915924,5.855355178155178,0.0,80.0,4.0,86.0
19110320342116004,6.82672741841492,5.0,150.0,7.0,81.0
19110320381787356,6.628810714285714,2.0,187.0,119.0,61.0
19110321041881796,6.0460176767676765,0.0,100.0,24.0,1.0
19110321091560600,7.822205231829573,1.0,80.0,20.0,14.0
19110321351815530,6.494436203208556,3.0,116.0,41.0,2.0
19110406202958456,13.018720797720796,3.0,69.0,13.0,39.0
19110407444662100,9.973895093186101,1.0,102.0,17.0,13.0
19110407463583776,6.598085897435897,0.0,55.0,2.0,30.0
19110407594851490,13.194606153846156,0.0,84.0,44.0,0.0
19110408045935984,7.063214052287582,1.0,57.0,2.0,25.0
19110408254425430,9.22667365079365,0.0,65.0,2.0,14.0
19110408280264084,6.595709949504854,1.0,193.0,76.0,16.0
19110408281522100,6.398593287037037,0.0,89.0,26.0,13.0
19110408294478230,7.253294685990338,0.0,80.0,14.0,26.0
19110408313365830,10.495831653225807,0.0,132.0,22.0,64.0
19110408314119336,12.806913382594418,0.0,100.0,4.0,71.0
19110408415808356,9.557617453135101,1.0,97.0,38.0,28.0
19110408441714108,6.297782312925171,5.0,107.0,7.0,15.0
19110408463746464,8.841345609859594,6.0,245.0,75.0,10.0
19110408515933948,7.465481300473405,3.0,141.0,38.0,51.0
19110408562152110,9.534738095238094,0.0,53.0,1.0,3.0
19110409024227290,4.332988086495308,0.0,108.0,28.0,12.0
19110409122277956,10.246273611111112,0.0,71.0,4.0,59.0
19110409125377920,7.164526533818001,1.0,136.0,61.0,17.0
19110409134998110,12.059204816017317,0.0,72.0,14.0,35.0
19110409165539236,5.353311160714286,0.0,172.0,43.0,17.0
19110409174751460,6.975244365244366,0.0,105.0,39.0,33.0
19110409175551904,4.961789365240023,4.0,164.0,30.0,17.0
19110409182074976,6.157155677655678,1.0,167.0,112.0,2.0
19110409184092348,6.8298038352128145,0.0,132.0,27.0,0.0
19110409184486844,12.58149434947768,11.0,258.0,91.0,97.0
19110409195296692,5.602789600698577,1.0,115.0,5.0,10.0
19110409195988452,10.638947342995168,3.0,99.0,8.0,57.0
19110409234785304,7.810021367521367,2.0,149.0,51.0,6.0
19110409300802196,5.979906926406926,0.0,60.0,8.0,24.0
19110409390942576,9.192029066985647,7.0,118.0,14.0,56.0
19110409424408336,6.126321805304401,2.0,161.0,64.0,25.0
19110409442552544,7.735606426182511,4.0,106.0,15.0,31.0
19110409452602136,6.666099810189809,1.0,201.0,45.0,23.0
19110409553233124,14.686017374517375,2.0,123.0,33.0,49.0
19110409583829544,11.549002651515153,9.0,161.0,21.0,24.0
19110410000262530,13.074155282234106,0.0,126.0,43.0,0.0
19110410071906864,6.126576183795325,5.0,148.0,27.0,50.0
19110410213464224,4.815262991910051,1.0,81.0,4.0,21.0
19110410241095350,8.260458333333334,2.0,73.0,25.0,16.0
19110410303547296,10.248148412698413,2.0,79.0,6.0,22.0
19110410345818960,7.1849926424150565,3.0,77.0,4.0,41.0
19110410355121376,5.532935096153845,6.0,110.0,11.0,17.0
19110410370205684,9.196728057889821,0.0,71.0,33.0,16.0
19110410375149172,8.100880215243992,0.0,119.0,21.0,5.0
19110410392550350,6.293046095571095,1.0,85.0,31.0,25.0
19110410440897064,7.66963509984639,1.0,79.0,1.0,7.0
19110410572043810,8.529128773253774,1.0,87.0,22.0,11.0
19110411043589644,13.701465659340661,1.0,63.0,2.0,40.0
19110411101570864,11.302128030303031,0.0,90.0,4.0,0.0
19110411124167184,6.153307051282051,0.0,50.0,1.0,6.0
19110411203530484,10.433477961299463,0.0,120.0,23.0,70.0
19110411225484668,9.176435714285713,2.0,91.0,10.0,33.0
19110411230789456,8.37685897543971,0.0,157.0,47.0,1.0
19110411243900160,8.550723356009073,3.0,174.0,35.0,89.0
19110411304771730,8.613847944963215,0.0,105.0,1.0,28.0
19110411305090110,4.91858779293801,0.0,187.0,96.0,13.0
19110411325563140,5.015025933953015,0.0,284.0,84.0,1.0
19110411355726064,6.405927872654438,1.0,100.0,26.0,0.0
19110411373590156,7.834724477235634,0.0,82.0,18.0,3.0
19110411582351444,9.502738095238097,0.0,91.0,34.0,15.0
19110412024274252,8.85265831043956,1.0,111.0,59.0,17.0
19110412220394750,8.113164215686275,1.0,96.0,18.0,2.0
19110412234941024,8.283213964756417,6.0,114.0,13.0,55.0
19110412235621184,7.779720187533747,1.0,181.0,46.0,8.0
19110412280329970,7.179114583333333,4.0,126.0,63.0,1.0
19110412280373384,6.2999350845410635,0.0,75.0,8.0,25.0
19110412282657236,9.301546918767507,1.0,149.0,35.0,12.0
19110412284451784,6.866157232704402,0.0,135.0,20.0,8.0
19110412312911770,8.095002818189247,24.0,456.0,129.0,63.0
19110412325760136,7.354503529456654,5.0,259.0,88.0,0.0
19110412342808036,11.01585931372549,0.0,68.0,5.0,20.0
19110412350736180,9.016873832767402,0.0,183.0,86.0,92.0
19110412353335350,6.195185391363023,2.0,91.0,12.0,77.0
19110412394565870,11.366632425108033,1.0,148.0,3.0,73.0
19110412394926290,7.86992829296452,1.0,234.0,108.0,21.0
19110412403782772,7.121930952380952,0.0,72.0,8.0,37.0
19110412410461180,7.278424458204335,0.0,88.0,39.0,17.0
19110412421874692,7.519847619047618,2.0,71.0,5.0,13.0
19110412424723956,9.602886458831023,8.0,95.0,0.0,42.0
19110412452796090,8.555948408673814,0.0,128.0,27.0,0.0
19110412475945530,7.849462857142857,0.0,159.0,69.0,39.0
19110412481946476,13.696797674371203,2.0,91.0,30.0,0.0
19110412483289316,11.480745802214098,6.0,159.0,35.0,36.0
19110412525049790,11.504379901960784,2.0,72.0,24.0,27.0
19110412533476750,9.252095289024702,2.0,91.0,12.0,77.0
19110412560470680,9.923708241758241,2.0,64.0,12.0,21.0
19110413060710868,7.956975549602588,7.0,415.0,99.0,21.0
19110413072615760,11.499491379310344,0.0,126.0,26.0,40.0
19110413085708196,5.947435052910053,2.0,80.0,4.0,24.0
19110413104047892,6.369811732824844,12.0,332.0,85.0,27.0
19110413132862124,5.381977979384955,0.0,169.0,89.0,8.0
19110413173647280,6.324296345811052,6.0,136.0,53.0,16.0
19110413221618716,7.297245169082125,2.0,135.0,11.0,23.0
19110413402997480,8.495238553113552,2.0,54.0,0.0,33.0
19110413450352184,8.881060162601626,2.0,86.0,6.0,48.0
19110413455052892,8.706446935406735,0.0,142.0,13.0,90.0
19110413500212910,11.67867196969697,18.0,233.0,91.0,81.0
19110413534258160,5.4154604823656545,0.0,112.0,24.0,44.0
19110413562222540,7.85447699562917,2.0,98.0,11.0,57.0
19110413572062780,8.148420152946468,0.0,100.0,26.0,13.0
19110413581063030,7.464250087077672,2.0,157.0,93.0,54.0
19110413584152024,11.028710073529412,7.0,145.0,27.0,98.0
19110413590193536,9.262374056153218,3.0,167.0,68.0,20.0
19110413591100824,10.481454078947367,0.0,172.0,40.0,80.0
19110413595193930,7.384206813186814,8.0,77.0,1.0,46.0
19110414003982390,8.307807526361008,1.0,173.0,53.0,1.0
19110414021042544,5.348909312010662,0.0,186.0,42.0,26.0
19110414041524780,10.16444608648057,6.0,100.0,0.0,21.0
19110414053810984,7.368744589308997,0.0,149.0,39.0,0.0
19110414060856860,9.949613639595443,2.0,94.0,25.0,27.0
19110414134774092,7.201402785145889,1.0,83.0,11.0,18.0
19110414271997380,6.9474047101745215,6.0,238.0,104.0,111.0
19110414350009524,7.873095816153785,0.0,301.0,141.0,5.0
19110414415900500,8.53914279106858,3.0,175.0,8.0,61.0
19110414452914460,6.557330900712344,3.0,191.0,63.0,34.0
19110414484538650,9.184980028177279,3.0,171.0,54.0,62.0
19110414551770496,6.000051477692527,5.0,227.0,71.0,64.0
19110414575091420,8.601637588740383,0.0,291.0,51.0,68.0
19110414580277400,7.978411652661064,0.0,150.0,28.0,0.0
19110414592839464,10.108060130718954,7.0,118.0,0.0,93.0
19110414593661716,10.92851342683192,1.0,165.0,62.0,6.0
19110415002261910,8.044372163704189,0.0,113.0,45.0,24.0
19110415005486136,8.731457895365503,4.0,104.0,36.0,1.0
19110415010440696,10.359922115384613,0.0,97.0,23.0,5.0
19110415020207096,12.620820390076489,4.0,165.0,77.0,11.0
19110415020702084,8.129809428744274,9.0,162.0,37.0,0.0
19110415034355228,10.822889751552795,1.0,122.0,19.0,48.0
19110415034725550,8.477441113053613,1.0,118.0,21.0,29.0
19110415045106664,7.593722946224354,6.0,158.0,22.0,69.0
19110415052680240,7.769416558441559,0.0,82.0,9.0,9.0
19110415093301160,6.649252563226248,0.0,96.0,44.0,28.0
19110415135446944,13.345334656084658,0.0,67.0,0.0,38.0
19110415225656370,7.743103463518446,0.0,160.0,9.0,109.0
19110415231120624,12.357318064182193,5.0,94.0,0.0,84.0
19110415521037348,6.661722222222223,2.0,92.0,10.0,104.0
19110415562418124,8.197871336996338,1.0,125.0,68.0,85.0
19110416002258800,11.112308278677846,0.0,179.0,65.0,58.0
19110416211952200,10.128882838721074,0.0,186.0,50.0,89.0
19110416294017504,8.93672982017982,1.0,99.0,17.0,49.0
19110417010962970,8.629906909136071,0.0,362.0,165.0,61.0
19110417025423828,7.770318518518518,0.0,163.0,46.0,62.0
19110417322606084,10.558956376518218,0.0,93.0,28.0,0.0
19110417415644930,7.786074999999999,0.0,83.0,0.0,18.0
19110418134973056,9.474695488721807,0.0,55.0,0.0,11.0
19110418381749292,12.710418571428573,0.0,66.0,1.0,5.0
19110420143086670,8.003030713198521,1.0,124.0,13.0,19.0
19110420350243104,8.528538609240222,0.0,76.0,25.0,19.0
19110421004171824,7.102528215654077,1.0,153.0,54.0,44.0
19110421525620070,5.430375062845652,0.0,68.0,3.0,23.0
19110506513895024,20.913495238095237,3.0,76.0,8.0,69.0
19110507093957748,9.74205848544772,0.0,209.0,113.0,8.0
19110507315597510,5.499081129015912,7.0,143.0,13.0,31.0
19110508110859784,7.219723443223443,0.0,85.0,16.0,25.0
19110508141248988,11.856116227815935,1.0,144.0,19.0,85.0
19110508192360136,11.611384230769232,13.0,159.0,8.0,89.0
19110508332800816,7.957578601055807,0.0,136.0,6.0,19.0
19110508360822790,9.40261582018718,0.0,174.0,28.0,30.0
19110508383366470,8.704594630369629,0.0,171.0,0.0,6.0
19110508391233264,8.013401675902797,1.0,133.0,35.0,31.0
19110508430439660,8.707084096459097,1.0,65.0,2.0,34.0
19110508533846132,7.249230158730158,0.0,167.0,22.0,46.0
19110508554983296,7.4351860764610755,2.0,145.0,65.0,39.0
19110508555907052,7.620763492063492,0.0,104.0,1.0,3.0
19110508560048264,7.614772841398199,0.0,111.0,25.0,66.0
19110508560295108,7.822516666666667,0.0,84.0,14.0,34.0
19110508560419188,13.266598958333333,6.0,136.0,41.0,33.0
19110508560468810,12.402837912087909,1.0,72.0,14.0,45.0
19110508561023864,9.343245887445885,2.0,93.0,17.0,47.0
19110508561029336,10.370772127872128,0.0,104.0,18.0,5.0
19110508561186972,10.923462770562772,2.0,75.0,1.0,78.0
19110508571549980,7.045395833333333,0.0,71.0,2.0,20.0
19110508580397230,9.567601143596935,0.0,79.0,21.0,38.0
19110508581376790,8.230980705792097,8.0,232.0,35.0,111.0
19110508594699950,10.072540293040293,4.0,85.0,7.0,69.0
19110509000736144,6.914634795321637,3.0,81.0,35.0,45.0
19110509004191216,5.087456140350877,0.0,144.0,35.0,53.0
19110509015337576,9.307408245614035,1.0,121.0,29.0,34.0
19110509031261056,7.990959974747475,0.0,73.0,13.0,32.0
19110509032565684,10.431165773809525,3.0,106.0,7.0,45.0
19110509032708720,12.824099732262383,0.0,142.0,8.0,9.0
19110509043045420,10.65239424414927,2.0,149.0,48.0,68.0
19110509044959892,8.320233021458828,2.0,149.0,72.0,34.0
19110509064028530,8.810779234693879,1.0,133.0,19.0,59.0
19110509094484440,13.211609400656812,4.0,129.0,37.0,51.0
19110509111534550,11.702211977238447,2.0,134.0,54.0,11.0
19110509114437584,11.814376602564103,1.0,62.0,1.0,29.0
19110509130696560,4.991090659340659,2.0,112.0,45.0,15.0
19110509160682550,7.138166971916972,0.0,98.0,14.0,16.0
19110509185755800,9.048209009009009,2.0,144.0,71.0,32.0
19110509231464468,9.892515340954194,0.0,163.0,24.0,111.0
19110509251767148,8.806036647992531,1.0,99.0,20.0,44.0
19110509255725200,7.607863095238095,0.0,65.0,11.0,12.0
19110509352288844,9.149821873609257,5.0,331.0,87.0,34.0
19110509415828504,12.67559753247895,11.0,205.0,28.0,35.0
19110509470421770,10.304905205489124,0.0,110.0,38.0,0.0
19110509471154150,6.012114174397033,0.0,149.0,76.0,12.0
19110509480115440,8.53607331228582,20.0,203.0,12.0,175.0
19110509491138690,7.912768225238814,0.0,100.0,25.0,67.0
19110509521502244,10.967579564114045,3.0,83.0,0.0,33.0
19110510034985120,6.9384502314814815,3.0,117.0,4.0,20.0
19110510064839920,6.622564698459435,3.0,157.0,39.0,46.0
19110510073055996,6.601868943246817,0.0,221.0,101.0,33.0
19110510191398972,9.827524154589371,0.0,79.0,15.0,25.0
19110510195957616,5.114482142857144,0.0,79.0,2.0,38.0
19110510223832190,5.206760703681148,0.0,142.0,89.0,29.0
19110510280782824,8.561183553476425,3.0,191.0,51.0,61.0
19110510281706590,7.939554667028102,0.0,130.0,34.0,33.0
19110510281890516,8.18545467668708,0.0,217.0,125.0,10.0
19110510282692244,11.287932907471934,8.0,141.0,0.0,33.0
19110510284620296,8.03484036362674,6.0,201.0,29.0,109.0
19110510294987916,8.694796717171718,0.0,85.0,20.0,0.0
19110510303370944,12.254566111308046,1.0,89.0,22.0,0.0
19110510321053124,7.614781201550388,0.0,128.0,11.0,33.0
19110510323764400,8.579236842105264,0.0,67.0,16.0,37.0
19110510431468370,8.275066802701943,0.0,149.0,30.0,25.0
19110510541418856,10.994447245564892,0.0,67.0,1.0,27.0
19110511083383904,11.153853401142227,0.0,137.0,31.0,12.0
19110511102508440,9.96176155457009,4.0,197.0,57.0,41.0
19110511102806750,9.486935476288417,0.0,72.0,16.0,0.0
19110511151394210,8.158689393939394,0.0,64.0,0.0,18.0
19110511212289180,9.60061858974359,1.0,61.0,4.0,30.0
19110511241431744,8.182281144164758,3.0,86.0,3.0,11.0
19110511242514628,8.652761547292025,4.0,178.0,75.0,49.0
19110511252261090,8.405044707923654,0.0,90.0,31.0,0.0
19110511275979210,5.920309298109298,0.0,61.0,35.0,1.0
19110511312808636,7.300630469949853,0.0,176.0,43.0,24.0
19110511344666936,9.918995228455756,0.0,83.0,3.0,5.0
19110511365751880,8.875722085579515,1.0,183.0,40.0,30.0
19110511400376040,11.833421098104793,4.0,116.0,10.0,36.0
19110511460019160,8.409522086247085,0.0,56.0,5.0,20.0
19110511531880110,12.053644444444444,0.0,82.0,5.0,26.0
19110511555920476,9.612656532237567,9.0,121.0,12.0,50.0
19110512073617570,5.539410212888377,1.0,180.0,96.0,10.0
19110512114701788,11.00747303921569,0.0,98.0,8.0,3.0
19110512211235390,5.85301921997102,7.0,366.0,98.0,72.0
19110512351016600,9.212922993672993,4.0,96.0,31.0,10.0
19110512465702948,6.447948414014146,1.0,155.0,26.0,18.0
19110512481683416,7.865120567722916,1.0,114.0,38.0,2.0
19110512542336640,6.446531797853309,3.0,239.0,48.0,15.0
19110512570504788,6.668747826086957,2.0,91.0,19.0,2.0
19110513081427776,7.0542071291763,2.0,117.0,4.0,65.0
