# Metadata:
# Import from fhttps://opengamedata.fielddaylab.wisc.edu/data/CRYSTAL/CRYSTAL_20191201_to_20191231_de09c18_proc.zip
# Import from fhttps://opengamedata.fielddaylab.wisc.edu/data/CRYSTAL/CRYSTAL_20200101_to_20200131_de09c18_proc.zip
# *arg* filter_args = {'query_list': ['lvl0_durationInSecs > 0', 'lvl1_durationInSecs > 0', 'lvl2_durationInSecs > 0', 'lvl3_durationInSecs > 0', 'lvl4_durationInSecs > 0', 'QA1_questionCorrect==QA1_questionCorrect', '((lvl0_finalScore != lvl0_finalScore) | (lvl0_completesCount != lvl0_completesCount) | ~((lvl0_finalScore == 0) & (lvl0_completesCount > 0)))', '((lvl1_finalScore != lvl1_finalScore) | (lvl1_completesCount != lvl1_completesCount) | ~((lvl1_finalScore == 0) & (lvl1_completesCount > 0)))', '((lvl2_finalScore != lvl2_finalScore) | (lvl2_completesCount != lvl2_completesCount) | ~((lvl2_finalScore == 0) & (lvl2_completesCount > 0)))', '((lvl3_finalScore != lvl3_finalScore) | (lvl3_completesCount != lvl3_completesCount) | ~((lvl3_finalScore == 0) & (lvl3_completesCount > 0)))', '((lvl4_finalScore != lvl4_finalScore) | (lvl4_completesCount != lvl4_completesCount) | ~((lvl4_finalScore == 0) & (lvl4_completesCount > 0)))'], 'one_query': False, 'fillna': 0, 'verbose': False}
# Query: Intial Shape, output_shape: (9513, 114)
# Query: lvl0_durationInSecs > 0, output_shape: (7039, 114)
# Query: lvl1_durationInSecs > 0, output_shape: (4616, 114)
# Query: lvl2_durationInSecs > 0, output_shape: (3563, 114)
# Query: lvl3_durationInSecs > 0, output_shape: (2681, 114)
# Query: lvl4_durationInSecs > 0, output_shape: (1682, 114)
# Query: QA1_questionCorrect==QA1_questionCorrect, output_shape: (1637, 114)
# Query: ((lvl0_finalScore != lvl0_finalScore) | (lvl0_completesCount != lvl0_completesCount) | ~((lvl0_finalScore == 0) & (lvl0_completesCount > 0))), output_shape: (1634, 114)
# Query: ((lvl1_finalScore != lvl1_finalScore) | (lvl1_completesCount != lvl1_completesCount) | ~((lvl1_finalScore == 0) & (lvl1_completesCount > 0))), output_shape: (1633, 114)
# Query: ((lvl2_finalScore != lvl2_finalScore) | (lvl2_completesCount != lvl2_completesCount) | ~((lvl2_finalScore == 0) & (lvl2_completesCount > 0))), output_shape: (1626, 114)
# Query: ((lvl3_finalScore != lvl3_finalScore) | (lvl3_completesCount != lvl3_completesCount) | ~((lvl3_finalScore == 0) & (lvl3_completesCount > 0))), output_shape: (1623, 114)
# Query: ((lvl4_finalScore != lvl4_finalScore) | (lvl4_completesCount != lvl4_completesCount) | ~((lvl4_finalScore == 0) & (lvl4_completesCount > 0))), output_shape: (1576, 114)
# Filled NaN with 0
# *arg* new_feat_args = {'verbose': False}
# *arg* lvlfeats = ['finalScore']
# *arg* lvlrange = range(0, 5)
# *arg* finalfeats = ['QA0_questionCorrect', 'QA1_questionCorrect', 'sum_lvl_0_to_4_finalScore']

sessionID,QA0_questionCorrect,QA1_questionCorrect,sum_lvl_0_to_4_finalScore
19110310534283156,1.0,1.0,212.0
19110310544431520,1.0,1.0,167.0
19110310571067224,1.0,1.0,194.0
19110310572856564,0.0,0.0,197.0
19110310583161284,1.0,1.0,233.0
19110310583863320,0.0,1.0,252.0
19110310584135624,1.0,1.0,284.0
19110310585930424,1.0,1.0,236.0
19110310592552016,0.0,1.0,164.0
19110310594762176,1.0,1.0,185.0
19110311021726136,0.0,0.0,210.0
19110311030729976,0.0,0.0,148.0
19110311041604744,0.0,0.0,217.0
19110311042828450,0.0,1.0,284.0
19110311051812644,1.0,1.0,228.0
19110311063783320,1.0,1.0,197.0
19110311063970444,0.0,1.0,284.0
19110311091610190,1.0,1.0,258.0
19110311153149384,0.0,1.0,182.0
19110311181689864,1.0,1.0,132.0
19110311184083456,1.0,1.0,179.0
19110311185503276,1.0,1.0,260.0
19110311203173270,1.0,0.0,204.0
19110311205386948,1.0,1.0,284.0
19110311271415200,1.0,0.0,196.0
19110311294047256,0.0,0.0,204.0
19110311304831336,1.0,1.0,218.0
19110311312994236,1.0,1.0,183.0
19110311313865960,0.0,1.0,276.0
19110311322035308,1.0,1.0,204.0
19110311324492584,1.0,1.0,180.0
19110311330307204,1.0,1.0,252.0
19110311330346456,0.0,1.0,159.0
19110311372071476,1.0,1.0,284.0
19110311410294028,1.0,1.0,179.0
19110311452680480,1.0,1.0,184.0
19110311462857532,1.0,1.0,284.0
19110311475364504,1.0,1.0,204.0
19110311542054250,0.0,1.0,170.0
19110311590305820,0.0,0.0,170.0
19110312031257988,0.0,1.0,152.0
19110312042751744,0.0,1.0,223.0
19110312053345824,0.0,1.0,205.0
19110312255354504,1.0,1.0,204.0
19110312350893540,0.0,0.0,171.0
19110312391226080,1.0,1.0,132.0
19110312473505390,1.0,1.0,147.0
19110312490516590,0.0,1.0,191.0
19110313020079804,0.0,0.0,196.0
19110313103050136,1.0,1.0,210.0
19110313104580724,1.0,1.0,168.0
19110313104619596,1.0,0.0,174.0
19110313183197710,0.0,0.0,158.0
19110313251358424,1.0,0.0,232.0
19110313312240760,1.0,1.0,200.0
19110313323067790,1.0,0.0,205.0
19110313363609864,1.0,0.0,284.0
19110313390039292,0.0,0.0,252.0
19110313413578216,0.0,1.0,210.0
19110313464328640,1.0,1.0,189.0
19110313484524868,0.0,1.0,196.0
19110313492485876,0.0,0.0,195.0
19110313493208748,1.0,1.0,200.0
19110313512168456,1.0,1.0,182.0
19110313515658828,0.0,0.0,210.0
19110313523296770,0.0,0.0,151.0
19110314082970948,1.0,1.0,132.0
19110314173714812,1.0,1.0,240.0
19110314210362556,1.0,1.0,284.0
19110314234206704,1.0,1.0,180.0
19110314252043890,1.0,1.0,284.0
19110314273367176,0.0,0.0,197.0
19110314411123644,0.0,0.0,175.0
19110314500120676,1.0,1.0,204.0
19110314504615092,1.0,1.0,284.0
19110314534805924,1.0,1.0,194.0
19110314535625708,1.0,1.0,221.0
19110314583138104,1.0,1.0,252.0
19110315004171700,1.0,1.0,204.0
19110315030828228,1.0,1.0,180.0
19110315054195310,1.0,1.0,204.0
19110315060696790,0.0,0.0,236.0
19110315064988240,0.0,1.0,215.0
19110315143650610,1.0,1.0,156.0
19110315190677364,1.0,1.0,204.0
19110315232952896,0.0,1.0,234.0
19110315282949396,0.0,0.0,236.0
19110315481451244,1.0,1.0,205.0
19110316012681160,1.0,1.0,284.0
19110316112138430,1.0,1.0,236.0
19110316153479530,0.0,0.0,173.0
19110316204677776,0.0,1.0,244.0
19110316262564604,0.0,1.0,164.0
19110316294636612,1.0,1.0,260.0
19110316331669264,1.0,0.0,253.0
19110316351744836,1.0,1.0,243.0
19110316424887144,1.0,1.0,252.0
19110316531380124,1.0,1.0,155.0
19110317040645228,1.0,1.0,220.0
19110318090226704,1.0,1.0,284.0
19110318442212656,1.0,1.0,156.0
19110318450423120,1.0,0.0,191.0
19110319390225216,1.0,1.0,208.0
19110319542500948,1.0,1.0,284.0
19110320331915924,1.0,1.0,169.0
19110320342116004,1.0,1.0,233.0
19110320381787356,1.0,1.0,179.0
19110321041881796,0.0,0.0,139.0
19110321091560600,1.0,1.0,226.0
19110321351815530,1.0,1.0,198.0
19110407444662100,0.0,1.0,252.0
19110407463583776,1.0,1.0,260.0
19110407594851490,1.0,1.0,241.0
19110408045935984,1.0,1.0,284.0
19110408254425430,0.0,0.0,180.0
19110408280264084,1.0,0.0,194.0
19110408281522100,1.0,1.0,258.0
19110408294478230,0.0,1.0,236.0
19110408313365830,1.0,1.0,236.0
19110408314119336,1.0,1.0,253.0
19110408415808356,0.0,1.0,152.0
19110408441714108,1.0,1.0,284.0
19110408463746464,1.0,1.0,196.0
19110408515933948,1.0,1.0,284.0
19110408562152110,1.0,1.0,221.0
19110409024227290,0.0,0.0,226.0
19110409122277956,1.0,1.0,233.0
19110409125377920,0.0,1.0,210.0
19110409134998110,0.0,1.0,212.0
19110409165539236,1.0,0.0,252.0
19110409174751460,1.0,1.0,210.0
19110409175551904,1.0,1.0,204.0
19110409182074976,0.0,0.0,236.0
19110409184092348,0.0,0.0,193.0
19110409184486844,1.0,1.0,252.0
19110409195296692,1.0,0.0,252.0
19110409195988452,1.0,1.0,212.0
19110409234785304,0.0,1.0,176.0
19110409300802196,1.0,1.0,284.0
19110409390942576,0.0,1.0,132.0
19110409424408336,1.0,0.0,168.0
19110409442552544,1.0,0.0,252.0
19110409452602136,1.0,1.0,152.0
19110409553233124,1.0,1.0,276.0
19110410000262530,1.0,1.0,224.0
19110410071906864,1.0,1.0,258.0
19110410213464224,0.0,1.0,252.0
19110410241095350,0.0,1.0,132.0
19110410303547296,1.0,1.0,148.0
19110410345818960,1.0,1.0,260.0
19110410355121376,1.0,1.0,204.0
19110410370205684,0.0,1.0,233.0
19110410375149172,0.0,1.0,212.0
19110410392550350,1.0,1.0,143.0
19110410440897064,1.0,1.0,238.0
19110410572043810,0.0,1.0,185.0
19110411043589644,1.0,1.0,236.0
19110411101570864,1.0,1.0,240.0
19110411124167184,1.0,1.0,284.0
19110411203530484,0.0,1.0,284.0
19110411225484668,1.0,1.0,216.0
19110411230789456,0.0,1.0,149.0
19110411243900160,1.0,1.0,132.0
19110411304771730,0.0,1.0,151.0
19110411305090110,1.0,1.0,171.0
19110411325563140,0.0,0.0,189.0
19110411355726064,1.0,1.0,154.0
19110411373590156,0.0,0.0,180.0
19110411582351444,1.0,1.0,258.0
19110412024274252,1.0,1.0,132.0
19110412220394750,0.0,0.0,209.0
19110412234941024,1.0,1.0,273.0
19110412235621184,0.0,0.0,164.0
19110412280329970,1.0,1.0,166.0
19110412280373384,1.0,1.0,210.0
19110412282657236,0.0,1.0,198.0
19110412284451784,0.0,1.0,220.0
19110412312911770,1.0,1.0,180.0
19110412325760136,1.0,1.0,236.0
19110412342808036,1.0,0.0,202.0
19110412350736180,1.0,1.0,284.0
19110412353335350,0.0,1.0,141.0
19110412394565870,0.0,1.0,223.0
19110412394926290,1.0,1.0,242.0
19110412403782772,1.0,1.0,216.0
19110412410461180,1.0,1.0,202.0
19110412421874692,1.0,1.0,252.0
19110412424723956,1.0,1.0,252.0
19110412452796090,1.0,1.0,186.0
19110412475945530,0.0,0.0,192.0
19110412481946476,1.0,1.0,252.0
19110412483289316,1.0,1.0,196.0
19110412525049790,1.0,1.0,276.0
19110412533476750,1.0,1.0,175.0
19110412560470680,0.0,0.0,229.0
19110413060710868,1.0,1.0,204.0
19110413072615760,1.0,1.0,184.0
19110413085708196,1.0,1.0,132.0
19110413104047892,0.0,0.0,190.0
19110413132862124,1.0,1.0,204.0
19110413173647280,1.0,1.0,244.0
19110413221618716,1.0,1.0,206.0
19110413402997480,1.0,1.0,204.0
19110413450352184,1.0,1.0,252.0
19110413455052892,1.0,1.0,180.0
19110413500212910,0.0,1.0,253.0
19110413534258160,1.0,1.0,197.0
19110413562222540,0.0,0.0,192.0
19110413572062780,1.0,1.0,156.0
19110413581063030,1.0,1.0,170.0
19110413584152024,0.0,1.0,284.0
19110413590193536,1.0,1.0,220.0
19110413591100824,1.0,0.0,249.0
19110413595193930,1.0,1.0,180.0
19110414003982390,1.0,0.0,212.0
19110414021042544,0.0,0.0,179.0
19110414041524780,1.0,1.0,204.0
19110414053810984,0.0,1.0,252.0
19110414060856860,1.0,1.0,197.0
19110414134774092,1.0,1.0,204.0
19110414271997380,1.0,1.0,264.0
19110414350009524,1.0,1.0,180.0
19110414415900500,0.0,1.0,216.0
19110414452914460,1.0,1.0,172.0
19110414484538650,0.0,1.0,210.0
19110414551770496,0.0,1.0,132.0
19110414575091420,0.0,1.0,254.0
19110414580277400,1.0,1.0,219.0
19110414592839464,0.0,1.0,204.0
19110414593661716,1.0,0.0,176.0
19110415002261910,1.0,1.0,204.0
19110415005486136,1.0,1.0,208.0
19110415010440696,1.0,1.0,284.0
19110415020207096,1.0,1.0,147.0
19110415020702084,0.0,1.0,206.0
19110415034355228,0.0,1.0,189.0
19110415034725550,0.0,0.0,156.0
19110415045106664,1.0,1.0,204.0
19110415052680240,1.0,1.0,252.0
19110415093301160,1.0,1.0,284.0
19110415135446944,0.0,0.0,148.0
19110415225656370,1.0,1.0,134.0
19110415231120624,1.0,1.0,156.0
19110415521037348,1.0,1.0,132.0
19110415562418124,1.0,1.0,148.0
19110416002258800,1.0,1.0,147.0
19110416294017504,1.0,0.0,237.0
19110417010962970,0.0,1.0,252.0
19110417025423828,0.0,0.0,186.0
19110417322606084,1.0,0.0,237.0
19110417415644930,1.0,1.0,208.0
19110418134973056,0.0,1.0,220.0
19110418381749292,0.0,1.0,222.0
19110420143086670,1.0,1.0,132.0
19110420350243104,1.0,1.0,199.0
19110421004171824,0.0,1.0,167.0
19110421525620070,0.0,1.0,252.0
19110506513895024,1.0,1.0,258.0
19110507093957748,1.0,1.0,188.0
19110507315597510,1.0,1.0,228.0
19110508110859784,1.0,1.0,273.0
19110508141248988,1.0,1.0,120.0
19110508192360136,0.0,1.0,160.0
19110508332800816,1.0,0.0,197.0
19110508360822790,1.0,1.0,187.0
19110508383366470,0.0,1.0,174.0
19110508391233264,1.0,1.0,236.0
19110508430439660,1.0,1.0,284.0
19110508533846132,0.0,0.0,240.0
19110508554983296,0.0,1.0,234.0
19110508555907052,0.0,0.0,235.0
19110508560048264,0.0,1.0,175.0
19110508560295108,1.0,1.0,226.0
19110508560419188,1.0,1.0,281.0
19110508560468810,1.0,1.0,186.0
19110508561023864,0.0,0.0,180.0
19110508561029336,1.0,1.0,225.0
19110508561186972,1.0,1.0,182.0
19110508580397230,1.0,1.0,284.0
19110508581376790,0.0,1.0,284.0
19110508594699950,1.0,1.0,177.0
19110509000736144,1.0,0.0,185.0
19110509004191216,1.0,1.0,284.0
19110509015337576,1.0,1.0,190.0
19110509031261056,0.0,0.0,160.0
19110509032565684,1.0,1.0,236.0
19110509032708720,0.0,1.0,252.0
19110509043045420,1.0,1.0,252.0
19110509044959892,0.0,1.0,154.0
19110509064028530,1.0,1.0,284.0
19110509094484440,1.0,1.0,228.0
19110509111534550,1.0,1.0,212.0
19110509114437584,1.0,1.0,168.0
19110509130696560,1.0,1.0,222.0
19110509160682550,1.0,1.0,284.0
19110509185755800,0.0,1.0,176.0
19110509231464468,0.0,0.0,180.0
19110509251767148,1.0,1.0,210.0
19110509255725200,1.0,1.0,132.0
19110509352288844,0.0,0.0,270.0
19110509415828504,0.0,1.0,180.0
19110509470421770,1.0,1.0,256.0
19110509471154150,1.0,1.0,178.0
19110509480115440,1.0,1.0,186.0
19110509491138690,1.0,1.0,171.0
19110509521502244,1.0,1.0,244.0
19110510034985120,0.0,0.0,210.0
19110510064839920,1.0,1.0,253.0
19110510073055996,0.0,1.0,184.0
19110510191398972,1.0,1.0,188.0
19110510195957616,1.0,1.0,170.0
19110510223832190,1.0,1.0,166.0
19110510280782824,0.0,0.0,202.0
19110510281706590,0.0,1.0,185.0
19110510281890516,0.0,1.0,186.0
19110510282692244,1.0,1.0,228.0
19110510284620296,0.0,0.0,156.0
19110510294987916,1.0,0.0,252.0
19110510303370944,1.0,1.0,208.0
19110510323764400,1.0,1.0,132.0
19110510431468370,0.0,1.0,227.0
19110510541418856,1.0,1.0,204.0
19110511083383904,0.0,0.0,195.0
19110511102508440,1.0,1.0,142.0
19110511102806750,0.0,1.0,196.0
19110511151394210,1.0,1.0,202.0
19110511212289180,1.0,1.0,204.0
19110511241431744,1.0,1.0,132.0
19110511242514628,1.0,1.0,201.0
19110511275979210,1.0,1.0,132.0
19110511312808636,1.0,1.0,244.0
19110511344666936,1.0,1.0,236.0
19110511365751880,1.0,1.0,220.0
19110511400376040,0.0,1.0,167.0
19110511460019160,1.0,1.0,196.0
19110511531880110,1.0,1.0,233.0
19110511555920476,1.0,1.0,241.0
19110512073617570,1.0,0.0,132.0
19110512114701788,0.0,1.0,252.0
19110512211235390,1.0,1.0,204.0
19110512351016600,0.0,0.0,172.0
19110512465702948,1.0,1.0,148.0
19110512481683416,0.0,1.0,146.0
19110512542336640,1.0,1.0,221.0
19110512570504788,0.0,0.0,204.0
19110513081427776,0.0,1.0,205.0
19110513162048870,0.0,1.0,134.0
19110513214582360,0.0,0.0,180.0
19110513274040084,1.0,1.0,197.0
19110513523371304,0.0,0.0,152.0
19110514343179252,0.0,1.0,228.0
19110514425071496,1.0,1.0,167.0
19110514455808376,1.0,1.0,284.0
19110514465916424,1.0,0.0,216.0
19110514481530424,1.0,0.0,164.0
19110514514180948,1.0,1.0,249.0
19110515510474964,1.0,1.0,145.0
19110515550508410,1.0,0.0,180.0
19110516240912412,0.0,0.0,201.0
19110516292798720,1.0,1.0,186.0
19110516383490296,1.0,1.0,248.0
19110517515548692,1.0,1.0,231.0
19110518251545650,1.0,1.0,180.0
19110518341947504,1.0,1.0,182.0
19110518362368136,1.0,1.0,260.0
19110518460371572,0.0,1.0,213.0
19110520471415510,1.0,1.0,284.0
19110521232692960,1.0,1.0,264.0
19110608561784144,1.0,1.0,164.0
19110608563074956,1.0,1.0,252.0
19110609313051950,1.0,1.0,284.0
19110609550190224,1.0,0.0,180.0
19110610243654056,1.0,0.0,252.0
19110610405496010,0.0,1.0,284.0
19110611370976580,0.0,1.0,284.0
19110613094561576,0.0,0.0,212.0
19110613124539756,1.0,1.0,252.0
19110613501932264,1.0,1.0,155.0
19110613510575068,1.0,1.0,216.0
19110614473367076,1.0,0.0,132.0
19110615162721150,1.0,0.0,146.0
19110617033705636,1.0,1.0,220.0
19110617421258348,1.0,0.0,153.0
19110619081272696,0.0,0.0,271.0
19110619564339016,1.0,1.0,245.0
19110620030505100,1.0,1.0,260.0
19110620534907560,1.0,1.0,176.0
19110621191066224,1.0,1.0,208.0
20000008092685868,1.0,1.0,252.0
20000008440667440,0.0,1.0,258.0
20000008572171030,1.0,1.0,164.0
20000009260928680,1.0,1.0,209.0
20000010530194636,1.0,0.0,132.0
20000011355186210,1.0,1.0,284.0
20000011493096130,1.0,1.0,180.0
20000012125508716,1.0,1.0,192.0
20000012352703176,1.0,1.0,252.0
20000012383674800,1.0,1.0,276.0
20000013452353424,1.0,1.0,222.0
20000013483997770,1.0,1.0,245.0
20000014514122710,0.0,0.0,197.0
20000015083939724,1.0,1.0,237.0
20000015343546720,1.0,1.0,148.0
20000015344937624,1.0,1.0,252.0
20000017241290652,1.0,1.0,175.0
20000020042346816,0.0,1.0,197.0
20000020045370750,0.0,0.0,137.0
20000106392166116,1.0,1.0,180.0
20000108221797350,0.0,0.0,213.0
20000108222103176,1.0,1.0,217.0
20000108283992224,1.0,1.0,260.0
20000109320461360,0.0,1.0,284.0
20000109324586852,0.0,0.0,230.0
20000109334402250,0.0,0.0,216.0
20000109414648080,0.0,0.0,215.0
20000109460199216,0.0,0.0,163.0
20000109523078890,1.0,1.0,248.0
20000109551545456,1.0,1.0,258.0
20000110123849080,0.0,1.0,284.0
20000110130716560,0.0,1.0,144.0
20000110140010444,0.0,1.0,284.0
20000110140401868,0.0,1.0,222.0
20000110140545050,0.0,0.0,284.0
20000110141426188,0.0,0.0,249.0
20000110144038056,1.0,1.0,284.0
20000110145704012,0.0,1.0,284.0
20000110161932104,0.0,0.0,250.0
20000110171885692,0.0,0.0,152.0
20000110191065380,1.0,1.0,258.0
20000110194113850,1.0,1.0,180.0
20000110232271540,0.0,0.0,191.0
20000110421100252,0.0,1.0,180.0
20000110450722184,1.0,1.0,177.0
20000110450896296,1.0,0.0,204.0
20000110553819520,1.0,1.0,284.0
20000111033842840,1.0,1.0,284.0
20000111152322436,0.0,1.0,174.0
20000111174049428,1.0,1.0,252.0
20000111203854240,0.0,1.0,156.0
20000111204447764,1.0,0.0,153.0
20000111223968776,1.0,1.0,212.0
20000111301151270,0.0,0.0,172.0
20000111323673470,0.0,0.0,284.0
20000111365824148,0.0,1.0,218.0
20000111412813524,1.0,1.0,191.0
20000111485027680,0.0,0.0,252.0
20000112035805280,0.0,1.0,164.0
20000112083587624,1.0,1.0,180.0
20000112112406440,1.0,0.0,204.0
20000112293423410,1.0,1.0,284.0
20000112381367796,1.0,1.0,252.0
20000112461400040,0.0,1.0,256.0
20000112470295276,1.0,1.0,252.0
20000112470579296,0.0,1.0,157.0
20000112480987388,0.0,1.0,236.0
20000113084458170,1.0,1.0,206.0
20000113110076910,0.0,1.0,204.0
20000113171185270,0.0,1.0,197.0
20000113215580120,0.0,0.0,284.0
20000113243597836,1.0,1.0,201.0
20000113284654990,1.0,1.0,284.0
20000113342174090,0.0,1.0,232.0
20000113424360576,1.0,1.0,209.0
20000113450529784,1.0,1.0,235.0
20000113530618336,1.0,1.0,232.0
20000113570840850,1.0,1.0,191.0
20000113584156356,1.0,1.0,164.0
20000113585431570,1.0,1.0,220.0
20000113593680290,1.0,1.0,260.0
20000113594513530,1.0,1.0,187.0
20000113595131420,1.0,0.0,284.0
20000114001113430,1.0,1.0,183.0
20000114010838130,1.0,1.0,284.0
20000114022544252,1.0,1.0,252.0
20000114045312720,1.0,1.0,190.0
20000114202340790,1.0,1.0,284.0
20000114235933860,1.0,1.0,186.0
20000114250981708,1.0,1.0,164.0
20000114262998084,1.0,0.0,190.0
20000114411044190,1.0,0.0,236.0
20000114415288610,1.0,1.0,176.0
20000114420127550,0.0,1.0,166.0
20000114422159150,1.0,1.0,156.0
20000114453408590,1.0,0.0,254.0
20000114455822290,1.0,1.0,195.0
20000114583675310,1.0,1.0,232.0
20000115064911136,1.0,1.0,156.0
20000115065313852,1.0,1.0,140.0
20000115082889150,1.0,1.0,210.0
20000115092534920,1.0,1.0,284.0
20000115103308796,0.0,0.0,204.0
20000115104087056,0.0,1.0,220.0
20000115105644550,0.0,0.0,252.0
20000115105929460,1.0,1.0,213.0
20000115154571668,1.0,1.0,132.0
20000115154848616,0.0,0.0,170.0
20000115161985724,1.0,1.0,252.0
20000115192616230,1.0,1.0,197.0
20000115192836080,1.0,1.0,197.0
20000115243145960,0.0,1.0,153.0
20000115270029030,1.0,1.0,132.0
20000115311787960,0.0,1.0,284.0
20000115335708828,1.0,1.0,204.0
20000115382437556,0.0,1.0,176.0
20000115421939976,1.0,1.0,223.0
20000115491832804,1.0,0.0,205.0
20000115544310990,0.0,0.0,173.0
20000115561826720,0.0,1.0,132.0
20000115584994320,0.0,1.0,232.0
20000116102826664,1.0,1.0,240.0
20000116254475588,1.0,1.0,238.0
20000116361884010,1.0,1.0,221.0
20000116383634170,0.0,0.0,164.0
20000116450306464,0.0,1.0,163.0
20000116494842750,1.0,1.0,210.0
20000116551239150,1.0,1.0,244.0
20000117145782136,0.0,0.0,142.0
20000117283907010,0.0,1.0,284.0
20000117370119564,1.0,1.0,213.0
20000117573347340,1.0,1.0,210.0
20000117585598228,1.0,1.0,244.0
20000118100168490,0.0,1.0,238.0
20000118150207384,0.0,1.0,121.0
20000118250136664,1.0,0.0,215.0
20000118270039330,0.0,1.0,252.0
20000119251470068,1.0,1.0,284.0
20000120241717068,1.0,1.0,164.0
20000121474506940,0.0,0.0,128.0
20000121481073104,0.0,0.0,187.0
20000200000550052,1.0,1.0,260.0
20000203585323796,1.0,1.0,245.0
20000207093583570,1.0,1.0,284.0
20000207214489720,1.0,1.0,196.0
20000207534312000,1.0,1.0,170.0
20000208082044692,1.0,1.0,284.0
20000208112369630,1.0,1.0,200.0
20000208200254750,1.0,1.0,234.0
20000208205086148,1.0,1.0,155.0
20000208253959610,1.0,0.0,178.0
20000208283841764,1.0,1.0,192.0
20000208284187984,1.0,0.0,248.0
20000208290931544,1.0,1.0,252.0
20000208301935788,0.0,1.0,213.0
20000208370340770,1.0,1.0,199.0
20000208432269970,1.0,0.0,242.0
20000208495162990,0.0,0.0,236.0
20000208544954308,1.0,1.0,180.0
20000208564614172,1.0,1.0,190.0
20000208593579090,1.0,1.0,198.0
20000209002046972,1.0,1.0,212.0
20000209014100150,1.0,0.0,223.0
20000209023468148,1.0,1.0,180.0
20000209030943716,0.0,0.0,189.0
20000209072814876,1.0,1.0,284.0
20000209101591300,0.0,1.0,196.0
20000209111345740,0.0,0.0,260.0
20000209162369770,1.0,0.0,160.0
20000209181260570,1.0,1.0,198.0
20000209195590932,0.0,1.0,201.0
20000209264348956,1.0,1.0,132.0
20000209353635636,0.0,1.0,284.0
20000209545962348,1.0,1.0,230.0
20000210112994452,0.0,0.0,197.0
20000210195840610,0.0,0.0,240.0
20000210263316640,1.0,0.0,132.0
20000210313204496,1.0,1.0,204.0
20000210433953240,1.0,1.0,284.0
20000211021198324,1.0,1.0,222.0
20000211045454310,1.0,1.0,276.0
20000211072339044,1.0,0.0,245.0
20000211073363050,1.0,1.0,174.0
20000211085216708,1.0,1.0,234.0
20000211114652540,0.0,0.0,226.0
20000211152793520,1.0,1.0,210.0
20000211223107336,0.0,0.0,236.0
20000211245868800,0.0,0.0,252.0
20000211373707260,1.0,1.0,138.0
20000211494355016,1.0,1.0,252.0
20000211502946110,1.0,1.0,180.0
20000211511122270,1.0,1.0,214.0
20000212070560590,1.0,1.0,156.0
20000212070727104,0.0,0.0,190.0
20000212093379656,1.0,1.0,284.0
20000212102895776,0.0,1.0,142.0
20000212110164756,0.0,0.0,204.0
20000212113686836,0.0,1.0,284.0
20000212352094136,1.0,1.0,244.0
20000212371092984,1.0,1.0,114.0
20000212421194532,0.0,1.0,242.0
20000212445721864,1.0,1.0,202.0
20000212491653548,1.0,1.0,207.0
20000212495868870,1.0,1.0,258.0
20000212511875080,0.0,1.0,180.0
20000212591032140,1.0,1.0,132.0
20000213001001670,1.0,0.0,141.0
20000213185288130,0.0,1.0,225.0
20000213202453400,1.0,1.0,284.0
20000213205437170,1.0,1.0,252.0
20000213242541012,1.0,1.0,204.0
20000213272183544,1.0,1.0,233.0
20000213275518436,1.0,1.0,212.0
20000213381082800,1.0,1.0,180.0
20000213390625710,0.0,1.0,168.0
20000213422074184,0.0,0.0,167.0
20000213422547770,1.0,1.0,284.0
20000213434762730,1.0,1.0,204.0
20000213435938120,0.0,1.0,132.0
20000213524761228,1.0,1.0,199.0
20000213552425520,0.0,1.0,236.0
20000214020118700,0.0,1.0,201.0
20000214023322290,0.0,1.0,200.0
20000214030126212,1.0,1.0,284.0
20000214110680452,1.0,1.0,175.0
20000214153750456,1.0,1.0,174.0
20000214172506464,1.0,1.0,252.0
20000214231460704,1.0,1.0,284.0
20000214283934990,1.0,1.0,139.0
20000214431857576,1.0,0.0,180.0
20000214434412028,1.0,1.0,284.0
20000214440445690,1.0,1.0,156.0
20000214485403504,1.0,1.0,200.0
20000214502612416,1.0,1.0,79.0
20000214504851676,0.0,1.0,12.0
20000215011253120,0.0,1.0,252.0
20000215103785670,1.0,1.0,284.0
20000215214533800,1.0,1.0,204.0
20000215424373910,0.0,0.0,252.0
20000215505916096,1.0,1.0,218.0
20000215525806956,1.0,0.0,220.0
20000216084320736,1.0,1.0,273.0
20000216181198130,1.0,1.0,284.0
20000216211213010,0.0,1.0,252.0
20000216212624280,1.0,1.0,252.0
20000216241339028,1.0,1.0,284.0
20000216325478800,1.0,1.0,163.0
20000217160163750,1.0,1.0,216.0
20000217484268570,1.0,0.0,252.0
20000218003719664,1.0,1.0,177.0
20000218175867100,1.0,1.0,212.0
20000218313170144,0.0,1.0,244.0
20000218424808556,1.0,1.0,169.0
20000218470027080,0.0,1.0,132.0
20000219124562570,1.0,1.0,219.0
20000219263484132,1.0,1.0,164.0
20000219434176492,1.0,1.0,284.0
20000220170275830,1.0,1.0,198.0
20000220411264410,0.0,0.0,252.0
20000221011722680,0.0,1.0,284.0
20000300551691676,0.0,1.0,204.0
20000307392947024,1.0,0.0,168.0
20000308232635624,1.0,0.0,284.0
20000308250670400,0.0,1.0,203.0
20000308293103030,1.0,1.0,210.0
20000308380474944,1.0,1.0,252.0
20000308405476996,1.0,1.0,144.0
